snapshot_id,project_id,state,district,stage,probability,target
SNAP-000297-1,SIH26017-PRJ-000297,Telangana,Warangal,Preliminary Notification (Sec 11),0.01014459878206253,
SNAP-000298-1,SIH26017-PRJ-000298,Chhattisgarh,Raipur,Final Declaration (Sec 19),0.1915200799703598,False
SNAP-000299-1,SIH26017-PRJ-000299,Karnataka,Bengaluru Rural,Survey & Measurement,0.003286595456302166,False
SNAP-000299-2,SIH26017-PRJ-000299,Karnataka,Bengaluru Rural,Final Declaration (Sec 19),0.0054810806177556515,False
SNAP-000299-3,SIH26017-PRJ-000299,Karnataka,Bengaluru Rural,Compensation Disbursement,0.0027909372001886368,False
SNAP-000300-1,SIH26017-PRJ-000300,Chhattisgarh,Bastar,Social Impact Assessment (SIA),0.0034940256737172604,False
SNAP-000301-1,SIH26017-PRJ-000301,Odisha,Sundargarh,Final Declaration (Sec 19),0.03546519577503204,False
SNAP-000302-1,SIH26017-PRJ-000302,Uttar Pradesh,Lucknow,Compensation Disbursement,0.4659225344657898,
SNAP-000303-1,SIH26017-PRJ-000303,Uttar Pradesh,Varanasi,Survey & Measurement,0.003826264524832368,False
SNAP-000303-2,SIH26017-PRJ-000303,Uttar Pradesh,Varanasi,Final Declaration (Sec 19),0.004219457041472197,False
SNAP-000303-3,SIH26017-PRJ-000303,Uttar Pradesh,Varanasi,Compensation Disbursement,0.0039397780783474445,False
SNAP-000304-1,SIH26017-PRJ-000304,Bihar,Muzaffarpur,Compensation Disbursement,0.002245913492515683,False
SNAP-000305-1,SIH26017-PRJ-000305,Jharkhand,Paschimi Singhbhum,Award Declaration (Sec 23),0.6623640656471252,
SNAP-000306-1,SIH26017-PRJ-000306,Karnataka,Ballari,Possession,0.00465009082108736,False
SNAP-000307-1,SIH26017-PRJ-000307,Madhya Pradesh,Indore,Draft Declaration,0.006550230551511049,False
SNAP-000307-2,SIH26017-PRJ-000307,Madhya Pradesh,Indore,Compensation Disbursement,0.007013140246272087,False
SNAP-000308-1,SIH26017-PRJ-000308,Uttar Pradesh,Gautam Buddh Nagar,Final Declaration (Sec 19),0.00498973811045289,False
SNAP-000308-2,SIH26017-PRJ-000308,Uttar Pradesh,Gautam Buddh Nagar,Award Declaration (Sec 23),0.013140110298991203,False
SNAP-000309-1,SIH26017-PRJ-000309,Bihar,Gaya,Draft Declaration,0.0039110747165977955,False
SNAP-000309-2,SIH26017-PRJ-000309,Bihar,Gaya,Award Declaration (Sec 23),0.0066104186698794365,False
SNAP-000310-1,SIH26017-PRJ-000310,Chhattisgarh,Raipur,Social Impact Assessment (SIA),0.02922760881483555,
SNAP-000311-1,SIH26017-PRJ-000311,Tamil Nadu,Madurai,Social Impact Assessment (SIA),0.0021363371051847935,
SNAP-000312-1,SIH26017-PRJ-000312,Chhattisgarh,Bastar,Survey & Measurement,0.005994119215756655,
SNAP-000312-2,SIH26017-PRJ-000312,Chhattisgarh,Bastar,Final Declaration (Sec 19),0.0028886236250400543,
SNAP-000313-1,SIH26017-PRJ-000313,Odisha,Sundargarh,Social Impact Assessment (SIA),0.24101610481739044,
SNAP-000314-1,SIH26017-PRJ-000314,Odisha,Kalahandi,Social Impact Assessment (SIA),0.08509410917758942,
SNAP-000314-2,SIH26017-PRJ-000314,Odisha,Kalahandi,Social Impact Assessment (SIA),0.13289399445056915,
SNAP-000315-1,SIH26017-PRJ-000315,Rajasthan,Alwar,Draft Declaration,0.16673403978347778,False
SNAP-000315-2,SIH26017-PRJ-000315,Rajasthan,Alwar,Award Declaration (Sec 23),0.04948251694440842,False
SNAP-000316-1,SIH26017-PRJ-000316,Karnataka,Belagavi,Final Declaration (Sec 19),0.08030876517295837,False
SNAP-000316-2,SIH26017-PRJ-000316,Karnataka,Belagavi,Award Declaration (Sec 23),0.10011975467205048,False
SNAP-000316-3,SIH26017-PRJ-000316,Karnataka,Belagavi,Compensation Disbursement,0.1346171498298645,False
SNAP-000317-1,SIH26017-PRJ-000317,Madhya Pradesh,Jabalpur,Draft Declaration,0.0225601214915514,False
SNAP-000317-2,SIH26017-PRJ-000317,Madhya Pradesh,Jabalpur,Award Declaration (Sec 23),0.03354405239224434,False
SNAP-000317-3,SIH26017-PRJ-000317,Madhya Pradesh,Jabalpur,Possession,0.03332056850194931,False
SNAP-000318-1,SIH26017-PRJ-000318,Gujarat,Rajkot,Award Declaration (Sec 23),0.0653262510895729,
SNAP-000319-1,SIH26017-PRJ-000319,Rajasthan,Udaipur,Social Impact Assessment (SIA),0.9579933881759644,
SNAP-000320-1,SIH26017-PRJ-000320,Gujarat,Ahmedabad,Social Impact Assessment (SIA),0.08670394867658615,
SNAP-000321-1,SIH26017-PRJ-000321,Assam,Dibrugarh,Final Declaration (Sec 19),0.4260112941265106,
SNAP-000322-1,SIH26017-PRJ-000322,Karnataka,Ballari,Social Impact Assessment (SIA),0.021901212632656097,False
SNAP-000323-1,SIH26017-PRJ-000323,Rajasthan,Udaipur,Social Impact Assessment (SIA),0.006532784551382065,
SNAP-000323-2,SIH26017-PRJ-000323,Rajasthan,Udaipur,Survey & Measurement,0.008606214076280594,
SNAP-000323-3,SIH26017-PRJ-000323,Rajasthan,Udaipur,Final Declaration (Sec 19),0.006194328423589468,
SNAP-000324-1,SIH26017-PRJ-000324,West Bengal,Purba Bardhaman,Draft Declaration,0.009076802991330624,
SNAP-000324-2,SIH26017-PRJ-000324,West Bengal,Purba Bardhaman,Award Declaration (Sec 23),0.02481471747159958,
SNAP-000325-1,SIH26017-PRJ-000325,Bihar,Gaya,Award Declaration (Sec 23),0.018120063468813896,
SNAP-000326-1,SIH26017-PRJ-000326,Gujarat,Vadodara,Award Declaration (Sec 23),0.9287826418876648,True
SNAP-000326-2,SIH26017-PRJ-000326,Gujarat,Vadodara,Possession,0.909587025642395,True
SNAP-000327-1,SIH26017-PRJ-000327,Uttar Pradesh,Agra,Survey & Measurement,0.008386624976992607,False
SNAP-000327-2,SIH26017-PRJ-000327,Uttar Pradesh,Agra,Award Declaration (Sec 23),0.01420032698661089,False
SNAP-000328-1,SIH26017-PRJ-000328,Tamil Nadu,Coimbatore,Final Declaration (Sec 19),0.09432235360145569,
SNAP-000328-2,SIH26017-PRJ-000328,Tamil Nadu,Coimbatore,Compensation Disbursement,0.12081479281187057,
SNAP-000328-3,SIH26017-PRJ-000328,Tamil Nadu,Coimbatore,Compensation Disbursement,0.14012089371681213,
SNAP-000329-1,SIH26017-PRJ-000329,West Bengal,Kolkata,Final Declaration (Sec 19),0.7925792336463928,
SNAP-000329-2,SIH26017-PRJ-000329,West Bengal,Kolkata,Award Declaration (Sec 23),0.7625142335891724,
SNAP-000330-1,SIH26017-PRJ-000330,Chhattisgarh,Bastar,Final Declaration (Sec 19),0.9883928894996643,True
SNAP-000330-2,SIH26017-PRJ-000330,Chhattisgarh,Bastar,Compensation Disbursement,0.9762206077575684,True
SNAP-000331-1,SIH26017-PRJ-000331,Odisha,Sundargarh,Final Declaration (Sec 19),0.21783310174942017,False
SNAP-000331-2,SIH26017-PRJ-000331,Odisha,Sundargarh,Compensation Disbursement,0.14789807796478271,False
SNAP-000332-1,SIH26017-PRJ-000332,West Bengal,Purba Bardhaman,Social Impact Assessment (SIA),0.0020846931729465723,False
SNAP-000332-2,SIH26017-PRJ-000332,West Bengal,Purba Bardhaman,Survey & Measurement,0.0018803745042532682,False
SNAP-000332-3,SIH26017-PRJ-000332,West Bengal,Purba Bardhaman,Award Declaration (Sec 23),0.006101175211369991,False
SNAP-000333-1,SIH26017-PRJ-000333,Odisha,Kalahandi,Social Impact Assessment (SIA),0.011884386651217937,
SNAP-000334-1,SIH26017-PRJ-000334,Bihar,Patna,Survey & Measurement,0.002492969622835517,
SNAP-000335-1,SIH26017-PRJ-000335,Gujarat,Vadodara,Draft Declaration,0.6289660334587097,
SNAP-000335-2,SIH26017-PRJ-000335,Gujarat,Vadodara,Award Declaration (Sec 23),0.5654438138008118,
SNAP-000336-1,SIH26017-PRJ-000336,Madhya Pradesh,Indore,Compensation Disbursement,0.0019218267407268286,
SNAP-000337-1,SIH26017-PRJ-000337,Chhattisgarh,Raipur,Social Impact Assessment (SIA),0.03609839826822281,
SNAP-000337-2,SIH26017-PRJ-000337,Chhattisgarh,Raipur,Draft Declaration,0.03730228170752525,
SNAP-000337-3,SIH26017-PRJ-000337,Chhattisgarh,Raipur,Award Declaration (Sec 23),0.026201404631137848,
SNAP-000338-1,SIH26017-PRJ-000338,Chhattisgarh,Durg,Draft Declaration,0.010103831999003887,False
SNAP-000338-2,SIH26017-PRJ-000338,Chhattisgarh,Durg,Compensation Disbursement,0.007732200901955366,False
SNAP-000339-1,SIH26017-PRJ-000339,West Bengal,Purulia,Draft Declaration,0.16309356689453125,False
SNAP-000339-2,SIH26017-PRJ-000339,West Bengal,Purulia,Award Declaration (Sec 23),0.10162696987390518,False
SNAP-000340-1,SIH26017-PRJ-000340,Odisha,Sundargarh,Compensation Disbursement,0.0689479410648346,False
SNAP-000341-1,SIH26017-PRJ-000341,Odisha,Kalahandi,Survey & Measurement,0.029429946094751358,
SNAP-000341-2,SIH26017-PRJ-000341,Odisha,Kalahandi,Survey & Measurement,0.041290897876024246,
SNAP-000342-1,SIH26017-PRJ-000342,Maharashtra,Nashik,Social Impact Assessment (SIA),0.005945644341409206,
SNAP-000342-2,SIH26017-PRJ-000342,Maharashtra,Nashik,Survey & Measurement,0.006603811401873827,
SNAP-000343-1,SIH26017-PRJ-000343,Tamil Nadu,Chennai,Social Impact Assessment (SIA),0.18522252142429352,
SNAP-000343-2,SIH26017-PRJ-000343,Tamil Nadu,Chennai,Survey & Measurement,0.22037386894226074,
SNAP-000343-3,SIH26017-PRJ-000343,Tamil Nadu,Chennai,Final Declaration (Sec 19),0.5194319486618042,
SNAP-000344-1,SIH26017-PRJ-000344,Madhya Pradesh,Jabalpur,Final Declaration (Sec 19),0.005470454692840576,False
SNAP-000344-2,SIH26017-PRJ-000344,Madhya Pradesh,Jabalpur,Compensation Disbursement,0.006159255281090736,False
SNAP-000345-1,SIH26017-PRJ-000345,Tamil Nadu,Chennai,Survey & Measurement,0.009275902062654495,False
SNAP-000345-2,SIH26017-PRJ-000345,Tamil Nadu,Chennai,Compensation Disbursement,0.035698309540748596,False
SNAP-000346-1,SIH26017-PRJ-000346,Karnataka,Bengaluru Rural,Compensation Disbursement,0.5664194226264954,
SNAP-000347-1,SIH26017-PRJ-000347,Madhya Pradesh,Jabalpur,Social Impact Assessment (SIA),0.011896191164851189,False
SNAP-000348-1,SIH26017-PRJ-000348,Jharkhand,Dhanbad,Draft Declaration,0.00724530266597867,
SNAP-000348-2,SIH26017-PRJ-000348,Jharkhand,Dhanbad,Award Declaration (Sec 23),0.006411034148186445,
SNAP-000349-1,SIH26017-PRJ-000349,Bihar,Gaya,Social Impact Assessment (SIA),0.005993122234940529,False
SNAP-000350-1,SIH26017-PRJ-000350,Karnataka,Belagavi,Draft Declaration,0.002715161070227623,False
SNAP-000350-2,SIH26017-PRJ-000350,Karnataka,Belagavi,Compensation Disbursement,0.0019404285121709108,False
SNAP-000351-1,SIH26017-PRJ-000351,Karnataka,Ballari,Draft Declaration,0.7383091449737549,
SNAP-000352-1,SIH26017-PRJ-000352,Gujarat,Rajkot,Draft Declaration,0.02064385823905468,
SNAP-000353-1,SIH26017-PRJ-000353,Maharashtra,Pune,Social Impact Assessment (SIA),0.5915854573249817,
SNAP-000353-2,SIH26017-PRJ-000353,Maharashtra,Pune,Survey & Measurement,0.5909183025360107,
SNAP-000353-3,SIH26017-PRJ-000353,Maharashtra,Pune,Draft Declaration,0.6191976070404053,
SNAP-000354-1,SIH26017-PRJ-000354,Assam,Kamrup,Award Declaration (Sec 23),0.011028044857084751,
SNAP-000355-1,SIH26017-PRJ-000355,Maharashtra,Nashik,Draft Declaration,0.19038960337638855,
SNAP-000356-1,SIH26017-PRJ-000356,Rajasthan,Alwar,Draft Declaration,0.09517202526330948,
SNAP-000356-2,SIH26017-PRJ-000356,Rajasthan,Alwar,Award Declaration (Sec 23),0.2084948867559433,
SNAP-000357-1,SIH26017-PRJ-000357,Kerala,Thiruvananthapuram,Preliminary Notification (Sec 11),0.17658068239688873,
SNAP-000357-2,SIH26017-PRJ-000357,Kerala,Thiruvananthapuram,Preliminary Notification (Sec 11),0.24551346898078918,
SNAP-000357-3,SIH26017-PRJ-000357,Kerala,Thiruvananthapuram,Preliminary Notification (Sec 11),0.17512953281402588,
SNAP-000358-1,SIH26017-PRJ-000358,Chhattisgarh,Durg,Social Impact Assessment (SIA),0.0033040109556168318,
SNAP-000359-1,SIH26017-PRJ-000359,Telangana,Hyderabad,Draft Declaration,0.15706659853458405,
SNAP-000359-2,SIH26017-PRJ-000359,Telangana,Hyderabad,Compensation Disbursement,0.10036416351795197,
SNAP-000359-3,SIH26017-PRJ-000359,Telangana,Hyderabad,Possession,0.20720019936561584,
SNAP-000360-1,SIH26017-PRJ-000360,Jharkhand,Paschimi Singhbhum,Final Declaration (Sec 19),0.5663902759552002,False
SNAP-000360-2,SIH26017-PRJ-000360,Jharkhand,Paschimi Singhbhum,Compensation Disbursement,0.4463721811771393,False
SNAP-000361-1,SIH26017-PRJ-000361,Tamil Nadu,Tiruchirappalli,Draft Declaration,0.010345806367695332,False
SNAP-000361-2,SIH26017-PRJ-000361,Tamil Nadu,Tiruchirappalli,Award Declaration (Sec 23),0.007631882093846798,False
SNAP-000361-3,SIH26017-PRJ-000361,Tamil Nadu,Tiruchirappalli,Compensation Disbursement,0.011775962077081203,False
SNAP-000362-1,SIH26017-PRJ-000362,Gujarat,Surat,Final Declaration (Sec 19),0.026634767651557922,False
SNAP-000362-2,SIH26017-PRJ-000362,Gujarat,Surat,Compensation Disbursement,0.03458569198846817,False
SNAP-000362-3,SIH26017-PRJ-000362,Gujarat,Surat,Possession,0.09053356200456619,False
SNAP-000363-1,SIH26017-PRJ-000363,Madhya Pradesh,Bhopal,Survey & Measurement,0.008090044371783733,False
SNAP-000363-2,SIH26017-PRJ-000363,Madhya Pradesh,Bhopal,Compensation Disbursement,0.005426490213721991,False
SNAP-000363-3,SIH26017-PRJ-000363,Madhya Pradesh,Bhopal,Possession,0.008852670900523663,False
SNAP-000364-1,SIH26017-PRJ-000364,Assam,Dibrugarh,Draft Declaration,0.8605917096138,
SNAP-000364-2,SIH26017-PRJ-000364,Assam,Dibrugarh,Award Declaration (Sec 23),0.9000322222709656,
SNAP-000365-1,SIH26017-PRJ-000365,Uttar Pradesh,Gautam Buddh Nagar,Survey & Measurement,0.002671237103641033,False
SNAP-000365-2,SIH26017-PRJ-000365,Uttar Pradesh,Gautam Buddh Nagar,Award Declaration (Sec 23),0.0020173322409391403,False
SNAP-000365-3,SIH26017-PRJ-000365,Uttar Pradesh,Gautam Buddh Nagar,Compensation Disbursement,0.0018802689155563712,False
SNAP-000366-1,SIH26017-PRJ-000366,Tamil Nadu,Madurai,Social Impact Assessment (SIA),0.04181220382452011,
SNAP-000367-1,SIH26017-PRJ-000367,Maharashtra,Chhatrapati Sambhajinagar,Survey & Measurement,0.0670555830001831,
SNAP-000368-1,SIH26017-PRJ-000368,Bihar,Patna,Compensation Disbursement,0.010056236758828163,False
SNAP-000369-1,SIH26017-PRJ-000369,Rajasthan,Jaipur,Draft Declaration,0.08243399858474731,False
SNAP-000369-2,SIH26017-PRJ-000369,Rajasthan,Jaipur,Award Declaration (Sec 23),0.03457288444042206,False
SNAP-000370-1,SIH26017-PRJ-000370,Odisha,Cuttack,Award Declaration (Sec 23),0.953848123550415,True
SNAP-000370-2,SIH26017-PRJ-000370,Odisha,Cuttack,Compensation Disbursement,0.9383631348609924,True
SNAP-000371-1,SIH26017-PRJ-000371,Odisha,Sundargarh,Survey & Measurement,0.52681565284729,False
SNAP-000372-1,SIH26017-PRJ-000372,Assam,Kamrup,Survey & Measurement,0.8802871108055115,
SNAP-000373-1,SIH26017-PRJ-000373,West Bengal,Purba Bardhaman,Survey & Measurement,0.004785478580743074,False
SNAP-000373-2,SIH26017-PRJ-000373,West Bengal,Purba Bardhaman,Compensation Disbursement,0.0027672378346323967,False
SNAP-000374-1,SIH26017-PRJ-000374,Uttar Pradesh,Agra,Survey & Measurement,0.0374947190284729,False
SNAP-000375-1,SIH26017-PRJ-000375,Odisha,Sundargarh,Possession,0.09226572513580322,False
SNAP-000376-1,SIH26017-PRJ-000376,Madhya Pradesh,Indore,Survey & Measurement,0.004871169570833445,False
SNAP-000377-1,SIH26017-PRJ-000377,Tamil Nadu,Tiruchirappalli,Draft Declaration,0.29833513498306274,
SNAP-000378-1,SIH26017-PRJ-000378,Madhya Pradesh,Chhindwara,Preliminary Notification (Sec 11),0.11465999484062195,False
SNAP-000379-1,SIH26017-PRJ-000379,Assam,Kamrup,Compensation Disbursement,0.36306503415107727,
SNAP-000380-1,SIH26017-PRJ-000380,Kerala,Ernakulam,Compensation Disbursement,0.005113826133310795,
SNAP-000381-1,SIH26017-PRJ-000381,Odisha,Cuttack,Social Impact Assessment (SIA),0.023215191438794136,
SNAP-000381-2,SIH26017-PRJ-000381,Odisha,Cuttack,Draft Declaration,0.04808128625154495,
SNAP-000382-1,SIH26017-PRJ-000382,Jharkhand,Ranchi,Social Impact Assessment (SIA),0.7107990980148315,
SNAP-000382-2,SIH26017-PRJ-000382,Jharkhand,Ranchi,Survey & Measurement,0.7223321795463562,
SNAP-000383-1,SIH26017-PRJ-000383,Maharashtra,Nashik,Survey & Measurement,0.005447845906019211,
SNAP-000384-1,SIH26017-PRJ-000384,Telangana,Karimnagar,Final Declaration (Sec 19),0.005575984250754118,False
SNAP-000385-1,SIH26017-PRJ-000385,Kerala,Ernakulam,Compensation Disbursement,0.6561167240142822,False
SNAP-000386-1,SIH26017-PRJ-000386,Telangana,Karimnagar,Compensation Disbursement,0.4264686703681946,
SNAP-000387-1,SIH26017-PRJ-000387,Jharkhand,Dhanbad,Award Declaration (Sec 23),0.0047177826054394245,False
SNAP-000388-1,SIH26017-PRJ-000388,Rajasthan,Udaipur,Draft Declaration,0.989159882068634,True
SNAP-000388-2,SIH26017-PRJ-000388,Rajasthan,Udaipur,Compensation Disbursement,0.9809984564781189,True
SNAP-000389-1,SIH26017-PRJ-000389,Odisha,Sundargarh,Social Impact Assessment (SIA),0.715627133846283,
SNAP-000389-2,SIH26017-PRJ-000389,Odisha,Sundargarh,Social Impact Assessment (SIA),0.6232768893241882,
SNAP-000389-3,SIH26017-PRJ-000389,Odisha,Sundargarh,Survey & Measurement,0.757297933101654,
SNAP-000390-1,SIH26017-PRJ-000390,Telangana,Hyderabad,Final Declaration (Sec 19),0.03588101640343666,
SNAP-000391-1,SIH26017-PRJ-000391,Karnataka,Bengaluru Rural,Social Impact Assessment (SIA),0.005417357198894024,
SNAP-000391-2,SIH26017-PRJ-000391,Karnataka,Bengaluru Rural,Draft Declaration,0.00401555560529232,
SNAP-000392-1,SIH26017-PRJ-000392,Jharkhand,Ranchi,Preliminary Notification (Sec 11),0.02600865624845028,
SNAP-000393-1,SIH26017-PRJ-000393,Assam,Kamrup,Compensation Disbursement,0.011876421049237251,False
SNAP-000393-2,SIH26017-PRJ-000393,Assam,Kamrup,Possession,0.014850451610982418,False
SNAP-000394-1,SIH26017-PRJ-000394,Odisha,Kalahandi,Preliminary Notification (Sec 11),0.015505705960094929,
SNAP-000395-1,SIH26017-PRJ-000395,Rajasthan,Udaipur,Compensation Disbursement,0.06423582136631012,False
SNAP-000396-1,SIH26017-PRJ-000396,Gujarat,Ahmedabad,Final Declaration (Sec 19),0.6017226576805115,False
SNAP-000396-2,SIH26017-PRJ-000396,Gujarat,Ahmedabad,Compensation Disbursement,0.2620657682418823,False
SNAP-000397-1,SIH26017-PRJ-000397,Tamil Nadu,Chennai,Survey & Measurement,0.013757710345089436,
SNAP-000398-1,SIH26017-PRJ-000398,Madhya Pradesh,Indore,Final Declaration (Sec 19),0.006653228309005499,False
SNAP-000398-2,SIH26017-PRJ-000398,Madhya Pradesh,Indore,Compensation Disbursement,0.004319709725677967,False
SNAP-000399-1,SIH26017-PRJ-000399,Karnataka,Belagavi,Final Declaration (Sec 19),0.003390748519450426,False
SNAP-000399-2,SIH26017-PRJ-000399,Karnataka,Belagavi,Possession,0.00800895132124424,False
SNAP-000400-1,SIH26017-PRJ-000400,Gujarat,Rajkot,Final Declaration (Sec 19),0.815585196018219,
SNAP-000401-1,SIH26017-PRJ-000401,Kerala,Ernakulam,Social Impact Assessment (SIA),0.012016410008072853,
SNAP-000401-2,SIH26017-PRJ-000401,Kerala,Ernakulam,Final Declaration (Sec 19),0.005954748019576073,
SNAP-000401-3,SIH26017-PRJ-000401,Kerala,Ernakulam,Final Declaration (Sec 19),0.006964593194425106,
SNAP-000402-1,SIH26017-PRJ-000402,Maharashtra,Nashik,Social Impact Assessment (SIA),0.013000840321183205,False
SNAP-000403-1,SIH26017-PRJ-000403,Chhattisgarh,Raipur,Social Impact Assessment (SIA),0.06523925065994263,
SNAP-000403-2,SIH26017-PRJ-000403,Chhattisgarh,Raipur,Survey & Measurement,0.12526729702949524,
SNAP-000404-1,SIH26017-PRJ-000404,Chhattisgarh,Raipur,Mutation & Handover,0.9540071487426758,True
SNAP-000405-1,SIH26017-PRJ-000405,Kerala,Thiruvananthapuram,Social Impact Assessment (SIA),0.2126794457435608,False
SNAP-000406-1,SIH26017-PRJ-000406,Odisha,Kalahandi,Award Declaration (Sec 23),0.8107399344444275,
SNAP-000406-2,SIH26017-PRJ-000406,Odisha,Kalahandi,Compensation Disbursement,0.7706781625747681,
SNAP-000407-1,SIH26017-PRJ-000407,Telangana,Warangal,Draft Declaration,0.0052529978565871716,
SNAP-000408-1,SIH26017-PRJ-000408,Gujarat,Rajkot,Final Declaration (Sec 19),0.14628247916698456,
SNAP-000408-2,SIH26017-PRJ-000408,Gujarat,Rajkot,Compensation Disbursement,0.1045752689242363,
SNAP-000409-1,SIH26017-PRJ-000409,Karnataka,Belagavi,Compensation Disbursement,0.006171064916998148,False
SNAP-000410-1,SIH26017-PRJ-000410,Tamil Nadu,Chennai,Draft Declaration,0.05800921842455864,False
SNAP-000411-1,SIH26017-PRJ-000411,Gujarat,Rajkot,Final Declaration (Sec 19),0.004480738192796707,False
SNAP-000411-2,SIH26017-PRJ-000411,Gujarat,Rajkot,Compensation Disbursement,0.0023657898418605328,False
SNAP-000412-1,SIH26017-PRJ-000412,Madhya Pradesh,Bhopal,Survey & Measurement,0.0044763353653252125,
SNAP-000412-2,SIH26017-PRJ-000412,Madhya Pradesh,Bhopal,Draft Declaration,0.0030901869758963585,
SNAP-000413-1,SIH26017-PRJ-000413,Madhya Pradesh,Jabalpur,Social Impact Assessment (SIA),0.005196418147534132,False
SNAP-000414-1,SIH26017-PRJ-000414,Assam,Kamrup,Survey & Measurement,0.008262602612376213,
SNAP-000415-1,SIH26017-PRJ-000415,Tamil Nadu,Chennai,Social Impact Assessment (SIA),0.7754453420639038,
SNAP-000416-1,SIH26017-PRJ-000416,Telangana,Warangal,Social Impact Assessment (SIA),0.002806079341098666,False
SNAP-000417-1,SIH26017-PRJ-000417,Odisha,Khordha,Survey & Measurement,0.028440507128834724,
SNAP-000418-1,SIH26017-PRJ-000418,Uttar Pradesh,Agra,Social Impact Assessment (SIA),0.009382147341966629,
SNAP-000418-2,SIH26017-PRJ-000418,Uttar Pradesh,Agra,Survey & Measurement,0.003449588781222701,
SNAP-000419-1,SIH26017-PRJ-000419,Maharashtra,Pune,Mutation & Handover,0.014578365720808506,False
SNAP-000420-1,SIH26017-PRJ-000420,Assam,Dibrugarh,Final Declaration (Sec 19),0.034981876611709595,
SNAP-000420-2,SIH26017-PRJ-000420,Assam,Dibrugarh,Compensation Disbursement,0.01580077037215233,
SNAP-000421-1,SIH26017-PRJ-000421,West Bengal,Purulia,Possession,0.04473267123103142,False
SNAP-000422-1,SIH26017-PRJ-000422,Rajasthan,Udaipur,Social Impact Assessment (SIA),0.35323402285575867,
SNAP-000422-2,SIH26017-PRJ-000422,Rajasthan,Udaipur,Social Impact Assessment (SIA),0.3239971697330475,
SNAP-000422-3,SIH26017-PRJ-000422,Rajasthan,Udaipur,Social Impact Assessment (SIA),0.36981257796287537,
SNAP-000423-1,SIH26017-PRJ-000423,Maharashtra,Chhatrapati Sambhajinagar,Survey & Measurement,0.15043579041957855,False
SNAP-000423-2,SIH26017-PRJ-000423,Maharashtra,Chhatrapati Sambhajinagar,Award Declaration (Sec 23),0.17796750366687775,False
SNAP-000424-1,SIH26017-PRJ-000424,Karnataka,Belagavi,Final Declaration (Sec 19),0.01046954095363617,False
SNAP-000424-2,SIH26017-PRJ-000424,Karnataka,Belagavi,Compensation Disbursement,0.01291362103074789,False
SNAP-000425-1,SIH26017-PRJ-000425,Rajasthan,Jaipur,Award Declaration (Sec 23),0.08737563341856003,False
SNAP-000425-2,SIH26017-PRJ-000425,Rajasthan,Jaipur,Compensation Disbursement,0.10027342289686203,False
SNAP-000426-1,SIH26017-PRJ-000426,Odisha,Kalahandi,Social Impact Assessment (SIA),0.06983204185962677,
SNAP-000426-2,SIH26017-PRJ-000426,Odisha,Kalahandi,Final Declaration (Sec 19),0.2752697169780731,
SNAP-000427-1,SIH26017-PRJ-000427,Uttar Pradesh,Lucknow,Preliminary Notification (Sec 11),0.05551544204354286,
SNAP-000427-2,SIH26017-PRJ-000427,Uttar Pradesh,Lucknow,Preliminary Notification (Sec 11),0.06540317088365555,
SNAP-000428-1,SIH26017-PRJ-000428,Odisha,Khordha,Draft Declaration,0.09147106856107712,False
SNAP-000428-2,SIH26017-PRJ-000428,Odisha,Khordha,Compensation Disbursement,0.1079154908657074,False
SNAP-000429-1,SIH26017-PRJ-000429,Uttar Pradesh,Gautam Buddh Nagar,Mutation & Handover,0.9507182240486145,True
SNAP-000430-1,SIH26017-PRJ-000430,Kerala,Thiruvananthapuram,Survey & Measurement,0.007596765179187059,False
SNAP-000431-1,SIH26017-PRJ-000431,Madhya Pradesh,Bhopal,Final Declaration (Sec 19),0.9629923701286316,True
SNAP-000431-2,SIH26017-PRJ-000431,Madhya Pradesh,Bhopal,Compensation Disbursement,0.9749405384063721,True
SNAP-000431-3,SIH26017-PRJ-000431,Madhya Pradesh,Bhopal,Possession,0.9825411438941956,True
SNAP-000432-1,SIH26017-PRJ-000432,Kerala,Thiruvananthapuram,Award Declaration (Sec 23),0.007139449007809162,
SNAP-000433-1,SIH26017-PRJ-000433,Assam,Dibrugarh,Survey & Measurement,0.1229281947016716,False
SNAP-000433-2,SIH26017-PRJ-000433,Assam,Dibrugarh,Final Declaration (Sec 19),0.16619372367858887,False
SNAP-000433-3,SIH26017-PRJ-000433,Assam,Dibrugarh,Compensation Disbursement,0.13160596787929535,False
SNAP-000434-1,SIH26017-PRJ-000434,Jharkhand,Dhanbad,Social Impact Assessment (SIA),0.0491349995136261,
SNAP-000434-2,SIH26017-PRJ-000434,Jharkhand,Dhanbad,Survey & Measurement,0.06766340881586075,
SNAP-000434-3,SIH26017-PRJ-000434,Jharkhand,Dhanbad,Survey & Measurement,0.09542179852724075,
SNAP-000435-1,SIH26017-PRJ-000435,Assam,Kamrup,Mutation & Handover,0.15126900374889374,False
SNAP-000436-1,SIH26017-PRJ-000436,Madhya Pradesh,Jabalpur,Compensation Disbursement,0.0032299950253218412,False
SNAP-000437-1,SIH26017-PRJ-000437,West Bengal,Purulia,Award Declaration (Sec 23),0.06475743651390076,False
SNAP-000438-1,SIH26017-PRJ-000438,Jharkhand,Paschimi Singhbhum,Final Declaration (Sec 19),0.07239244133234024,
SNAP-000438-2,SIH26017-PRJ-000438,Jharkhand,Paschimi Singhbhum,Compensation Disbursement,0.13131991028785706,
SNAP-000439-1,SIH26017-PRJ-000439,Rajasthan,Alwar,Award Declaration (Sec 23),0.3435649871826172,
