snapshot_id,project_id,snapshot_date,state,district,project_type,implementing_agency,project_geometry_type,applicable_land_acquisition_act,total_land_required_hectares,number_of_villages_affected,estimated_project_cost_inr_crore,land_type_required,tribal_area_flag,project_sanction_date,planned_land_acquisition_completion_date,planned_land_acquisition_duration_days,days_since_sanction_at_snapshot,current_stage_number,current_stage_name,percent_stages_completed_as_of_snapshot,cumulative_stage_delay_days_as_of_snapshot,approvals_required_count,approvals_approved_count_as_of_snapshot,approvals_pending_count_as_of_snapshot,critical_approval_pending_flag_as_of_snapshot,percent_compensation_disbursed_as_of_snapshot,compensation_dispute_flag_as_of_snapshot,active_legal_cases_count_as_of_snapshot,stay_order_active_flag_as_of_snapshot,high_court_or_above_case_flag_as_of_snapshot,percent_land_clear_title,percent_land_disputed_ownership,consent_percent_obtained,land_record_digitization_status,number_of_displaced_families,percent_families_resettled_as_of_snapshot,rr_plan_approved_flag_as_of_snapshot,rr_grievance_backlog_as_of_snapshot,public_hearing_objections_count,political_sensitivity_index,local_body_resolution_status,officer_turnover_count_as_of_snapshot,funds_availability_status_as_of_snapshot,budget_utilization_percent_as_of_snapshot,e_governance_system_used_flag,state_historical_avg_delay_days,agency_historical_completion_rate,project_type_historical_delay_rate,next_stage_at_snapshot,next_stage_name_at_snapshot,heuristic_risk_score,risk_tier,project_latitude,project_longitude,recommended_split,target_is_delayed_beyond_6mo,target_land_acquisition_delay_category_final,target_land_acquisition_delay_days_final,target_known_flag,target_next_stage_delay_flag,target_next_stage_delay_days,target_next_stage_known_flag
SNAP-000308-1,SIH26017-PRJ-000308,2021-08-05,Uttar Pradesh,Gautam Buddh Nagar,National Highway,NHAI,Linear,"National Highways Act, 1956",340.86,5,2724.41,Agricultural,False,2020-10-07,2022-11-30,784,302,5,Final Declaration (Sec 19),44.4,-28,5,3,2,True,0.0,False,0,False,False,66.2,25.7,,Partially Digitized,31,0.0,True,1,7,Medium,Supportive,0,Delayed,38.5,False,33.2,66.7,61.9,5,Final Declaration (Sec 19),17.0,Low,28.53333,77.1399,train,False,On-Time,-26.0,True,True,31.0,True
SNAP-000308-2,SIH26017-PRJ-000308,2022-02-08,Uttar Pradesh,Gautam Buddh Nagar,National Highway,NHAI,Linear,"National Highways Act, 1956",340.86,5,2724.41,Agricultural,False,2020-10-07,2022-11-30,784,489,6,Award Declaration (Sec 23),66.7,32,5,5,0,False,32.7,False,0,False,False,71.9,21.4,,Partially Digitized,31,22.8,True,1,7,Medium,Supportive,0,Adequate,65.1,False,26.4,63.0,59.3,7,Compensation Disbursement,14.6,Low,28.53333,77.1399,train,False,On-Time,-26.0,True,True,55.0,True
SNAP-000309-1,SIH26017-PRJ-000309,2020-09-18,Bihar,Gaya,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",31.87,5,1260.31,Homestead-Residential,False,2019-12-08,2022-01-04,758,285,4,Draft Declaration,33.3,1,4,3,1,True,0.0,False,0,False,False,86.1,16.2,,Not Digitized,14,0.0,True,0,6,Medium,Neutral,2,Delayed,34.6,False,20.4,50.0,62.5,4,Draft Declaration,25.5,Low,25.164,85.04513,train,False,On-Time,1.0,True,True,37.0,True
SNAP-000309-2,SIH26017-PRJ-000309,2021-04-02,Bihar,Gaya,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",31.87,5,1260.31,Homestead-Residential,False,2019-12-08,2022-01-04,758,481,6,Award Declaration (Sec 23),55.6,39,4,4,0,False,23.9,False,0,False,False,82.4,14.2,,Not Digitized,14,13.8,True,1,6,Medium,Neutral,3,Delayed,60.0,False,21.0,55.6,55.6,6,Award Declaration (Sec 23),20.8,Low,25.164,85.04513,train,False,On-Time,1.0,True,False,8.0,True
SNAP-000310-1,SIH26017-PRJ-000310,2017-10-23,Chhattisgarh,Raipur,National Highway,NHAI,Linear,"National Highways Act, 1956",238.57,8,3655.21,Government-Wasteland,False,2016-08-18,2017-10-10,418,431,2,Social Impact Assessment (SIA),22.2,197,5,4,1,False,0.0,False,0,False,False,76.5,19.5,,Fully Digitized,21,0.0,True,1,7,Medium,Neutral,2,Insufficient,14.3,True,,,,3,Survey & Measurement,34.1,Medium,21.21516,81.39189,train,,,,True,True,,True
SNAP-000311-1,SIH26017-PRJ-000311,2023-10-27,Tamil Nadu,Madurai,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",967.57,20,4628.11,Agricultural,False,2022-06-23,2023-06-02,344,491,2,Social Impact Assessment (SIA),22.2,103,4,4,0,False,0.0,False,0,False,False,67.6,35.2,52.9,Not Digitized,71,0.0,True,1,14,Low,Opposing,1,Insufficient,18.4,False,41.4,52.0,76.0,3,Survey & Measurement,27.2,Low,9.77335,78.04878,train,,,,True,True,,True
SNAP-000312-1,SIH26017-PRJ-000312,2020-03-14,Chhattisgarh,Bastar,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1069.52,32,4996.34,Forest,True,2019-06-18,2020-11-19,520,270,3,Survey & Measurement,22.2,30,6,3,3,True,0.0,False,0,False,False,72.3,30.0,47.8,Partially Digitized,90,0.0,True,3,23,Medium,Neutral,2,Insufficient,16.8,False,14.5,25.0,75.0,3,Survey & Measurement,37.9,Medium,19.09969,82.26321,train,,,,True,True,32.0,True
SNAP-000312-2,SIH26017-PRJ-000312,2020-11-07,Chhattisgarh,Bastar,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1069.52,32,4996.34,Forest,True,2019-06-18,2020-11-19,520,508,5,Final Declaration (Sec 19),55.6,67,6,5,1,False,5.5,False,0,False,False,72.3,28.5,47.8,Partially Digitized,90,0.7,True,7,23,Medium,Neutral,2,Delayed,35.3,False,32.2,50.0,62.5,6,Award Declaration (Sec 23),35.2,Medium,19.09969,82.26321,train,,,,True,True,,True
SNAP-000313-1,SIH26017-PRJ-000313,2025-05-18,Odisha,Sundargarh,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",36.91,8,12504.11,Homestead-Residential,False,2024-01-22,2031-02-05,2571,482,2,Social Impact Assessment (SIA),11.1,36,4,2,1,True,0.0,False,0,False,False,74.2,23.7,,Fully Digitized,17,0.0,False,1,15,Low,Opposing,2,Delayed,13.3,True,102.2,58.3,83.3,2,Social Impact Assessment (SIA),22.1,Low,22.13616,84.04776,train,,,,False,True,268.0,True
SNAP-000314-1,SIH26017-PRJ-000314,2025-05-26,Odisha,Kalahandi,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",182.48,7,7663.41,Mixed,False,2024-09-18,2030-02-17,1978,250,2,Social Impact Assessment (SIA),11.1,70,5,3,2,True,0.0,False,0,False,False,69.5,23.6,,Fully Digitized,83,0.0,False,1,17,High,Neutral,2,Delayed,17.6,True,102.2,29.4,88.2,2,Social Impact Assessment (SIA),35.5,Medium,19.88918,83.23811,train,,,,False,,,False
SNAP-000314-2,SIH26017-PRJ-000314,2025-12-14,Odisha,Kalahandi,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",182.48,7,7663.41,Mixed,False,2024-09-18,2030-02-17,1978,452,2,Social Impact Assessment (SIA),11.1,70,5,4,1,True,0.0,False,0,False,False,69.3,24.6,,Fully Digitized,83,0.0,False,1,17,High,Neutral,1,Insufficient,18.7,True,108.7,30.0,90.0,2,Social Impact Assessment (SIA),22.7,Low,19.88918,83.23811,train,,,,False,,,False
SNAP-000315-1,SIH26017-PRJ-000315,2019-09-18,Rajasthan,Alwar,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",97.69,9,225.35,Agricultural,False,2017-07-03,2023-02-12,2050,807,4,Draft Declaration,33.3,493,3,3,0,False,0.0,False,0,False,False,63.1,33.9,,Partially Digitized,7,0.0,True,1,13,Medium,Neutral,0,Delayed,34.7,False,-5.0,75.0,50.0,4,Draft Declaration,41.1,Medium,27.34246,76.69836,train,False,Minor Delay (<=6mo),115.0,True,True,114.0,True
SNAP-000315-2,SIH26017-PRJ-000315,2021-09-04,Rajasthan,Alwar,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",97.69,9,225.35,Agricultural,False,2017-07-03,2023-02-12,2050,1524,6,Award Declaration (Sec 23),55.6,803,3,3,0,False,29.3,False,0,False,False,63.9,32.5,,Partially Digitized,7,18.9,True,1,13,Medium,Neutral,9,Delayed,58.3,False,53.3,81.2,50.0,6,Award Declaration (Sec 23),45.3,Medium,27.34246,76.69836,train,False,Minor Delay (<=6mo),115.0,True,True,311.0,True
SNAP-000316-1,SIH26017-PRJ-000316,2021-07-16,Karnataka,Belagavi,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2023.11,51,308.52,Forest,False,2020-03-20,2025-03-28,1834,483,5,Final Declaration (Sec 19),44.4,179,5,5,0,False,0.0,False,0,False,False,69.7,33.2,67.3,Partially Digitized,150,0.0,True,9,30,Low,Neutral,2,Insufficient,34.1,True,-0.5,40.0,70.0,5,Final Declaration (Sec 19),46.8,Medium,16.00973,74.71584,train,False,Minor Delay (<=6mo),86.0,True,True,178.0,True
SNAP-000316-2,SIH26017-PRJ-000316,2022-09-18,Karnataka,Belagavi,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2023.11,51,308.52,Forest,False,2020-03-20,2025-03-28,1834,912,6,Award Declaration (Sec 23),55.6,357,5,5,0,False,25.6,False,0,False,False,69.5,33.2,67.3,Partially Digitized,150,19.5,True,15,30,Low,Neutral,5,Insufficient,50.2,True,6.6,50.0,77.8,6,Award Declaration (Sec 23),45.3,Medium,16.00973,74.71584,train,False,Minor Delay (<=6mo),86.0,True,True,434.0,True
SNAP-000316-3,SIH26017-PRJ-000316,2023-12-12,Karnataka,Belagavi,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2023.11,51,308.52,Forest,False,2020-03-20,2025-03-28,1834,1362,7,Compensation Disbursement,66.7,791,5,5,0,False,38.6,False,0,False,False,69.0,33.2,67.3,Partially Digitized,150,33.8,True,17,30,Low,Neutral,10,Insufficient,60.1,True,22.2,51.9,74.1,7,Compensation Disbursement,44.8,Medium,16.00973,74.71584,train,False,Minor Delay (<=6mo),86.0,True,True,156.0,True
SNAP-000317-1,SIH26017-PRJ-000317,2016-08-06,Madhya Pradesh,Jabalpur,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",72.37,5,10106.18,Agricultural,False,2015-09-24,2018-07-06,1016,317,4,Draft Declaration,33.3,-9,4,3,1,True,0.0,False,0,False,False,76.8,18.4,,Fully Digitized,24,0.0,True,1,5,Low,Supportive,1,Adequate,36.3,True,,0.0,100.0,4,Draft Declaration,7.5,Low,23.02661,79.79469,test,False,On-Time,17.0,True,True,44.0,True
SNAP-000317-2,SIH26017-PRJ-000317,2017-03-17,Madhya Pradesh,Jabalpur,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",72.37,5,10106.18,Agricultural,False,2015-09-24,2018-07-06,1016,540,6,Award Declaration (Sec 23),55.6,63,4,4,0,False,19.0,False,0,False,False,79.1,18.5,,Fully Digitized,24,9.5,True,1,5,Low,Supportive,3,Adequate,54.4,True,-34.0,0.0,100.0,6,Award Declaration (Sec 23),12.0,Low,23.02661,79.79469,test,False,On-Time,17.0,True,False,8.0,True
SNAP-000317-3,SIH26017-PRJ-000317,2018-01-10,Madhya Pradesh,Jabalpur,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",72.37,5,10106.18,Agricultural,False,2015-09-24,2018-07-06,1016,839,8,Possession,77.8,73,4,4,0,False,76.6,False,0,False,False,77.1,19.6,,Fully Digitized,24,45.3,True,1,5,Low,Supportive,4,Adequate,78.2,True,-16.3,50.0,50.0,8,Possession,18.0,Low,23.02661,79.79469,test,False,On-Time,17.0,True,True,87.0,True
SNAP-000318-1,SIH26017-PRJ-000318,2025-07-03,Gujarat,Rajkot,National Highway,NHAI,Linear,"National Highways Act, 1956",131.2,2,3557.11,Government-Wasteland,False,2023-06-24,2026-12-23,1278,740,6,Award Declaration (Sec 23),55.6,336,5,5,0,False,10.3,False,0,False,False,73.0,28.9,,Partially Digitized,8,3.6,True,1,8,Medium,Opposing,4,Delayed,50.8,True,106.9,65.6,67.2,6,Award Declaration (Sec 23),39.0,Medium,22.36049,70.77961,train,,,,False,True,85.0,True
SNAP-000319-1,SIH26017-PRJ-000319,2019-10-07,Rajasthan,Udaipur,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2785.51,60,2591.94,Agricultural,False,2019-02-24,2029-01-01,3599,225,2,Social Impact Assessment (SIA),11.1,81,4,3,1,True,0.0,False,0,False,False,64.5,36.6,41.4,Partially Digitized,229,0.0,False,4,44,Medium,Opposing,2,Insufficient,12.6,True,-5.0,25.0,75.0,2,Social Impact Assessment (SIA),36.6,Medium,24.54305,73.619,train,,,,False,True,210.0,True
SNAP-000320-1,SIH26017-PRJ-000320,2020-06-22,Gujarat,Ahmedabad,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",349.28,15,5579.83,Homestead-Residential,False,2019-06-16,2029-04-03,3579,372,2,Social Impact Assessment (SIA),11.1,29,5,4,1,True,0.0,False,0,False,False,53.3,49.5,,Fully Digitized,166,0.0,False,3,13,Medium,Neutral,1,Insufficient,12.8,True,87.5,60.0,40.0,2,Social Impact Assessment (SIA),34.2,Medium,23.35865,72.74868,train,,,,False,True,178.0,True
SNAP-000321-1,SIH26017-PRJ-000321,2026-01-09,Assam,Dibrugarh,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",982.1,23,8471.68,Agricultural,False,2022-05-04,2031-08-03,3378,1346,5,Final Declaration (Sec 19),44.4,660,5,4,0,False,5.8,False,1,False,True,67.9,38.0,,Partially Digitized,71,0.8,True,5,22,Medium,Opposing,4,Insufficient,45.0,False,82.9,30.0,90.0,5,Final Declaration (Sec 19),49.6,Medium,27.31829,94.92516,validation,,,,False,True,363.0,True
SNAP-000322-1,SIH26017-PRJ-000322,2021-06-01,Karnataka,Ballari,National Highway,NHAI,Linear,"National Highways Act, 1956",168.49,10,1765.17,Agricultural,False,2021-03-26,2023-08-05,862,67,2,Social Impact Assessment (SIA),11.1,-21,5,0,3,True,0.0,False,0,False,False,52.0,55.9,,Partially Digitized,16,0.0,False,0,12,Medium,Neutral,0,Insufficient,7.6,False,-6.2,65.0,60.0,2,Social Impact Assessment (SIA),28.4,Low,15.09998,76.96717,validation,False,On-Time,0.0,True,False,-12.0,True
SNAP-000323-1,SIH26017-PRJ-000323,2020-02-03,Rajasthan,Udaipur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",127.65,2,1349.13,Homestead-Residential,False,2019-02-28,2022-01-28,1065,340,2,Social Impact Assessment (SIA),11.1,41,5,2,2,True,0.0,False,0,False,False,65.6,40.4,,Not Digitized,66,0.0,False,1,10,Low,Opposing,4,Insufficient,17.1,False,26.5,46.2,69.2,2,Social Impact Assessment (SIA),37.3,Medium,24.66835,73.88166,train,,,,True,True,376.0,True
SNAP-000323-2,SIH26017-PRJ-000323,2021-01-20,Rajasthan,Udaipur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",127.65,2,1349.13,Homestead-Residential,False,2019-02-28,2022-01-28,1065,692,3,Survey & Measurement,22.2,417,5,3,1,True,0.0,False,0,False,False,68.4,41.8,,Not Digitized,66,0.0,True,2,10,Low,Opposing,3,Insufficient,25.3,False,26.5,52.9,58.8,3,Survey & Measurement,36.4,Medium,24.66835,73.88166,train,,,,True,True,77.0,True
SNAP-000323-3,SIH26017-PRJ-000323,2022-01-06,Rajasthan,Udaipur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",127.65,2,1349.13,Homestead-Residential,False,2019-02-28,2022-01-28,1065,1043,5,Final Declaration (Sec 19),55.6,628,5,3,1,True,7.2,False,0,False,False,69.8,41.3,,Not Digitized,66,0.9,True,5,10,Low,Opposing,2,Delayed,49.6,False,53.3,63.6,50.0,6,Award Declaration (Sec 23),43.5,Medium,24.66835,73.88166,train,,,,True,True,,True
SNAP-000324-1,SIH26017-PRJ-000324,2023-04-03,West Bengal,Purba Bardhaman,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",452.41,24,4060.79,Forest,False,2021-10-14,2025-07-10,1365,536,4,Draft Declaration,33.3,179,6,6,0,False,0.0,False,1,True,False,91.3,7.0,,Fully Digitized,34,0.0,True,2,24,Medium,Opposing,2,Delayed,31.6,True,48.5,45.5,72.7,4,Draft Declaration,36.7,Medium,23.52548,87.84818,train,,,,True,True,73.0,True
SNAP-000324-2,SIH26017-PRJ-000324,2024-08-13,West Bengal,Purba Bardhaman,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",452.41,24,4060.79,Forest,False,2021-10-14,2025-07-10,1365,1034,6,Award Declaration (Sec 23),55.6,442,6,6,0,False,25.7,False,2,True,True,89.9,7.0,,Fully Digitized,34,21.7,True,3,24,Medium,Opposing,5,Insufficient,53.5,True,54.8,50.0,68.8,6,Award Declaration (Sec 23),60.1,High,23.52548,87.84818,train,,,,True,True,355.0,True
SNAP-000325-1,SIH26017-PRJ-000325,2026-05-11,Bihar,Gaya,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1605.49,39,2567.67,Agricultural,False,2024-09-11,2028-08-25,1444,607,6,Award Declaration (Sec 23),55.6,215,4,4,0,False,8.3,False,1,False,True,76.8,21.3,64.2,Fully Digitized,104,5.2,True,5,28,Low,Opposing,2,Delayed,42.2,True,25.1,60.5,74.4,6,Award Declaration (Sec 23),44.6,Medium,24.82294,84.81602,train,,,,False,,,False
SNAP-000326-1,SIH26017-PRJ-000326,2019-12-13,Gujarat,Vadodara,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",603.42,21,18085.06,Government-Wasteland,False,2017-11-17,2023-01-19,1889,756,6,Award Declaration (Sec 23),55.6,301,4,4,0,False,9.1,False,0,False,False,59.6,39.6,48.9,Fully Digitized,47,3.8,True,3,23,Low,Opposing,4,Delayed,46.5,True,129.0,0.0,100.0,6,Award Declaration (Sec 23),39.6,Medium,22.52388,73.01175,train,True,Major Delay (6-18mo),261.0,True,True,38.0,True
SNAP-000326-2,SIH26017-PRJ-000326,2022-02-21,Gujarat,Vadodara,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",603.42,21,18085.06,Government-Wasteland,False,2017-11-17,2023-01-19,1889,1557,8,Possession,77.8,783,4,4,0,False,50.1,False,0,False,False,62.3,39.2,48.9,Fully Digitized,47,43.7,True,6,23,Low,Opposing,10,Delayed,67.3,True,69.0,33.3,100.0,8,Possession,42.3,Medium,22.52388,73.01175,train,True,Major Delay (6-18mo),261.0,True,True,204.0,True
SNAP-000327-1,SIH26017-PRJ-000327,2024-07-21,Uttar Pradesh,Agra,National Highway,NHAI,Linear,"National Highways Act, 1956",288.05,9,1731.23,Agricultural,True,2023-10-05,2025-12-21,808,290,3,Survey & Measurement,22.2,114,6,6,0,False,0.0,True,1,False,False,77.6,16.2,,Partially Digitized,26,0.0,True,0,12,Medium,Neutral,1,Delayed,19.0,False,40.1,64.2,67.9,3,Survey & Measurement,31.2,Medium,27.25313,77.92126,test,False,On-Time,-13.0,True,False,28.0,True
SNAP-000327-2,SIH26017-PRJ-000327,2025-02-18,Uttar Pradesh,Agra,National Highway,NHAI,Linear,"National Highways Act, 1956",288.05,9,1731.23,Agricultural,True,2023-10-05,2025-12-21,808,502,6,Award Declaration (Sec 23),55.6,102,6,6,0,False,16.2,True,2,False,True,74.1,16.6,,Partially Digitized,26,6.7,True,1,12,Medium,Neutral,1,Adequate,56.0,False,36.4,63.8,69.0,6,Award Declaration (Sec 23),23.9,Low,27.25313,77.92126,test,False,On-Time,-13.0,True,False,-36.0,True
SNAP-000328-1,SIH26017-PRJ-000328,2021-05-03,Tamil Nadu,Coimbatore,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",59.68,3,1692.1,Agricultural,False,2019-04-19,2026-08-06,2666,745,5,Final Declaration (Sec 19),44.4,255,5,4,0,False,6.7,False,1,False,True,68.6,28.2,,Fully Digitized,3,1.3,True,0,7,Low,Opposing,7,Delayed,46.1,True,19.0,73.1,38.5,5,Final Declaration (Sec 19),28.7,Low,11.08252,76.8848,train,,,,False,True,205.0,True
SNAP-000328-2,SIH26017-PRJ-000328,2023-03-12,Tamil Nadu,Coimbatore,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",59.68,3,1692.1,Agricultural,False,2019-04-19,2026-08-06,2666,1423,7,Compensation Disbursement,66.7,741,5,4,0,False,51.0,False,0,False,False,69.1,27.3,,Fully Digitized,3,53.6,True,1,7,Low,Opposing,4,Delayed,60.5,True,37.0,72.7,45.5,7,Compensation Disbursement,28.7,Low,11.08252,76.8848,train,,,,False,True,894.0,True
SNAP-000328-3,SIH26017-PRJ-000328,2024-07-16,Tamil Nadu,Coimbatore,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",59.68,3,1692.1,Agricultural,False,2019-04-19,2026-08-06,2666,1915,7,Compensation Disbursement,66.7,741,5,4,0,False,50.8,False,0,False,False,71.6,27.2,,Fully Digitized,3,59.5,True,1,7,Low,Opposing,8,Delayed,68.4,True,36.3,75.6,51.2,7,Compensation Disbursement,25.4,Low,11.08252,76.8848,train,,,,False,True,894.0,True
SNAP-000329-1,SIH26017-PRJ-000329,2022-08-31,West Bengal,Kolkata,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2372.76,69,1222.47,Forest,False,2020-05-30,2029-07-31,3349,823,5,Final Declaration (Sec 19),44.4,396,5,5,0,False,7.1,False,0,False,False,58.6,35.3,33.8,Partially Digitized,855,0.6,True,73,42,Low,Opposing,2,Delayed,29.9,False,48.5,14.3,85.7,5,Final Declaration (Sec 19),40.4,Medium,22.54505,88.15945,train,,,,False,True,534.0,True
SNAP-000329-2,SIH26017-PRJ-000329,2024-04-25,West Bengal,Kolkata,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2372.76,69,1222.47,Forest,False,2020-05-30,2029-07-31,3349,1426,6,Award Declaration (Sec 23),55.6,930,5,5,0,False,21.1,False,1,True,True,58.8,35.0,33.8,Partially Digitized,855,9.5,True,84,42,Low,Opposing,1,Insufficient,31.3,False,57.8,33.3,75.0,6,Award Declaration (Sec 23),63.4,High,22.54505,88.15945,train,,,,False,True,205.0,True
SNAP-000330-1,SIH26017-PRJ-000330,2022-07-16,Chhattisgarh,Bastar,National Highway,NHAI,Linear,"National Highways Act, 1956",31.9,4,5183.86,Agricultural,False,2020-03-26,2025-10-30,2044,842,5,Final Declaration (Sec 19),55.6,463,5,5,0,False,5.6,False,0,False,False,64.3,30.8,,Partially Digitized,2,0.9,True,0,12,Low,Neutral,0,Insufficient,49.3,False,50.4,60.7,60.7,6,Award Declaration (Sec 23),36.9,Medium,18.8154,82.05766,train,True,Major Delay (6-18mo),199.0,True,True,143.0,True
SNAP-000330-2,SIH26017-PRJ-000330,2024-03-20,Chhattisgarh,Bastar,National Highway,NHAI,Linear,"National Highways Act, 1956",31.9,4,5183.86,Agricultural,False,2020-03-26,2025-10-30,2044,1455,7,Compensation Disbursement,66.7,606,5,5,0,False,38.5,False,0,False,False,61.4,31.5,,Partially Digitized,2,37.6,True,0,12,Low,Neutral,3,Delayed,71.1,False,60.5,64.4,64.4,7,Compensation Disbursement,33.3,Medium,18.8154,82.05766,train,True,Major Delay (6-18mo),199.0,True,True,545.0,True
SNAP-000331-1,SIH26017-PRJ-000331,2018-01-16,Odisha,Sundargarh,National Highway,NHAI,Linear,"National Highways Act, 1956",340.64,10,3014.82,Agricultural,True,2015-07-05,2022-06-05,2527,926,5,Final Declaration (Sec 19),44.4,545,5,5,0,False,6.5,False,0,False,False,48.9,47.9,,Partially Digitized,34,1.0,True,2,15,Medium,Opposing,10,Insufficient,44.4,True,,50.0,50.0,5,Final Declaration (Sec 19),48.6,Medium,21.90443,84.04425,train,False,Minor Delay (<=6mo),173.0,True,True,200.0,True
SNAP-000331-2,SIH26017-PRJ-000331,2020-06-17,Odisha,Sundargarh,National Highway,NHAI,Linear,"National Highways Act, 1956",340.64,10,3014.82,Agricultural,True,2015-07-05,2022-06-05,2527,1809,7,Compensation Disbursement,66.7,1063,5,5,0,False,43.7,False,0,False,False,49.1,47.8,,Partially Digitized,34,37.8,True,4,15,Medium,Opposing,6,Insufficient,61.7,True,32.0,66.7,58.3,7,Compensation Disbursement,43.4,Medium,21.90443,84.04425,train,False,Minor Delay (<=6mo),173.0,True,True,276.0,True
SNAP-000332-1,SIH26017-PRJ-000332,2023-06-15,West Bengal,Purba Bardhaman,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",74.92,7,277.2,Agricultural,False,2022-10-09,2025-04-30,934,249,2,Social Impact Assessment (SIA),11.1,61,3,3,0,False,0.0,False,0,False,False,64.4,34.3,,Not Digitized,10,0.0,False,0,14,Low,Neutral,0,Delayed,15.0,False,45.9,70.6,52.9,2,Social Impact Assessment (SIA),10.6,Low,23.06657,87.99005,test,False,On-Time,22.0,True,True,61.0,True
SNAP-000332-2,SIH26017-PRJ-000332,2024-01-08,West Bengal,Purba Bardhaman,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",74.92,7,277.2,Agricultural,False,2022-10-09,2025-04-30,934,456,3,Survey & Measurement,22.2,122,3,3,0,False,0.0,False,0,False,False,67.5,33.7,,Not Digitized,10,0.0,True,0,14,Low,Neutral,4,Delayed,23.9,False,57.9,70.3,56.8,3,Survey & Measurement,30.7,Medium,23.06657,87.99005,test,False,On-Time,22.0,True,True,127.0,True
SNAP-000332-3,SIH26017-PRJ-000332,2024-09-14,West Bengal,Purba Bardhaman,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",74.92,7,277.2,Agricultural,False,2022-10-09,2025-04-30,934,706,6,Award Declaration (Sec 23),55.6,293,3,3,0,False,21.0,False,1,False,False,68.3,31.9,,Not Digitized,10,16.0,True,0,14,Low,Neutral,4,Insufficient,50.4,False,54.8,66.7,59.0,6,Award Declaration (Sec 23),40.7,Medium,23.06657,87.99005,test,False,On-Time,22.0,True,False,-25.0,True
SNAP-000333-1,SIH26017-PRJ-000333,2019-07-28,Odisha,Kalahandi,National Highway,NHAI,Linear,"National Highways Act, 1956",361.84,13,3210.37,Forest,False,2018-05-01,2019-03-19,322,453,2,Social Impact Assessment (SIA),22.2,82,6,5,1,True,0.0,False,0,False,False,87.0,11.7,,Not Digitized,29,0.0,True,1,12,Medium,Opposing,4,Insufficient,15.4,False,32.0,66.7,55.6,3,Survey & Measurement,25.9,Low,19.98217,83.30612,train,,,,True,True,,True
SNAP-000334-1,SIH26017-PRJ-000334,2022-12-22,Bihar,Patna,National Highway,NHAI,Linear,"National Highways Act, 1956",354.15,8,3960.18,Forest,False,2022-06-25,2023-04-10,289,180,3,Survey & Measurement,22.2,-36,6,3,3,True,0.0,False,0,False,False,72.7,26.7,,Partially Digitized,30,0.0,True,0,5,Low,Neutral,1,Delayed,24.8,True,36.1,68.6,62.9,3,Survey & Measurement,15.6,Low,25.58058,85.0803,validation,,,,True,False,25.0,True
