project_id,stage_id,stage_name,planned_start_date,planned_end_date,actual_start_date,actual_end_date,status,percent_complete,delay_days,stage_owner_department
SIH26017-PRJ-000362,9,Mutation & Handover,2023-01-12,2023-03-01,2023-01-12,2023-05-25,Completed,100.0,85.0,LA Branch
SIH26017-PRJ-000363,1,Preliminary Notification (Sec 11),2018-03-23,2018-05-21,2018-03-23,2018-05-24,Completed,100.0,3.0,LA Branch
SIH26017-PRJ-000363,2,Social Impact Assessment (SIA),2018-05-27,2018-09-11,2018-05-27,2018-09-22,Completed,100.0,11.0,District Collectorate
SIH26017-PRJ-000363,3,Survey & Measurement,2018-09-25,2018-12-22,2018-09-25,2019-03-09,Completed,100.0,77.0,LA Branch
SIH26017-PRJ-000363,4,Draft Declaration,2019-03-14,2019-05-16,2019-03-14,2019-06-08,Completed,100.0,23.0,Revenue Dept
SIH26017-PRJ-000363,5,Final Declaration (Sec 19),2019-06-12,2019-09-14,2019-06-12,2019-08-31,Completed,100.0,-14.0,District Collectorate
SIH26017-PRJ-000363,6,Award Declaration (Sec 23),2019-09-03,2019-12-16,2019-09-03,2019-10-26,Completed,100.0,-51.0,Implementing Agency
SIH26017-PRJ-000363,7,Compensation Disbursement,2019-10-30,2020-04-10,2019-10-30,2020-06-19,Completed,100.0,70.0,District Collectorate
SIH26017-PRJ-000363,8,Possession,2020-06-23,2020-09-23,2020-06-23,2021-02-19,Completed,100.0,149.0,District Collectorate
SIH26017-PRJ-000363,9,Mutation & Handover,2021-02-21,2021-05-02,2021-02-21,2021-07-06,Completed,100.0,65.0,District Collectorate
SIH26017-PRJ-000364,1,Preliminary Notification (Sec 11),2016-11-25,2017-01-19,2016-11-25,2017-04-25,Completed,100.0,96.0,Revenue Dept
SIH26017-PRJ-000364,2,Social Impact Assessment (SIA),2017-05-01,2017-09-28,2017-05-01,2018-10-09,Completed,100.0,376.0,Implementing Agency
SIH26017-PRJ-000364,3,Survey & Measurement,2018-10-14,2019-01-02,2018-10-14,2019-11-07,Completed,100.0,309.0,LA Branch
SIH26017-PRJ-000364,4,Draft Declaration,2019-11-08,2020-01-04,2019-11-08,2020-10-08,Completed,100.0,278.0,Revenue Dept
SIH26017-PRJ-000364,5,Final Declaration (Sec 19),2020-10-14,2021-01-10,2020-10-14,2022-09-13,Completed,100.0,611.0,LA Branch
SIH26017-PRJ-000364,6,Award Declaration (Sec 23),2022-09-16,2022-12-29,2022-09-16,2024-06-07,Completed,100.0,526.0,Implementing Agency
SIH26017-PRJ-000364,7,Compensation Disbursement,2024-06-11,2024-11-08,2024-06-11,2026-05-29,Completed,100.0,567.0,LA Branch
SIH26017-PRJ-000364,8,Possession,2026-06-02,2026-08-23,2026-06-02,,In Progress,90.2,,District Collectorate
SIH26017-PRJ-000364,9,Mutation & Handover,2027-01-09,2027-03-23,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000365,1,Preliminary Notification (Sec 11),2021-03-28,2021-06-04,2021-03-28,2021-06-19,Completed,100.0,15.0,Implementing Agency
SIH26017-PRJ-000365,2,Social Impact Assessment (SIA),2021-06-22,2021-10-08,2021-06-22,2021-10-29,Completed,100.0,21.0,District Collectorate
SIH26017-PRJ-000365,3,Survey & Measurement,2021-11-04,2022-01-31,2021-11-04,2022-01-02,Completed,100.0,-29.0,District Collectorate
SIH26017-PRJ-000365,4,Draft Declaration,2022-01-07,2022-03-08,2022-01-07,2022-04-22,Completed,100.0,45.0,District Collectorate
SIH26017-PRJ-000365,5,Final Declaration (Sec 19),2022-04-24,2022-07-11,2022-04-24,2022-08-24,Completed,100.0,44.0,District Collectorate
SIH26017-PRJ-000365,6,Award Declaration (Sec 23),2022-08-27,2022-11-28,2022-08-27,2023-04-30,Completed,100.0,153.0,District Collectorate
SIH26017-PRJ-000365,7,Compensation Disbursement,2023-05-02,2023-10-01,2023-05-02,2023-09-17,Completed,100.0,-14.0,District Collectorate
SIH26017-PRJ-000365,8,Possession,2023-09-22,2023-11-27,2023-09-22,2023-11-24,Completed,100.0,-3.0,LA Branch
SIH26017-PRJ-000365,9,Mutation & Handover,2023-11-28,2024-01-21,2023-11-28,2024-01-17,Completed,100.0,-4.0,LA Branch
SIH26017-PRJ-000366,1,Preliminary Notification (Sec 11),2017-11-29,2018-02-01,2017-11-29,2018-04-03,Completed,100.0,61.0,District Collectorate
SIH26017-PRJ-000366,2,Social Impact Assessment (SIA),2018-04-09,2018-08-03,2018-04-09,2018-08-07,Completed,100.0,4.0,District Collectorate
SIH26017-PRJ-000366,3,Survey & Measurement,2018-08-09,2018-11-11,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000366,4,Draft Declaration,2018-08-09,2018-10-12,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000366,5,Final Declaration (Sec 19),2018-08-09,2018-11-02,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000366,6,Award Declaration (Sec 23),2018-08-09,2018-11-18,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000366,7,Compensation Disbursement,2018-08-09,2019-01-04,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000366,8,Possession,2018-08-09,2018-10-31,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000366,9,Mutation & Handover,2018-08-09,2018-10-03,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000367,1,Preliminary Notification (Sec 11),2022-01-25,2022-03-28,2022-01-25,2022-09-17,Completed,100.0,173.0,District Collectorate
SIH26017-PRJ-000367,2,Social Impact Assessment (SIA),2022-09-21,2023-01-29,2022-09-21,2023-02-09,Completed,100.0,11.0,LA Branch
SIH26017-PRJ-000367,3,Survey & Measurement,2023-02-14,2023-05-05,2023-02-14,2023-08-05,Completed,100.0,92.0,LA Branch
SIH26017-PRJ-000367,4,Draft Declaration,2023-08-08,2023-10-12,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000367,5,Final Declaration (Sec 19),2023-08-08,2023-11-03,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000367,6,Award Declaration (Sec 23),2023-08-08,2023-11-23,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000367,7,Compensation Disbursement,2023-08-08,2024-01-24,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000367,8,Possession,2023-08-08,2023-11-01,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000367,9,Mutation & Handover,2023-08-08,2023-10-11,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000368,1,Preliminary Notification (Sec 11),2015-11-22,2016-01-15,2015-11-22,2016-01-18,Completed,100.0,3.0,LA Branch
SIH26017-PRJ-000368,2,Social Impact Assessment (SIA),2016-01-22,2016-05-05,2016-01-22,2016-08-14,Completed,100.0,101.0,District Collectorate
SIH26017-PRJ-000368,3,Survey & Measurement,2016-08-20,2016-10-29,2016-08-20,2016-11-28,Completed,100.0,30.0,LA Branch
SIH26017-PRJ-000368,4,Draft Declaration,2016-12-02,2017-01-19,2016-12-02,2017-03-08,Completed,100.0,48.0,Revenue Dept
SIH26017-PRJ-000368,5,Final Declaration (Sec 19),2017-03-09,2017-05-15,2017-03-09,2017-07-08,Completed,100.0,54.0,LA Branch
SIH26017-PRJ-000368,6,Award Declaration (Sec 23),2017-07-10,2017-10-14,2017-07-10,2017-11-13,Completed,100.0,30.0,District Collectorate
SIH26017-PRJ-000368,7,Compensation Disbursement,2017-11-15,2018-04-09,2017-11-15,2018-04-10,Completed,100.0,1.0,LA Branch
SIH26017-PRJ-000368,8,Possession,2018-04-15,2018-06-26,2018-04-15,2018-06-24,Completed,100.0,-2.0,Revenue Dept
SIH26017-PRJ-000368,9,Mutation & Handover,2018-07-01,2018-08-27,2018-07-01,2018-09-12,Completed,100.0,16.0,District Collectorate
SIH26017-PRJ-000369,1,Preliminary Notification (Sec 11),2016-03-04,2016-05-03,2016-03-04,2016-06-11,Completed,100.0,39.0,Revenue Dept
SIH26017-PRJ-000369,2,Social Impact Assessment (SIA),2016-06-12,2016-10-05,2016-06-12,2016-11-22,Completed,100.0,48.0,District Collectorate
SIH26017-PRJ-000369,3,Survey & Measurement,2016-11-24,2017-02-08,2016-11-24,2017-03-31,Completed,100.0,51.0,District Collectorate
SIH26017-PRJ-000369,4,Draft Declaration,2017-04-05,2017-06-03,2017-04-05,2017-07-09,Completed,100.0,36.0,LA Branch
SIH26017-PRJ-000369,5,Final Declaration (Sec 19),2017-07-12,2017-10-03,2017-07-12,2017-11-07,Completed,100.0,35.0,Revenue Dept
SIH26017-PRJ-000369,6,Award Declaration (Sec 23),2017-11-13,2018-03-01,2017-11-13,2018-06-22,Completed,100.0,113.0,District Collectorate
SIH26017-PRJ-000369,7,Compensation Disbursement,2018-06-28,2018-11-18,2018-06-28,2018-12-25,Completed,100.0,37.0,Revenue Dept
SIH26017-PRJ-000369,8,Possession,2018-12-29,2019-03-23,2018-12-29,2019-05-20,Completed,100.0,58.0,Implementing Agency
SIH26017-PRJ-000369,9,Mutation & Handover,2019-05-24,2019-07-22,2019-05-24,2019-07-17,Completed,100.0,-5.0,District Collectorate
SIH26017-PRJ-000370,1,Preliminary Notification (Sec 11),2015-02-23,2015-04-11,2015-02-23,2015-05-18,Completed,100.0,37.0,Revenue Dept
SIH26017-PRJ-000370,2,Social Impact Assessment (SIA),2015-05-23,2015-09-20,2015-05-23,2015-10-16,Completed,100.0,26.0,LA Branch
SIH26017-PRJ-000370,3,Survey & Measurement,2015-10-19,2016-01-03,2015-10-19,2016-01-08,Completed,100.0,5.0,Revenue Dept
SIH26017-PRJ-000370,4,Draft Declaration,2016-01-16,2016-03-15,2016-01-16,2016-04-02,Completed,100.0,18.0,District Collectorate
SIH26017-PRJ-000370,5,Final Declaration (Sec 19),2016-04-09,2016-07-08,2016-04-09,2016-10-19,Completed,100.0,103.0,District Collectorate
SIH26017-PRJ-000370,6,Award Declaration (Sec 23),2016-10-26,2017-02-07,2016-10-26,2017-07-12,Completed,100.0,155.0,Revenue Dept
SIH26017-PRJ-000370,7,Compensation Disbursement,2017-07-15,2017-12-27,2017-07-15,2019-01-24,Completed,100.0,393.0,District Collectorate
SIH26017-PRJ-000370,8,Possession,2019-01-25,2019-04-09,2019-01-25,2019-09-14,Completed,100.0,158.0,District Collectorate
SIH26017-PRJ-000370,9,Mutation & Handover,2019-09-15,2019-11-11,2019-09-15,2020-07-10,Completed,100.0,242.0,District Collectorate
SIH26017-PRJ-000371,1,Preliminary Notification (Sec 11),2020-02-24,2020-05-07,2020-02-24,2020-05-14,Completed,100.0,7.0,District Collectorate
SIH26017-PRJ-000371,2,Social Impact Assessment (SIA),2020-05-19,2020-09-22,2020-05-19,2020-10-09,Completed,100.0,17.0,District Collectorate
SIH26017-PRJ-000371,3,Survey & Measurement,2020-10-10,2021-01-06,2020-10-10,2021-06-30,Completed,100.0,175.0,Revenue Dept
SIH26017-PRJ-000371,4,Draft Declaration,2021-07-02,2021-09-07,2021-07-02,2022-01-07,Completed,100.0,122.0,Implementing Agency
SIH26017-PRJ-000371,5,Final Declaration (Sec 19),2022-01-09,2022-04-07,2022-01-09,2022-10-02,Completed,100.0,178.0,Revenue Dept
SIH26017-PRJ-000371,6,Award Declaration (Sec 23),2022-10-07,2023-01-22,2022-10-07,2024-01-12,Completed,100.0,355.0,Revenue Dept
SIH26017-PRJ-000371,7,Compensation Disbursement,2024-01-15,2024-05-29,2024-01-15,2024-10-20,Completed,100.0,144.0,District Collectorate
SIH26017-PRJ-000371,8,Possession,2024-10-22,2025-01-14,2024-10-22,2025-04-05,Completed,100.0,81.0,LA Branch
SIH26017-PRJ-000371,9,Mutation & Handover,2025-04-10,2025-06-12,2025-04-10,2025-09-26,Completed,100.0,106.0,LA Branch
SIH26017-PRJ-000372,1,Preliminary Notification (Sec 11),2024-01-21,2024-03-10,2024-01-21,2024-03-11,Completed,100.0,1.0,District Collectorate
SIH26017-PRJ-000372,2,Social Impact Assessment (SIA),2024-03-13,2024-07-09,2024-03-13,2025-07-25,Completed,100.0,381.0,Implementing Agency
SIH26017-PRJ-000372,3,Survey & Measurement,2025-07-28,2025-10-16,2025-07-28,2026-04-18,Completed,100.0,184.0,Implementing Agency
SIH26017-PRJ-000372,4,Draft Declaration,2026-04-22,2026-06-13,2026-04-22,,In Progress,100.0,,Revenue Dept
SIH26017-PRJ-000372,5,Final Declaration (Sec 19),2026-12-30,2027-03-18,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000372,6,Award Declaration (Sec 23),2028-07-10,2028-10-08,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000372,7,Compensation Disbursement,2029-02-09,2029-07-04,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000372,8,Possession,2030-01-08,2030-04-03,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000372,9,Mutation & Handover,2030-09-28,2030-11-14,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000373,1,Preliminary Notification (Sec 11),2017-09-16,2017-11-06,2017-09-16,2017-11-06,Completed,100.0,0.0,Revenue Dept
SIH26017-PRJ-000373,2,Social Impact Assessment (SIA),2017-11-11,2018-02-23,2017-11-11,2018-04-03,Completed,100.0,39.0,Implementing Agency
SIH26017-PRJ-000373,3,Survey & Measurement,2018-04-12,2018-06-28,2018-04-12,2018-07-17,Completed,100.0,19.0,District Collectorate
SIH26017-PRJ-000373,4,Draft Declaration,2018-07-20,2018-09-09,2018-07-20,2018-09-01,Completed,100.0,-8.0,District Collectorate
SIH26017-PRJ-000373,5,Final Declaration (Sec 19),2018-09-05,2018-11-11,2018-09-05,2018-11-04,Completed,100.0,-7.0,Revenue Dept
SIH26017-PRJ-000373,6,Award Declaration (Sec 23),2018-11-11,2019-02-08,2018-11-11,2019-01-24,Completed,100.0,-15.0,District Collectorate
SIH26017-PRJ-000373,7,Compensation Disbursement,2019-01-30,2019-06-17,2019-01-30,2019-06-09,Completed,100.0,-8.0,LA Branch
SIH26017-PRJ-000373,8,Possession,2019-06-13,2019-08-23,2019-06-13,2019-09-25,Completed,100.0,33.0,Revenue Dept
SIH26017-PRJ-000373,9,Mutation & Handover,2019-10-02,2019-11-26,2019-10-02,2019-11-26,Completed,100.0,0.0,District Collectorate
SIH26017-PRJ-000374,1,Preliminary Notification (Sec 11),2019-02-03,2019-03-25,2019-02-03,2019-04-17,Completed,100.0,23.0,LA Branch
SIH26017-PRJ-000374,2,Social Impact Assessment (SIA),2019-04-19,2019-08-20,2019-04-19,2019-10-31,Completed,100.0,72.0,District Collectorate
SIH26017-PRJ-000374,3,Survey & Measurement,2019-11-09,2020-01-24,2019-11-09,2020-02-26,Completed,100.0,33.0,Revenue Dept
SIH26017-PRJ-000374,4,Draft Declaration,2020-02-29,2020-05-09,2020-02-29,2020-06-30,Completed,100.0,52.0,District Collectorate
SIH26017-PRJ-000374,5,Final Declaration (Sec 19),2020-07-04,2020-10-03,2020-07-04,2021-03-22,Completed,100.0,170.0,Revenue Dept
SIH26017-PRJ-000374,6,Award Declaration (Sec 23),2021-03-23,2021-07-04,2021-03-23,2022-01-12,Completed,100.0,192.0,Revenue Dept
SIH26017-PRJ-000374,7,Compensation Disbursement,2022-01-17,2022-06-23,2022-01-17,2022-08-19,Completed,100.0,57.0,District Collectorate
SIH26017-PRJ-000374,8,Possession,2022-08-24,2022-11-23,2022-08-24,2023-01-29,Completed,100.0,67.0,District Collectorate
SIH26017-PRJ-000374,9,Mutation & Handover,2023-02-02,2023-04-10,2023-02-02,2023-03-19,Completed,100.0,-22.0,District Collectorate
SIH26017-PRJ-000375,1,Preliminary Notification (Sec 11),2017-10-10,2017-11-21,2017-10-10,2017-12-28,Completed,100.0,37.0,LA Branch
SIH26017-PRJ-000375,2,Social Impact Assessment (SIA),2018-01-01,2018-04-29,2018-01-01,2018-07-30,Completed,100.0,92.0,District Collectorate
SIH26017-PRJ-000375,3,Survey & Measurement,2018-08-01,2018-10-07,2018-08-01,2018-10-23,Completed,100.0,16.0,District Collectorate
SIH26017-PRJ-000375,4,Draft Declaration,2018-10-24,2018-12-16,2018-10-24,2019-03-07,Completed,100.0,81.0,District Collectorate
SIH26017-PRJ-000375,5,Final Declaration (Sec 19),2019-03-14,2019-05-22,2019-03-14,2019-08-25,Completed,100.0,95.0,District Collectorate
SIH26017-PRJ-000375,6,Award Declaration (Sec 23),2019-08-29,2019-11-26,2019-08-29,2020-07-17,Completed,100.0,234.0,LA Branch
SIH26017-PRJ-000375,7,Compensation Disbursement,2020-07-20,2020-11-28,2020-07-20,2022-02-13,Completed,100.0,442.0,Revenue Dept
SIH26017-PRJ-000375,8,Possession,2022-02-17,2022-05-05,2022-02-17,2022-09-19,Completed,100.0,137.0,District Collectorate
SIH26017-PRJ-000375,9,Mutation & Handover,2022-09-23,2022-11-14,2022-09-23,2023-01-31,Completed,100.0,78.0,District Collectorate
SIH26017-PRJ-000376,1,Preliminary Notification (Sec 11),2024-05-20,2024-07-17,2024-05-20,2024-08-08,Completed,100.0,22.0,LA Branch
SIH26017-PRJ-000376,2,Social Impact Assessment (SIA),2024-08-12,2024-11-19,2024-08-12,2024-10-15,Completed,100.0,-35.0,Implementing Agency
SIH26017-PRJ-000376,3,Survey & Measurement,2024-10-17,2024-12-29,2024-10-17,2024-12-20,Completed,100.0,-9.0,Implementing Agency
SIH26017-PRJ-000376,4,Draft Declaration,2024-12-24,2025-02-21,2024-12-24,2025-03-09,Completed,100.0,16.0,District Collectorate
SIH26017-PRJ-000376,5,Final Declaration (Sec 19),2025-03-15,2025-05-27,2025-03-15,2025-07-02,Completed,100.0,36.0,District Collectorate
SIH26017-PRJ-000376,6,Award Declaration (Sec 23),2025-07-06,2025-10-04,2025-07-06,2025-10-02,Completed,100.0,-2.0,District Collectorate
SIH26017-PRJ-000376,7,Compensation Disbursement,2025-10-06,2026-02-24,2025-10-06,2025-12-16,Completed,100.0,-70.0,District Collectorate
SIH26017-PRJ-000376,8,Possession,2025-12-19,2026-02-20,2025-12-19,2026-02-08,Completed,100.0,-12.0,District Collectorate
SIH26017-PRJ-000376,9,Mutation & Handover,2026-02-12,2026-04-11,2026-02-12,2026-03-22,Completed,100.0,-20.0,Revenue Dept
SIH26017-PRJ-000377,1,Preliminary Notification (Sec 11),2024-08-08,2024-10-17,2024-08-08,2025-01-04,Completed,100.0,79.0,Implementing Agency
SIH26017-PRJ-000377,2,Social Impact Assessment (SIA),2025-01-08,2025-05-17,2025-01-08,2025-09-07,Completed,100.0,113.0,LA Branch
SIH26017-PRJ-000377,3,Survey & Measurement,2025-09-08,2025-11-27,2025-09-08,2025-12-31,Completed,100.0,34.0,District Collectorate
SIH26017-PRJ-000377,4,Draft Declaration,2026-01-02,2026-03-03,2026-01-02,2026-05-27,Completed,100.0,85.0,LA Branch
SIH26017-PRJ-000377,5,Final Declaration (Sec 19),2026-05-30,2026-08-22,2026-05-30,,In Progress,91.7,,District Collectorate
SIH26017-PRJ-000377,6,Award Declaration (Sec 23),2026-12-28,2027-04-12,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000377,7,Compensation Disbursement,2027-11-09,2028-03-24,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000377,8,Possession,2028-05-09,2028-08-03,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000377,9,Mutation & Handover,2028-10-03,2028-12-09,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000378,1,Preliminary Notification (Sec 11),2017-12-17,2018-02-06,2017-12-17,2018-12-06,Completed,100.0,303.0,LA Branch
SIH26017-PRJ-000378,2,Social Impact Assessment (SIA),2018-12-07,2019-03-20,2018-12-07,2019-08-06,Completed,100.0,139.0,Revenue Dept
SIH26017-PRJ-000378,3,Survey & Measurement,2019-08-09,2019-10-25,2019-08-09,2019-12-25,Completed,100.0,61.0,LA Branch
SIH26017-PRJ-000378,4,Draft Declaration,2019-12-31,2020-02-17,2019-12-31,2020-04-22,Completed,100.0,65.0,District Collectorate
SIH26017-PRJ-000378,5,Final Declaration (Sec 19),2020-04-30,2020-07-08,2020-04-30,2020-10-21,Completed,100.0,105.0,District Collectorate
SIH26017-PRJ-000378,6,Award Declaration (Sec 23),2020-10-25,2021-01-21,2020-10-25,2021-03-11,Completed,100.0,49.0,District Collectorate
SIH26017-PRJ-000378,7,Compensation Disbursement,2021-03-16,2021-08-08,2021-03-16,2021-10-21,Completed,100.0,74.0,LA Branch
SIH26017-PRJ-000378,8,Possession,2021-10-26,2022-01-10,2021-10-26,2022-05-12,Completed,100.0,122.0,District Collectorate
SIH26017-PRJ-000378,9,Mutation & Handover,2022-05-14,2022-07-06,2022-05-14,2022-10-10,Completed,100.0,96.0,LA Branch
SIH26017-PRJ-000379,1,Preliminary Notification (Sec 11),2019-05-27,2019-07-28,2019-05-27,2019-08-11,Completed,100.0,14.0,LA Branch
SIH26017-PRJ-000379,2,Social Impact Assessment (SIA),2019-08-17,2019-12-10,2019-08-17,2020-06-23,Completed,100.0,196.0,District Collectorate
SIH26017-PRJ-000379,3,Survey & Measurement,2020-06-26,2020-09-14,2020-06-26,2021-01-31,Completed,100.0,139.0,District Collectorate
SIH26017-PRJ-000379,4,Draft Declaration,2021-02-05,2021-04-04,2021-02-05,2021-08-04,Completed,100.0,122.0,District Collectorate
SIH26017-PRJ-000379,5,Final Declaration (Sec 19),2021-08-10,2021-10-26,2021-08-10,2022-01-09,Completed,100.0,75.0,District Collectorate
SIH26017-PRJ-000379,6,Award Declaration (Sec 23),2022-01-13,2022-04-22,2022-01-13,2022-07-11,Completed,100.0,80.0,LA Branch
SIH26017-PRJ-000379,7,Compensation Disbursement,2022-07-14,2022-12-15,2022-07-14,2025-03-29,Completed,100.0,835.0,Revenue Dept
SIH26017-PRJ-000379,8,Possession,2025-03-30,2025-06-19,2025-03-30,2026-01-29,Completed,100.0,224.0,District Collectorate
SIH26017-PRJ-000379,9,Mutation & Handover,2026-02-03,2026-04-11,2026-02-03,,In Progress,100.0,,Revenue Dept
SIH26017-PRJ-000380,1,Preliminary Notification (Sec 11),2022-10-30,2023-01-03,2022-10-30,2023-01-27,Completed,100.0,24.0,LA Branch
SIH26017-PRJ-000380,2,Social Impact Assessment (SIA),2023-01-31,2023-05-21,2023-01-31,2023-07-09,Completed,100.0,49.0,LA Branch
SIH26017-PRJ-000380,3,Survey & Measurement,2023-07-23,2023-10-17,2023-07-23,2024-01-04,Completed,100.0,79.0,LA Branch
SIH26017-PRJ-000380,4,Draft Declaration,2024-01-09,2024-03-15,2024-01-09,2024-05-12,Completed,100.0,58.0,LA Branch
SIH26017-PRJ-000380,5,Final Declaration (Sec 19),2024-05-18,2024-08-06,2024-05-18,2024-10-18,Completed,100.0,73.0,LA Branch
SIH26017-PRJ-000380,6,Award Declaration (Sec 23),2024-10-20,2025-01-14,2024-10-20,2025-05-22,Completed,100.0,128.0,District Collectorate
SIH26017-PRJ-000380,7,Compensation Disbursement,2025-05-27,2025-12-09,2025-05-27,2026-03-22,Completed,100.0,103.0,District Collectorate
SIH26017-PRJ-000380,8,Possession,2026-03-26,2026-06-20,2026-03-26,,In Progress,100.0,,District Collectorate
SIH26017-PRJ-000380,9,Mutation & Handover,2026-12-23,2027-02-23,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000381,1,Preliminary Notification (Sec 11),2015-03-19,2015-05-17,2015-03-19,2015-07-20,Completed,100.0,64.0,District Collectorate
SIH26017-PRJ-000381,2,Social Impact Assessment (SIA),2015-07-25,2015-11-16,2015-07-25,2016-08-24,Completed,100.0,282.0,District Collectorate
SIH26017-PRJ-000381,3,Survey & Measurement,2016-08-25,2016-11-04,2016-08-25,2017-03-18,Completed,100.0,134.0,LA Branch
SIH26017-PRJ-000381,4,Draft Declaration,2017-03-22,2017-05-23,2017-03-22,2017-08-11,Completed,100.0,80.0,LA Branch
SIH26017-PRJ-000381,5,Final Declaration (Sec 19),2017-08-17,2017-10-29,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000381,6,Award Declaration (Sec 23),2017-08-17,2017-11-03,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000381,7,Compensation Disbursement,2017-08-17,2018-01-11,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000381,8,Possession,2017-08-17,2017-11-03,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000381,9,Mutation & Handover,2017-08-17,2017-10-10,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000382,1,Preliminary Notification (Sec 11),2023-06-23,2023-08-29,2023-06-23,2023-11-27,Completed,100.0,90.0,District Collectorate
SIH26017-PRJ-000382,2,Social Impact Assessment (SIA),2023-11-30,2024-03-27,2023-11-30,2025-03-28,Completed,100.0,366.0,District Collectorate
SIH26017-PRJ-000382,3,Survey & Measurement,2025-04-01,2025-06-22,2025-04-01,2026-02-11,Completed,100.0,234.0,Revenue Dept
SIH26017-PRJ-000382,4,Draft Declaration,2026-02-13,2026-04-19,2026-02-13,,In Progress,100.0,,District Collectorate
SIH26017-PRJ-000382,5,Final Declaration (Sec 19),2026-11-28,2027-02-23,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000382,6,Award Declaration (Sec 23),2027-08-23,2027-11-26,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000382,7,Compensation Disbursement,2028-06-25,2028-11-26,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000382,8,Possession,2029-08-28,2029-11-17,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000382,9,Mutation & Handover,2030-03-19,2030-05-27,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000383,1,Preliminary Notification (Sec 11),2022-01-29,2022-03-21,2022-01-29,2022-03-10,Completed,100.0,-11.0,LA Branch
SIH26017-PRJ-000383,2,Social Impact Assessment (SIA),2022-03-13,2022-07-19,2022-03-13,2022-09-20,Completed,100.0,63.0,District Collectorate
SIH26017-PRJ-000383,3,Survey & Measurement,2022-09-24,2022-12-07,2022-09-24,2023-04-23,Completed,100.0,137.0,District Collectorate
SIH26017-PRJ-000383,4,Draft Declaration,2023-04-27,2023-06-22,2023-04-27,2023-08-14,Completed,100.0,53.0,LA Branch
SIH26017-PRJ-000383,5,Final Declaration (Sec 19),2023-08-19,2023-10-31,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000383,6,Award Declaration (Sec 23),2023-08-19,2023-11-29,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000383,7,Compensation Disbursement,2023-08-19,2024-01-26,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000383,8,Possession,2023-08-19,2023-10-29,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000383,9,Mutation & Handover,2023-08-19,2023-10-16,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000384,1,Preliminary Notification (Sec 11),2020-12-24,2021-02-18,2020-12-24,2021-01-30,Completed,100.0,-19.0,District Collectorate
SIH26017-PRJ-000384,2,Social Impact Assessment (SIA),2021-02-04,2021-05-12,2021-02-04,2021-04-29,Completed,100.0,-13.0,Implementing Agency
SIH26017-PRJ-000384,3,Survey & Measurement,2021-05-02,2021-07-09,2021-05-02,2021-07-19,Completed,100.0,10.0,Implementing Agency
SIH26017-PRJ-000384,4,Draft Declaration,2021-07-23,2021-09-10,2021-07-23,2021-08-25,Completed,100.0,-16.0,Revenue Dept
SIH26017-PRJ-000384,5,Final Declaration (Sec 19),2021-08-28,2021-11-01,2021-08-28,2021-11-25,Completed,100.0,24.0,District Collectorate
SIH26017-PRJ-000384,6,Award Declaration (Sec 23),2021-12-02,2022-03-10,2021-12-02,2022-07-09,Completed,100.0,121.0,District Collectorate
SIH26017-PRJ-000384,7,Compensation Disbursement,2022-07-13,2022-11-14,2022-07-13,2023-01-13,Completed,100.0,60.0,District Collectorate
