project_id,approval_type,required_flag,applied_date,approved_date,status,approving_authority,days_taken,is_critical_path_approval
SIH26017-PRJ-000272,District Collector Approval,True,2018-04-18,2018-06-02,Approved,District Collector,45.0,False
SIH26017-PRJ-000272,Environmental Clearance,True,2018-07-30,2019-01-17,Approved,State Environment Dept / MoEFCC,171.0,True
SIH26017-PRJ-000273,SIA Approval,True,2022-06-17,2022-08-21,Approved,District Collector,65.0,True
SIH26017-PRJ-000273,State Govt Approval,True,2022-08-01,2022-10-07,Approved,State Government,67.0,True
SIH26017-PRJ-000273,District Collector Approval,True,2022-06-18,2022-07-29,Approved,District Collector,41.0,False
SIH26017-PRJ-000273,Environmental Clearance,True,2022-10-17,2024-02-10,Approved,State Environment Dept / MoEFCC,481.0,True
SIH26017-PRJ-000274,SIA Approval,True,2017-04-16,2017-08-02,Approved,District Collector,108.0,True
SIH26017-PRJ-000274,State Govt Approval,True,2017-04-20,2017-10-03,Approved,State Government,166.0,True
SIH26017-PRJ-000274,District Collector Approval,True,2017-04-19,2017-05-31,Approved,District Collector,42.0,False
SIH26017-PRJ-000274,Environmental Clearance,True,2017-05-26,2018-08-17,Approved,State Environment Dept / MoEFCC,448.0,True
SIH26017-PRJ-000275,SIA Approval,True,2016-06-17,2016-10-15,Approved,District Collector,120.0,True
SIH26017-PRJ-000275,State Govt Approval,True,2016-08-09,2016-09-22,Approved,State Government,44.0,True
SIH26017-PRJ-000275,District Collector Approval,True,2016-06-22,2016-08-25,Approved,District Collector,64.0,False
SIH26017-PRJ-000275,Forest Clearance,True,2016-07-22,2018-01-11,Approved,State Forest Dept,538.0,True
SIH26017-PRJ-000275,Environmental Clearance,True,2016-09-22,2017-03-21,Approved,State Environment Dept / MoEFCC,180.0,True
SIH26017-PRJ-000276,SIA Approval,True,2021-05-18,2021-07-31,Approved,District Collector,74.0,True
SIH26017-PRJ-000276,State Govt Approval,True,2021-06-23,2021-09-02,Approved,State Government,71.0,True
SIH26017-PRJ-000276,District Collector Approval,True,2021-05-10,,Rejected,District Collector,,False
SIH26017-PRJ-000276,Environmental Clearance,True,2021-08-19,2022-04-17,Approved,State Environment Dept / MoEFCC,241.0,True
SIH26017-PRJ-000276,Ministry Approval,True,2021-08-22,2022-01-05,Approved,Concerned Central Ministry,136.0,False
SIH26017-PRJ-000277,SIA Approval,True,2022-10-21,2023-01-14,Approved,District Collector,85.0,True
SIH26017-PRJ-000277,State Govt Approval,True,2022-11-07,2022-12-10,Approved,State Government,33.0,True
SIH26017-PRJ-000277,District Collector Approval,True,2022-09-25,2022-11-04,Approved,District Collector,40.0,False
SIH26017-PRJ-000277,Forest Clearance,True,2022-12-31,2023-07-11,Approved,State Forest Dept,192.0,True
SIH26017-PRJ-000277,Wildlife Clearance,True,2022-12-18,2023-10-26,Approved,State Forest Dept,312.0,False
SIH26017-PRJ-000277,Environmental Clearance,True,2022-12-14,2023-10-05,Approved,State Environment Dept / MoEFCC,295.0,True
SIH26017-PRJ-000278,SIA Approval,True,2017-03-15,2017-04-22,Approved,District Collector,38.0,True
SIH26017-PRJ-000278,State Govt Approval,True,2017-03-26,2017-05-23,Approved,State Government,58.0,True
SIH26017-PRJ-000278,District Collector Approval,True,2017-03-20,2017-04-30,Approved,District Collector,41.0,False
SIH26017-PRJ-000278,Environmental Clearance,True,2017-06-08,2018-01-09,Approved,State Environment Dept / MoEFCC,215.0,True
SIH26017-PRJ-000279,SIA Approval,True,2017-07-06,2017-11-13,Approved,District Collector,130.0,True
SIH26017-PRJ-000279,State Govt Approval,True,2017-08-09,2017-09-24,Approved,State Government,46.0,True
SIH26017-PRJ-000279,District Collector Approval,True,2017-06-13,2017-07-23,Approved,District Collector,40.0,False
SIH26017-PRJ-000279,Environmental Clearance,True,2017-08-26,2018-02-15,Approved,State Environment Dept / MoEFCC,173.0,True
SIH26017-PRJ-000279,Ministry Approval,True,2017-11-30,2018-05-06,Approved,Concerned Central Ministry,157.0,False
SIH26017-PRJ-000280,SIA Approval,True,2021-02-21,2021-05-25,Approved,District Collector,93.0,True
SIH26017-PRJ-000280,State Govt Approval,True,2021-03-21,2021-05-16,Approved,State Government,56.0,True
SIH26017-PRJ-000280,District Collector Approval,True,2021-02-27,2021-03-17,Approved,District Collector,18.0,False
SIH26017-PRJ-000280,Environmental Clearance,True,2021-06-13,2022-01-22,Approved,State Environment Dept / MoEFCC,223.0,True
SIH26017-PRJ-000281,SIA Approval,True,2024-08-13,2024-11-19,Approved,District Collector,98.0,True
SIH26017-PRJ-000281,State Govt Approval,True,2024-08-04,2024-10-21,Approved,State Government,78.0,True
SIH26017-PRJ-000281,District Collector Approval,True,2024-07-19,2024-08-23,Approved,District Collector,35.0,False
SIH26017-PRJ-000281,Environmental Clearance,True,2024-11-17,2025-05-07,Approved,State Environment Dept / MoEFCC,171.0,True
SIH26017-PRJ-000282,SIA Approval,True,2020-08-28,2020-12-05,Approved,District Collector,99.0,True
SIH26017-PRJ-000282,State Govt Approval,True,2020-08-31,2020-10-15,Approved,State Government,45.0,True
SIH26017-PRJ-000282,District Collector Approval,True,2020-08-06,2020-08-28,Approved,District Collector,22.0,False
SIH26017-PRJ-000282,Forest Clearance,True,2020-11-13,2021-12-19,Approved,State Forest Dept,401.0,True
SIH26017-PRJ-000282,Environmental Clearance,True,2020-10-01,2021-06-14,Approved,State Environment Dept / MoEFCC,256.0,True
SIH26017-PRJ-000283,SIA Approval,True,2022-11-25,2023-02-13,Approved,District Collector,80.0,True
SIH26017-PRJ-000283,State Govt Approval,True,2022-12-21,2023-03-10,Approved,State Government,79.0,True
SIH26017-PRJ-000283,District Collector Approval,True,2022-11-06,2022-11-30,Approved,District Collector,24.0,False
SIH26017-PRJ-000283,Environmental Clearance,True,2023-01-30,2023-05-15,Approved,State Environment Dept / MoEFCC,105.0,True
SIH26017-PRJ-000284,SIA Approval,True,2018-11-02,2019-02-19,Approved,District Collector,109.0,True
SIH26017-PRJ-000284,State Govt Approval,True,2019-01-05,2019-02-22,Approved,State Government,48.0,True
SIH26017-PRJ-000284,District Collector Approval,True,2018-11-19,2018-12-14,Approved,District Collector,25.0,False
SIH26017-PRJ-000284,Environmental Clearance,True,2019-02-17,2019-12-22,Approved,State Environment Dept / MoEFCC,308.0,True
SIH26017-PRJ-000284,Ministry Approval,True,2019-02-03,2019-10-15,Approved,Concerned Central Ministry,254.0,False
SIH26017-PRJ-000285,SIA Approval,True,2023-05-26,2023-07-25,Approved,District Collector,60.0,True
SIH26017-PRJ-000285,State Govt Approval,True,2023-06-19,2023-09-11,Approved,State Government,84.0,True
SIH26017-PRJ-000285,District Collector Approval,True,2023-05-20,2023-06-04,Approved,District Collector,15.0,False
SIH26017-PRJ-000285,Environmental Clearance,True,2023-08-05,2024-03-13,Approved,State Environment Dept / MoEFCC,221.0,True
SIH26017-PRJ-000286,SIA Approval,True,2015-03-23,2015-05-27,Approved,District Collector,65.0,True
SIH26017-PRJ-000286,State Govt Approval,True,2015-04-22,2015-06-04,Approved,State Government,43.0,True
SIH26017-PRJ-000286,District Collector Approval,True,2015-03-17,2015-04-08,Approved,District Collector,22.0,False
SIH26017-PRJ-000286,Forest Clearance,True,2015-08-02,,Rejected,State Forest Dept,,True
SIH26017-PRJ-000286,Environmental Clearance,True,2015-08-19,2016-06-02,Approved,State Environment Dept / MoEFCC,288.0,True
SIH26017-PRJ-000286,Ministry Approval,True,2015-08-14,2016-01-08,Approved,Concerned Central Ministry,147.0,False
SIH26017-PRJ-000287,SIA Approval,True,2018-08-22,2018-10-31,Approved,District Collector,70.0,True
SIH26017-PRJ-000287,State Govt Approval,True,2018-09-02,2018-12-04,Approved,State Government,93.0,True
SIH26017-PRJ-000287,District Collector Approval,True,2018-09-03,2018-10-06,Approved,District Collector,33.0,False
SIH26017-PRJ-000287,Environmental Clearance,True,2019-01-11,,Rejected,State Environment Dept / MoEFCC,,True
SIH26017-PRJ-000287,Ministry Approval,True,2018-12-27,2019-04-19,Approved,Concerned Central Ministry,113.0,False
SIH26017-PRJ-000288,SIA Approval,True,2015-12-23,2016-05-05,Approved,District Collector,134.0,True
SIH26017-PRJ-000288,State Govt Approval,True,2015-12-22,2016-02-08,Approved,State Government,48.0,True
SIH26017-PRJ-000288,District Collector Approval,True,2016-01-10,2016-02-10,Approved,District Collector,31.0,False
SIH26017-PRJ-000288,Forest Clearance,True,2016-05-10,2016-12-21,Approved,State Forest Dept,225.0,True
SIH26017-PRJ-000288,Wildlife Clearance,True,2016-03-19,2017-01-05,Approved,State Forest Dept,292.0,False
SIH26017-PRJ-000288,Environmental Clearance,True,2016-02-03,2016-09-19,Approved,State Environment Dept / MoEFCC,229.0,True
SIH26017-PRJ-000289,SIA Approval,True,2019-05-20,2019-07-25,Approved,District Collector,66.0,True
SIH26017-PRJ-000289,State Govt Approval,True,2019-07-15,,Rejected,State Government,,True
SIH26017-PRJ-000289,District Collector Approval,True,2019-05-11,2019-06-12,Approved,District Collector,32.0,False
SIH26017-PRJ-000289,Environmental Clearance,True,2019-08-18,2020-06-27,Approved,State Environment Dept / MoEFCC,314.0,True
SIH26017-PRJ-000290,SIA Approval,True,2016-04-20,2016-06-14,Approved,District Collector,55.0,True
SIH26017-PRJ-000290,State Govt Approval,True,2016-04-28,2016-07-06,Approved,State Government,69.0,True
SIH26017-PRJ-000290,District Collector Approval,True,2016-04-11,2016-06-02,Approved,District Collector,52.0,False
SIH26017-PRJ-000290,Environmental Clearance,True,2016-07-17,2017-05-26,Approved,State Environment Dept / MoEFCC,313.0,True
SIH26017-PRJ-000291,SIA Approval,True,2016-09-02,2016-11-05,Approved,District Collector,64.0,True
SIH26017-PRJ-000291,State Govt Approval,True,2016-09-25,2016-11-13,Approved,State Government,49.0,True
SIH26017-PRJ-000291,District Collector Approval,True,2016-08-21,2016-09-15,Approved,District Collector,25.0,False
SIH26017-PRJ-000291,Environmental Clearance,True,2016-09-27,2017-09-13,Approved,State Environment Dept / MoEFCC,351.0,True
SIH26017-PRJ-000292,SIA Approval,True,2021-02-07,2021-06-24,Approved,District Collector,137.0,True
SIH26017-PRJ-000292,State Govt Approval,True,2021-02-03,2021-05-01,Approved,State Government,87.0,True
SIH26017-PRJ-000292,District Collector Approval,True,2021-01-10,2021-02-16,Approved,District Collector,37.0,False
SIH26017-PRJ-000292,Forest Clearance,True,2021-04-20,2022-01-07,Approved,State Forest Dept,262.0,True
SIH26017-PRJ-000292,Wildlife Clearance,True,2021-05-23,2023-02-19,Approved,State Forest Dept,637.0,False
SIH26017-PRJ-000292,Environmental Clearance,True,2021-04-06,2022-01-11,Approved,State Environment Dept / MoEFCC,280.0,True
SIH26017-PRJ-000292,Ministry Approval,True,2021-06-15,2021-10-05,Approved,Concerned Central Ministry,112.0,False
SIH26017-PRJ-000293,SIA Approval,True,2021-06-09,2021-09-30,Approved,District Collector,113.0,True
SIH26017-PRJ-000293,State Govt Approval,True,2021-07-06,2021-09-02,Approved,State Government,58.0,True
SIH26017-PRJ-000293,District Collector Approval,True,2021-05-25,2021-06-20,Approved,District Collector,26.0,False
SIH26017-PRJ-000293,Environmental Clearance,True,2021-09-19,2022-03-21,Approved,State Environment Dept / MoEFCC,183.0,True
SIH26017-PRJ-000293,Ministry Approval,True,2021-07-29,2022-01-06,Approved,Concerned Central Ministry,161.0,False
SIH26017-PRJ-000294,SIA Approval,True,2017-03-23,2017-05-10,Approved,District Collector,48.0,True
SIH26017-PRJ-000294,State Govt Approval,True,2017-04-01,2017-05-20,Approved,State Government,49.0,True
SIH26017-PRJ-000294,District Collector Approval,True,2017-03-11,2017-04-15,Approved,District Collector,35.0,False
SIH26017-PRJ-000294,Environmental Clearance,True,2017-05-30,2018-05-29,Approved,State Environment Dept / MoEFCC,364.0,True
SIH26017-PRJ-000295,SIA Approval,True,2022-04-18,2022-08-07,Approved,District Collector,111.0,True
SIH26017-PRJ-000295,State Govt Approval,True,2022-04-19,2022-05-25,Approved,State Government,36.0,True
SIH26017-PRJ-000295,District Collector Approval,True,2022-04-28,,Rejected,District Collector,,False
SIH26017-PRJ-000295,Environmental Clearance,True,2022-09-17,2023-08-28,Approved,State Environment Dept / MoEFCC,345.0,True
SIH26017-PRJ-000296,SIA Approval,True,2018-08-01,2018-10-22,Approved,District Collector,82.0,True
SIH26017-PRJ-000296,State Govt Approval,True,2018-08-14,2018-10-08,Approved,State Government,55.0,True
SIH26017-PRJ-000296,District Collector Approval,True,2018-07-16,2018-08-16,Approved,District Collector,31.0,False
SIH26017-PRJ-000296,Forest Clearance,True,2018-11-05,2019-06-29,Approved,State Forest Dept,236.0,True
SIH26017-PRJ-000296,Environmental Clearance,True,2018-11-16,2019-07-10,Approved,State Environment Dept / MoEFCC,236.0,True
SIH26017-PRJ-000297,SIA Approval,True,2021-05-07,2021-06-19,Approved,District Collector,43.0,True
SIH26017-PRJ-000297,State Govt Approval,True,2021-05-09,2021-07-16,Approved,State Government,68.0,True
SIH26017-PRJ-000297,District Collector Approval,True,2021-05-18,2021-06-21,Approved,District Collector,34.0,False
SIH26017-PRJ-000297,Environmental Clearance,True,2021-08-12,2022-01-31,Approved,State Environment Dept / MoEFCC,172.0,True
SIH26017-PRJ-000298,SIA Approval,True,2020-08-28,2020-10-21,Approved,District Collector,54.0,True
SIH26017-PRJ-000298,State Govt Approval,True,2020-09-07,2020-11-24,Approved,State Government,78.0,True
SIH26017-PRJ-000298,District Collector Approval,True,2020-08-19,2020-10-08,Approved,District Collector,50.0,False
SIH26017-PRJ-000298,Forest Clearance,True,2020-11-08,,Rejected,State Forest Dept,,True
SIH26017-PRJ-000298,Environmental Clearance,True,2020-12-16,2022-06-29,Approved,State Environment Dept / MoEFCC,560.0,True
SIH26017-PRJ-000298,Defence NOC,True,2020-11-10,2021-03-02,Approved,Ministry of Defence,112.0,False
SIH26017-PRJ-000299,SIA Approval,True,2021-01-11,2021-04-19,Approved,District Collector,98.0,True
SIH26017-PRJ-000299,State Govt Approval,True,2021-01-11,2021-05-10,Approved,State Government,119.0,True
SIH26017-PRJ-000299,District Collector Approval,True,2020-12-24,2021-01-23,Approved,District Collector,30.0,False
SIH26017-PRJ-000299,Environmental Clearance,True,2021-02-18,2022-02-05,Approved,State Environment Dept / MoEFCC,352.0,True
SIH26017-PRJ-000300,SIA Approval,True,2015-11-18,2016-03-01,Approved,District Collector,104.0,True
SIH26017-PRJ-000300,State Govt Approval,True,2015-11-10,2016-01-29,Approved,State Government,80.0,True
SIH26017-PRJ-000300,District Collector Approval,True,2015-11-10,2015-12-11,Approved,District Collector,31.0,False
SIH26017-PRJ-000300,Environmental Clearance,True,2016-04-06,2016-08-16,Approved,State Environment Dept / MoEFCC,132.0,True
SIH26017-PRJ-000301,SIA Approval,True,2018-02-19,2018-04-20,Approved,District Collector,60.0,True
SIH26017-PRJ-000301,State Govt Approval,True,2018-04-03,2018-05-11,Approved,State Government,38.0,True
SIH26017-PRJ-000301,District Collector Approval,True,2018-02-14,2018-04-08,Approved,District Collector,53.0,False
SIH26017-PRJ-000301,Environmental Clearance,True,2018-04-16,2019-02-06,Approved,State Environment Dept / MoEFCC,296.0,True
SIH26017-PRJ-000302,SIA Approval,True,2019-02-15,2019-06-27,Approved,District Collector,132.0,True
SIH26017-PRJ-000302,State Govt Approval,True,2019-01-30,2019-03-07,Approved,State Government,36.0,True
SIH26017-PRJ-000302,District Collector Approval,True,2019-01-05,2019-01-24,Approved,District Collector,19.0,False
SIH26017-PRJ-000302,Environmental Clearance,True,2019-03-19,2019-07-20,Approved,State Environment Dept / MoEFCC,123.0,True
SIH26017-PRJ-000302,Ministry Approval,True,2019-04-02,2019-08-27,Approved,Concerned Central Ministry,147.0,False
SIH26017-PRJ-000303,SIA Approval,True,2022-07-04,2022-10-07,Approved,District Collector,95.0,True
SIH26017-PRJ-000303,State Govt Approval,True,2022-06-14,2022-09-12,Approved,State Government,90.0,True
SIH26017-PRJ-000303,District Collector Approval,True,2022-06-03,2022-07-25,Approved,District Collector,52.0,False
SIH26017-PRJ-000303,Environmental Clearance,True,2022-08-27,,Rejected,State Environment Dept / MoEFCC,,True
SIH26017-PRJ-000304,SIA Approval,True,2021-12-12,2022-01-23,Approved,District Collector,42.0,True
SIH26017-PRJ-000304,State Govt Approval,True,2022-01-08,2022-02-17,Approved,State Government,40.0,True
SIH26017-PRJ-000304,District Collector Approval,True,2021-11-11,2021-11-29,Approved,District Collector,18.0,False
SIH26017-PRJ-000304,Environmental Clearance,True,2022-01-23,2022-07-19,Approved,State Environment Dept / MoEFCC,177.0,True
SIH26017-PRJ-000305,SIA Approval,True,2020-09-04,2020-12-07,Approved,District Collector,94.0,True
SIH26017-PRJ-000305,State Govt Approval,True,2020-10-23,2020-12-28,Approved,State Government,66.0,True
SIH26017-PRJ-000305,District Collector Approval,True,2020-08-05,2020-10-01,Approved,District Collector,57.0,False
SIH26017-PRJ-000305,Environmental Clearance,True,2020-12-09,2022-03-12,Approved,State Environment Dept / MoEFCC,458.0,True
SIH26017-PRJ-000305,Ministry Approval,True,2020-11-22,2021-07-06,Approved,Concerned Central Ministry,226.0,False
SIH26017-PRJ-000306,SIA Approval,True,2020-01-17,2020-04-20,Approved,District Collector,94.0,True
SIH26017-PRJ-000306,State Govt Approval,True,2020-02-17,2020-04-04,Approved,State Government,47.0,True
SIH26017-PRJ-000306,District Collector Approval,True,2020-01-15,2020-02-20,Approved,District Collector,36.0,False
SIH26017-PRJ-000306,Environmental Clearance,True,2020-05-22,2020-11-20,Approved,State Environment Dept / MoEFCC,182.0,True
SIH26017-PRJ-000307,SIA Approval,True,2018-04-29,2018-07-29,Approved,District Collector,91.0,True
SIH26017-PRJ-000307,State Govt Approval,True,2018-05-29,2018-07-09,Approved,State Government,41.0,True
SIH26017-PRJ-000307,District Collector Approval,True,2018-04-13,2018-05-13,Approved,District Collector,30.0,False
SIH26017-PRJ-000307,Forest Clearance,True,2018-06-12,2019-01-05,Approved,State Forest Dept,207.0,True
SIH26017-PRJ-000307,Environmental Clearance,True,2018-08-15,2019-05-28,Approved,State Environment Dept / MoEFCC,286.0,True
SIH26017-PRJ-000308,SIA Approval,True,2020-11-11,2021-04-07,Approved,District Collector,147.0,True
SIH26017-PRJ-000308,State Govt Approval,True,2020-11-24,2021-01-04,Approved,State Government,41.0,True
SIH26017-PRJ-000308,District Collector Approval,True,2020-11-03,2020-12-16,Approved,District Collector,43.0,False
SIH26017-PRJ-000308,Environmental Clearance,True,2021-02-14,2021-09-10,Approved,State Environment Dept / MoEFCC,208.0,True
SIH26017-PRJ-000308,Ministry Approval,True,2021-03-04,2021-09-03,Approved,Concerned Central Ministry,183.0,False
SIH26017-PRJ-000309,SIA Approval,True,2020-01-09,2020-04-10,Approved,District Collector,92.0,True
SIH26017-PRJ-000309,State Govt Approval,True,2020-02-08,2020-04-08,Approved,State Government,60.0,True
SIH26017-PRJ-000309,District Collector Approval,True,2019-12-20,2020-01-12,Approved,District Collector,23.0,False
SIH26017-PRJ-000309,Environmental Clearance,True,2020-05-22,2021-01-29,Approved,State Environment Dept / MoEFCC,252.0,True
SIH26017-PRJ-000310,SIA Approval,True,2016-09-29,2016-12-15,Approved,District Collector,77.0,True
SIH26017-PRJ-000310,State Govt Approval,True,2016-10-17,2017-02-03,Approved,State Government,109.0,True
SIH26017-PRJ-000310,District Collector Approval,True,2016-09-18,2016-10-29,Approved,District Collector,41.0,False
SIH26017-PRJ-000310,Environmental Clearance,True,2017-01-22,2017-08-31,Approved,State Environment Dept / MoEFCC,221.0,True
SIH26017-PRJ-000310,Ministry Approval,True,2016-12-27,2017-10-30,Approved,Concerned Central Ministry,307.0,False
SIH26017-PRJ-000311,SIA Approval,True,2022-07-14,2022-11-23,Approved,District Collector,132.0,True
SIH26017-PRJ-000311,State Govt Approval,True,2022-09-20,2022-10-28,Approved,State Government,38.0,True
SIH26017-PRJ-000311,District Collector Approval,True,2022-07-08,2022-08-23,Approved,District Collector,46.0,False
SIH26017-PRJ-000311,Environmental Clearance,True,2022-09-03,2023-03-15,Approved,State Environment Dept / MoEFCC,193.0,True
SIH26017-PRJ-000312,SIA Approval,True,2019-08-11,2019-12-03,Approved,District Collector,114.0,True
SIH26017-PRJ-000312,State Govt Approval,True,2019-07-28,2019-12-28,Approved,State Government,153.0,True
SIH26017-PRJ-000312,District Collector Approval,True,2019-07-30,2019-08-28,Approved,District Collector,29.0,False
SIH26017-PRJ-000312,Forest Clearance,True,2019-09-15,2020-06-04,Approved,State Forest Dept,263.0,True
SIH26017-PRJ-000312,Wildlife Clearance,True,2019-10-22,2021-01-28,Approved,State Forest Dept,464.0,False
SIH26017-PRJ-000312,Environmental Clearance,True,2019-10-05,2020-09-18,Approved,State Environment Dept / MoEFCC,349.0,True
SIH26017-PRJ-000313,SIA Approval,True,2024-03-18,2024-07-17,Approved,District Collector,121.0,True
SIH26017-PRJ-000313,State Govt Approval,True,2024-03-05,,Rejected,State Government,,True
SIH26017-PRJ-000313,District Collector Approval,True,2024-02-21,2024-03-25,Approved,District Collector,33.0,False
SIH26017-PRJ-000313,Environmental Clearance,True,2024-04-17,2025-06-15,Approved,State Environment Dept / MoEFCC,424.0,True
SIH26017-PRJ-000314,SIA Approval,True,2024-10-28,2025-01-15,Approved,District Collector,79.0,True
SIH26017-PRJ-000314,State Govt Approval,True,2024-12-13,2025-02-14,Approved,State Government,63.0,True
SIH26017-PRJ-000314,District Collector Approval,True,2024-11-01,2024-11-30,Approved,District Collector,29.0,False
SIH26017-PRJ-000314,Environmental Clearance,True,2024-12-12,2025-12-29,Approved,State Environment Dept / MoEFCC,382.0,True
SIH26017-PRJ-000314,Ministry Approval,True,2025-01-12,2025-07-04,Approved,Concerned Central Ministry,173.0,False
SIH26017-PRJ-000315,SIA Approval,True,2017-08-15,2018-01-01,Approved,District Collector,139.0,True
SIH26017-PRJ-000315,State Govt Approval,True,2017-09-29,2017-11-13,Approved,State Government,45.0,True
SIH26017-PRJ-000315,District Collector Approval,True,2017-07-22,2017-09-06,Approved,District Collector,46.0,False
SIH26017-PRJ-000316,SIA Approval,True,2020-05-14,2020-07-09,Approved,District Collector,56.0,True
SIH26017-PRJ-000316,State Govt Approval,True,2020-04-23,2020-07-07,Approved,State Government,75.0,True
SIH26017-PRJ-000316,District Collector Approval,True,2020-03-31,2020-05-11,Approved,District Collector,41.0,False
SIH26017-PRJ-000316,Forest Clearance,True,2020-08-21,2021-07-09,Approved,State Forest Dept,322.0,True
SIH26017-PRJ-000316,Environmental Clearance,True,2020-08-28,2021-05-16,Approved,State Environment Dept / MoEFCC,261.0,True
SIH26017-PRJ-000317,SIA Approval,True,2015-10-23,2016-02-04,Approved,District Collector,104.0,True
SIH26017-PRJ-000317,State Govt Approval,True,2015-11-22,2016-01-02,Approved,State Government,41.0,True
SIH26017-PRJ-000317,District Collector Approval,True,2015-10-24,2015-11-30,Approved,District Collector,37.0,False
SIH26017-PRJ-000317,Environmental Clearance,True,2015-12-30,2016-09-04,Approved,State Environment Dept / MoEFCC,249.0,True
SIH26017-PRJ-000318,SIA Approval,True,2023-08-10,2023-11-18,Approved,District Collector,100.0,True
SIH26017-PRJ-000318,State Govt Approval,True,2023-08-20,2023-10-30,Approved,State Government,71.0,True
SIH26017-PRJ-000318,District Collector Approval,True,2023-07-16,2023-08-19,Approved,District Collector,34.0,False
SIH26017-PRJ-000318,Environmental Clearance,True,2023-11-22,2024-06-24,Approved,State Environment Dept / MoEFCC,215.0,True
SIH26017-PRJ-000318,Ministry Approval,True,2023-11-16,2024-05-01,Approved,Concerned Central Ministry,167.0,False
SIH26017-PRJ-000319,SIA Approval,True,2019-04-09,2019-06-15,Approved,District Collector,67.0,True
SIH26017-PRJ-000319,State Govt Approval,True,2019-03-28,2019-06-13,Approved,State Government,77.0,True
SIH26017-PRJ-000319,District Collector Approval,True,2019-03-21,2019-04-19,Approved,District Collector,29.0,False
SIH26017-PRJ-000319,Environmental Clearance,True,2019-07-21,2019-11-04,Approved,State Environment Dept / MoEFCC,106.0,True
SIH26017-PRJ-000320,SIA Approval,True,2019-07-17,2019-10-11,Approved,District Collector,86.0,True
SIH26017-PRJ-000320,State Govt Approval,True,2019-08-22,2019-10-29,Approved,State Government,68.0,True
SIH26017-PRJ-000320,District Collector Approval,True,2019-07-29,2019-09-03,Approved,District Collector,36.0,False
SIH26017-PRJ-000320,Environmental Clearance,True,2019-12-02,2020-10-05,Approved,State Environment Dept / MoEFCC,308.0,True
SIH26017-PRJ-000320,Ministry Approval,True,2019-12-28,2020-04-17,Approved,Concerned Central Ministry,111.0,False
SIH26017-PRJ-000321,SIA Approval,True,2022-05-29,2022-08-04,Approved,District Collector,67.0,True
SIH26017-PRJ-000321,State Govt Approval,True,2022-05-27,2022-07-28,Approved,State Government,62.0,True
SIH26017-PRJ-000321,District Collector Approval,True,2022-05-17,2022-06-29,Approved,District Collector,43.0,False
SIH26017-PRJ-000321,Environmental Clearance,True,2022-07-05,,Rejected,State Environment Dept / MoEFCC,,True
SIH26017-PRJ-000321,Ministry Approval,True,2022-11-16,2023-03-20,Approved,Concerned Central Ministry,124.0,False
SIH26017-PRJ-000322,SIA Approval,True,2021-05-04,,Rejected,District Collector,,True
SIH26017-PRJ-000322,State Govt Approval,True,2021-05-17,2021-08-15,Approved,State Government,90.0,True
SIH26017-PRJ-000322,District Collector Approval,True,2021-04-20,2021-06-07,Approved,District Collector,48.0,False
SIH26017-PRJ-000322,Environmental Clearance,True,2021-08-08,2022-06-06,Approved,State Environment Dept / MoEFCC,302.0,True
SIH26017-PRJ-000322,Ministry Approval,True,2021-07-09,2021-12-04,Approved,Concerned Central Ministry,148.0,False
SIH26017-PRJ-000323,SIA Approval,True,2019-03-26,2019-07-21,Approved,District Collector,117.0,True
SIH26017-PRJ-000323,State Govt Approval,True,2019-04-10,,Rejected,State Government,,True
SIH26017-PRJ-000323,District Collector Approval,True,2019-04-13,2019-05-24,Approved,District Collector,41.0,False
SIH26017-PRJ-000323,Forest Clearance,True,2019-08-10,2022-01-20,Approved,State Forest Dept,894.0,True
SIH26017-PRJ-000323,Environmental Clearance,True,2019-06-03,2020-05-13,Approved,State Environment Dept / MoEFCC,345.0,True
SIH26017-PRJ-000324,SIA Approval,True,2021-12-08,2022-02-13,Approved,District Collector,67.0,True
SIH26017-PRJ-000324,State Govt Approval,True,2021-11-28,2022-01-25,Approved,State Government,58.0,True
SIH26017-PRJ-000324,District Collector Approval,True,2021-10-31,2021-11-30,Approved,District Collector,30.0,False
SIH26017-PRJ-000324,Forest Clearance,True,2022-02-07,2022-09-06,Approved,State Forest Dept,211.0,True
SIH26017-PRJ-000324,Environmental Clearance,True,2022-01-12,2022-10-18,Approved,State Environment Dept / MoEFCC,279.0,True
SIH26017-PRJ-000324,Ministry Approval,True,2022-03-29,2022-12-10,Approved,Concerned Central Ministry,256.0,False
SIH26017-PRJ-000325,SIA Approval,True,2024-10-26,2025-01-16,Approved,District Collector,82.0,True
SIH26017-PRJ-000325,State Govt Approval,True,2024-11-09,2025-01-28,Approved,State Government,80.0,True
SIH26017-PRJ-000325,District Collector Approval,True,2024-10-22,2024-11-20,Approved,District Collector,29.0,False
SIH26017-PRJ-000325,Environmental Clearance,True,2025-02-06,2025-09-06,Approved,State Environment Dept / MoEFCC,212.0,True
SIH26017-PRJ-000326,SIA Approval,True,2018-01-08,2018-04-13,Approved,District Collector,95.0,True
SIH26017-PRJ-000326,State Govt Approval,True,2018-01-29,2018-03-30,Approved,State Government,60.0,True
SIH26017-PRJ-000326,District Collector Approval,True,2017-12-22,2018-01-29,Approved,District Collector,38.0,False
SIH26017-PRJ-000326,Environmental Clearance,True,2018-04-05,2019-06-06,Approved,State Environment Dept / MoEFCC,427.0,True
