project_id,project_name,state,district,project_type,implementing_agency,project_geometry_type,applicable_land_acquisition_act,total_land_required_hectares,number_of_villages_affected,estimated_project_cost_inr_crore,land_type_required,tribal_area_flag,project_sanction_date,planned_land_acquisition_completion_date,planned_land_acquisition_duration_days
SIH26017-PRJ-000226,Renewable Energy Park Project - Muzaffarpur (0226),Bihar,Muzaffarpur,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",272.65,7,9398.41,Government-Wasteland,False,2020-12-29,2022-12-30,731
SIH26017-PRJ-000227,Urban Water Supply/Sewerage Project - Thiruvananthapuram (0227),Kerala,Thiruvananthapuram,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",9.2,4,693.81,Homestead-Residential,False,2021-03-25,2028-04-26,2589
SIH26017-PRJ-000228,State Highway Project - Coimbatore (0228),Tamil Nadu,Coimbatore,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",111.18,13,259.01,Agricultural,False,2024-04-27,2027-01-05,983
SIH26017-PRJ-000229,National Highway Project - Hyderabad (0229),Telangana,Hyderabad,National Highway,NHAI,Linear,"National Highways Act, 1956",344.88,10,5283.24,Homestead-Residential,False,2021-01-21,2023-08-23,944
SIH26017-PRJ-000230,National Highway Project - Muzaffarpur (0230),Bihar,Muzaffarpur,National Highway,NHAI,Linear,"National Highways Act, 1956",151.18,9,5353.7,Government-Wasteland,False,2017-08-02,2020-05-24,1026
SIH26017-PRJ-000231,National Highway Project - Khordha (0231),Odisha,Khordha,National Highway,NHAI,Linear,"National Highways Act, 1956",249.79,8,1114.23,Forest,False,2017-11-23,2025-08-11,2818
SIH26017-PRJ-000232,Urban Metro Rail Project - Cuttack (0232),Odisha,Cuttack,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",77.07,4,13859.67,Homestead-Residential,False,2021-03-24,2028-11-27,2805
SIH26017-PRJ-000233,Railway Line/Doubling Project - Thiruvananthapuram (0233),Kerala,Thiruvananthapuram,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",160.93,7,6377.76,Mixed,False,2019-03-20,2026-06-30,2659
SIH26017-PRJ-000234,Urban Water Supply/Sewerage Project - Sundargarh (0234),Odisha,Sundargarh,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",14.86,6,770.75,Homestead-Residential,False,2016-10-21,2023-09-16,2521
SIH26017-PRJ-000235,Renewable Energy Park Project - Purba Bardhaman (0235),West Bengal,Purba Bardhaman,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",100.14,4,5542.5,Agricultural,False,2018-01-06,2025-03-28,2638
SIH26017-PRJ-000236,Irrigation Canal/Dam Project - Chennai (0236),Tamil Nadu,Chennai,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",430.38,12,4880.45,Forest,False,2022-10-10,2025-08-07,1032
SIH26017-PRJ-000237,State Highway Project - Gaya (0237),Bihar,Gaya,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",10.05,7,949.91,Forest,False,2015-04-23,2018-01-29,1012
SIH26017-PRJ-000238,Renewable Energy Park Project - Khordha (0238),Odisha,Khordha,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",840.3,18,8428.41,Homestead-Residential,False,2019-03-16,2027-07-17,3045
SIH26017-PRJ-000239,State Highway Project - Lucknow (0239),Uttar Pradesh,Lucknow,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",56.46,6,183.95,Forest,False,2021-01-16,2024-02-19,1129
SIH26017-PRJ-000240,Urban Water Supply/Sewerage Project - Surat (0240),Gujarat,Surat,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",50.58,3,1014.54,Government-Wasteland,False,2019-02-11,2023-05-12,1551
SIH26017-PRJ-000241,Irrigation Canal/Dam Project - Hyderabad (0241),Telangana,Hyderabad,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1829.24,44,3462.05,Government-Wasteland,False,2019-03-15,2026-11-30,2817
SIH26017-PRJ-000242,State Highway Project - Dibrugarh (0242),Assam,Dibrugarh,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",147.56,4,1219.04,Agricultural,True,2023-09-21,2032-09-12,3279
SIH26017-PRJ-000243,Industrial Corridor Project - Karimnagar (0243),Telangana,Karimnagar,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",3914.41,111,12553.66,Mixed,False,2023-02-14,2029-06-21,2319
SIH26017-PRJ-000244,Urban Water Supply/Sewerage Project - Durg (0244),Chhattisgarh,Durg,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",51.76,3,2438.96,Agricultural,False,2018-10-19,2021-10-28,1105
SIH26017-PRJ-000245,Mining Project Project - Jaipur (0245),Rajasthan,Jaipur,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",790.12,22,1417.02,Forest,False,2019-05-28,2024-11-16,1999
SIH26017-PRJ-000246,Special Economic Zone Project - Ahmedabad (0246),Gujarat,Ahmedabad,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2124.35,49,1991.16,Government-Wasteland,False,2018-09-25,2028-01-30,3414
SIH26017-PRJ-000247,Power Transmission Line Project - Jaipur (0247),Rajasthan,Jaipur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",144.84,6,121.43,Agricultural,False,2015-04-13,2019-11-03,1665
SIH26017-PRJ-000248,Airport Expansion Project - Kolkata (0248),West Bengal,Kolkata,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",123.97,2,11058.61,Mixed,False,2016-11-04,2020-12-18,1505
SIH26017-PRJ-000249,Power Transmission Line Project - Chhindwara (0249),Madhya Pradesh,Chhindwara,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",111.18,7,897.24,Government-Wasteland,True,2020-07-20,2022-03-22,610
SIH26017-PRJ-000250,Urban Metro Rail Project - Kamrup (0250),Assam,Kamrup,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",38.28,6,3497.63,Mixed,False,2017-05-26,2024-02-23,2464
SIH26017-PRJ-000251,Power Transmission Line Project - Pune (0251),Maharashtra,Pune,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",66.76,3,364.8,Government-Wasteland,True,2015-12-30,2019-11-18,1419
SIH26017-PRJ-000252,Power Transmission Line Project - Bengaluru Rural (0252),Karnataka,Bengaluru Rural,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",37.31,3,1016.08,Forest,False,2019-01-02,2021-05-31,880
SIH26017-PRJ-000253,Airport Expansion Project - Udaipur (0253),Rajasthan,Udaipur,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",728.1,22,9542.8,Homestead-Residential,False,2015-07-29,2016-04-22,268
SIH26017-PRJ-000254,National Highway Project - Khordha (0254),Odisha,Khordha,National Highway,NHAI,Linear,"National Highways Act, 1956",218.97,14,797.64,Government-Wasteland,False,2017-11-28,2025-02-07,2628
SIH26017-PRJ-000255,Power Transmission Line Project - Ranchi (0255),Jharkhand,Ranchi,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",130.8,9,84.41,Agricultural,False,2019-10-28,2023-11-14,1478
SIH26017-PRJ-000256,National Highway Project - Dibrugarh (0256),Assam,Dibrugarh,National Highway,NHAI,Linear,"National Highways Act, 1956",64.76,4,1210.35,Government-Wasteland,True,2020-11-07,2025-08-14,1741
SIH26017-PRJ-000257,State Highway Project - Varanasi (0257),Uttar Pradesh,Varanasi,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",78.89,9,378.09,Agricultural,False,2024-05-12,2026-06-29,778
SIH26017-PRJ-000258,Mining Project Project - Lucknow (0258),Uttar Pradesh,Lucknow,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",389.06,12,4450.49,Government-Wasteland,False,2016-07-26,2019-09-29,1160
SIH26017-PRJ-000259,Urban Water Supply/Sewerage Project - Kalahandi (0259),Odisha,Kalahandi,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",3.1,5,1313.64,Homestead-Residential,True,2015-01-01,2023-05-15,3056
SIH26017-PRJ-000260,Special Economic Zone Project - Chhindwara (0260),Madhya Pradesh,Chhindwara,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",1711.71,43,14011.94,Mixed,False,2019-12-20,2028-06-29,3114
SIH26017-PRJ-000261,Irrigation Canal/Dam Project - Raipur (0261),Chhattisgarh,Raipur,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1689.14,48,2090.47,Mixed,False,2015-11-08,2021-10-17,2170
SIH26017-PRJ-000262,Urban Metro Rail Project - Gaya (0262),Bihar,Gaya,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",12.33,5,888.73,Mixed,False,2015-02-07,2019-09-03,1669
SIH26017-PRJ-000263,Special Economic Zone Project - Karimnagar (0263),Telangana,Karimnagar,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",84.84,3,5189.82,Agricultural,False,2021-01-07,2023-02-11,765
SIH26017-PRJ-000264,National Highway Project - Dibrugarh (0264),Assam,Dibrugarh,National Highway,NHAI,Linear,"National Highways Act, 1956",358.21,14,5056.27,Forest,False,2021-07-31,2024-04-17,991
SIH26017-PRJ-000265,Power Transmission Line Project - Kamrup (0265),Assam,Kamrup,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",118.48,10,509.88,Agricultural,False,2018-07-27,2022-01-05,1258
SIH26017-PRJ-000266,Industrial Corridor Project - Karimnagar (0266),Telangana,Karimnagar,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",4176.48,100,1982.66,Homestead-Residential,False,2024-07-29,2034-02-10,3483
SIH26017-PRJ-000267,Mining Project Project - Alwar (0267),Rajasthan,Alwar,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",864.7,28,4621.34,Forest,False,2024-07-18,2034-09-06,3702
SIH26017-PRJ-000268,National Highway Project - Bastar (0268),Chhattisgarh,Bastar,National Highway,NHAI,Linear,"National Highways Act, 1956",73.58,5,2207.8,Homestead-Residential,True,2016-12-17,2017-10-01,288
SIH26017-PRJ-000269,Power Transmission Line Project - Gaya (0269),Bihar,Gaya,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",66.94,4,1132.39,Homestead-Residential,False,2022-10-21,2024-04-09,536
SIH26017-PRJ-000270,Industrial Corridor Project - Howrah (0270),West Bengal,Howrah,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",3164.32,87,16439.92,Agricultural,False,2021-08-09,2024-07-25,1081
SIH26017-PRJ-000271,State Highway Project - Bengaluru Rural (0271),Karnataka,Bengaluru Rural,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",64.23,5,1783.92,Agricultural,False,2017-01-26,2022-03-06,1865
SIH26017-PRJ-000272,Power Transmission Line Project - Ballari (0272),Karnataka,Ballari,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",65.08,5,828.98,Agricultural,False,2018-03-17,2023-09-03,1996
SIH26017-PRJ-000273,Urban Water Supply/Sewerage Project - Ahmedabad (0273),Gujarat,Ahmedabad,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",39.39,3,1748.62,Mixed,False,2022-05-24,2025-09-24,1219
SIH26017-PRJ-000274,Industrial Corridor Project - Belagavi (0274),Karnataka,Belagavi,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",1082.31,33,9246.5,Homestead-Residential,False,2017-03-20,2029-09-21,4568
SIH26017-PRJ-000275,Irrigation Canal/Dam Project - Cuttack (0275),Odisha,Cuttack,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",858.73,30,1541.78,Agricultural,False,2016-05-13,2018-05-10,727
SIH26017-PRJ-000276,Railway Line/Doubling Project - Durg (0276),Chhattisgarh,Durg,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",293.48,7,8813.94,Agricultural,False,2021-04-09,2028-08-22,2692
SIH26017-PRJ-000277,Renewable Energy Park Project - Karimnagar (0277),Telangana,Karimnagar,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2403.13,66,4686.44,Forest,False,2022-09-09,2025-07-10,1035
SIH26017-PRJ-000278,State Highway Project - Surat (0278),Gujarat,Surat,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",107.59,6,1588.97,Agricultural,False,2017-02-19,2022-09-26,2045
SIH26017-PRJ-000279,Mining Project Project - Ranchi (0279),Jharkhand,Ranchi,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",718.79,25,3812.7,Mixed,False,2017-06-02,2023-01-10,2048
SIH26017-PRJ-000280,Urban Water Supply/Sewerage Project - Nagpur (0280),Maharashtra,Nagpur,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",7.56,6,729.09,Homestead-Residential,False,2021-02-05,2023-09-21,958
SIH26017-PRJ-000281,Special Economic Zone Project - Kamrup (0281),Assam,Kamrup,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2874.1,82,3971.75,Homestead-Residential,False,2024-07-05,2034-11-16,3786
SIH26017-PRJ-000282,Renewable Energy Park Project - Cuttack (0282),Odisha,Cuttack,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1376.69,45,9108.63,Mixed,False,2020-07-23,2022-03-12,597
SIH26017-PRJ-000283,Power Transmission Line Project - Muzaffarpur (0283),Bihar,Muzaffarpur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",114.34,3,1331.7,Mixed,False,2022-10-24,2023-05-19,207
SIH26017-PRJ-000284,National Highway Project - Kalahandi (0284),Odisha,Kalahandi,National Highway,NHAI,Linear,"National Highways Act, 1956",112.11,4,473.47,Agricultural,False,2018-10-07,2021-02-08,855
SIH26017-PRJ-000285,State Highway Project - Muzaffarpur (0285),Bihar,Muzaffarpur,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",187.59,7,923.06,Agricultural,False,2023-04-24,2025-05-02,739
SIH26017-PRJ-000286,Mining Project Project - Jabalpur (0286),Madhya Pradesh,Jabalpur,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",71.06,7,6135.63,Forest,False,2015-03-03,2016-11-25,633
SIH26017-PRJ-000287,Mining Project Project - Gautam Buddh Nagar (0287),Uttar Pradesh,Gautam Buddh Nagar,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1505.04,34,6921.85,Government-Wasteland,False,2018-08-02,2024-12-16,2328
SIH26017-PRJ-000288,Special Economic Zone Project - Jaipur (0288),Rajasthan,Jaipur,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",1378.44,38,9328.02,Forest,False,2015-12-02,2016-06-18,199
SIH26017-PRJ-000289,State Highway Project - Rajkot (0289),Gujarat,Rajkot,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",115.19,5,516.46,Agricultural,False,2019-04-23,2022-06-26,1160
SIH26017-PRJ-000290,Irrigation Canal/Dam Project - Ernakulam (0290),Kerala,Ernakulam,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1849.48,55,4314.57,Agricultural,False,2016-03-25,2024-05-05,2963
SIH26017-PRJ-000291,Urban Water Supply/Sewerage Project - Vadodara (0291),Gujarat,Vadodara,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",54.99,3,1077.26,Government-Wasteland,False,2016-07-23,2020-07-09,1447
SIH26017-PRJ-000292,Mining Project Project - Belagavi (0292),Karnataka,Belagavi,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",149.73,3,3366.59,Forest,True,2020-12-26,2021-05-31,156
SIH26017-PRJ-000293,Mining Project Project - Karimnagar (0293),Telangana,Karimnagar,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",298.11,10,6944.67,Government-Wasteland,False,2021-04-25,2024-05-28,1129
SIH26017-PRJ-000294,State Highway Project - Jodhpur (0294),Rajasthan,Jodhpur,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",141.82,6,1396.81,Mixed,False,2017-01-29,2020-12-02,1403
SIH26017-PRJ-000295,Special Economic Zone Project - Lucknow (0295),Uttar Pradesh,Lucknow,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2430.88,55,12039.26,Agricultural,False,2022-03-24,2023-12-18,634
SIH26017-PRJ-000296,Power Transmission Line Project - Ernakulam (0296),Kerala,Ernakulam,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",20.97,2,712.02,Agricultural,False,2018-06-14,2020-12-01,901
SIH26017-PRJ-000297,Irrigation Canal/Dam Project - Warangal (0297),Telangana,Warangal,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1215.3,33,3327.9,Agricultural,False,2021-04-06,2021-08-13,129
SIH26017-PRJ-000298,Industrial Corridor Project - Raipur (0298),Chhattisgarh,Raipur,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",2512.19,58,14466.56,Homestead-Residential,False,2020-07-26,2025-04-16,1725
SIH26017-PRJ-000299,Power Transmission Line Project - Bengaluru Rural (0299),Karnataka,Bengaluru Rural,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",78.42,9,376.41,Homestead-Residential,False,2020-12-12,2023-02-17,797
SIH26017-PRJ-000300,Urban Water Supply/Sewerage Project - Bastar (0300),Chhattisgarh,Bastar,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",58.36,4,992.27,Agricultural,False,2015-10-12,2018-05-22,953
SIH26017-PRJ-000301,Power Transmission Line Project - Sundargarh (0301),Odisha,Sundargarh,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",123.48,7,398.46,Government-Wasteland,False,2018-01-13,2021-09-04,1330
SIH26017-PRJ-000302,National Highway Project - Lucknow (0302),Uttar Pradesh,Lucknow,National Highway,NHAI,Linear,"National Highways Act, 1956",362.8,20,5889.77,Agricultural,True,2018-12-21,2024-01-08,1844
SIH26017-PRJ-000303,Urban Water Supply/Sewerage Project - Varanasi (0303),Uttar Pradesh,Varanasi,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",20.55,2,356.29,Homestead-Residential,False,2022-05-12,2025-01-15,979
SIH26017-PRJ-000304,Power Transmission Line Project - Muzaffarpur (0304),Bihar,Muzaffarpur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",120.23,4,1366.94,Government-Wasteland,False,2021-10-29,2023-03-28,515
SIH26017-PRJ-000305,National Highway Project - Paschimi Singhbhum (0305),Jharkhand,Paschimi Singhbhum,National Highway,NHAI,Linear,"National Highways Act, 1956",268.4,9,2233.0,Agricultural,True,2020-07-25,2028-05-05,2841
SIH26017-PRJ-000306,Urban Water Supply/Sewerage Project - Ballari (0306),Karnataka,Ballari,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",8.02,5,1237.37,Agricultural,False,2019-12-07,2021-11-24,718
SIH26017-PRJ-000307,Urban Water Supply/Sewerage Project - Indore (0307),Madhya Pradesh,Indore,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",14.87,3,2164.17,Government-Wasteland,False,2018-04-02,2020-09-29,911
SIH26017-PRJ-000308,National Highway Project - Gautam Buddh Nagar (0308),Uttar Pradesh,Gautam Buddh Nagar,National Highway,NHAI,Linear,"National Highways Act, 1956",340.86,5,2724.41,Agricultural,False,2020-10-07,2022-11-30,784
SIH26017-PRJ-000309,Power Transmission Line Project - Gaya (0309),Bihar,Gaya,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",31.87,5,1260.31,Homestead-Residential,False,2019-12-08,2022-01-04,758
SIH26017-PRJ-000310,National Highway Project - Raipur (0310),Chhattisgarh,Raipur,National Highway,NHAI,Linear,"National Highways Act, 1956",238.57,8,3655.21,Government-Wasteland,False,2016-08-18,2017-10-10,418
SIH26017-PRJ-000311,Renewable Energy Park Project - Madurai (0311),Tamil Nadu,Madurai,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",967.57,20,4628.11,Agricultural,False,2022-06-23,2023-06-02,344
SIH26017-PRJ-000312,Renewable Energy Park Project - Bastar (0312),Chhattisgarh,Bastar,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1069.52,32,4996.34,Forest,True,2019-06-18,2020-11-19,520
SIH26017-PRJ-000313,Urban Metro Rail Project - Sundargarh (0313),Odisha,Sundargarh,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",36.91,8,12504.11,Homestead-Residential,False,2024-01-22,2031-02-05,2571
SIH26017-PRJ-000314,Airport Expansion Project - Kalahandi (0314),Odisha,Kalahandi,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",182.48,7,7663.41,Mixed,False,2024-09-18,2030-02-17,1978
SIH26017-PRJ-000315,State Highway Project - Alwar (0315),Rajasthan,Alwar,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",97.69,9,225.35,Agricultural,False,2017-07-03,2023-02-12,2050
SIH26017-PRJ-000316,Renewable Energy Park Project - Belagavi (0316),Karnataka,Belagavi,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2023.11,51,308.52,Forest,False,2020-03-20,2025-03-28,1834
SIH26017-PRJ-000317,Urban Metro Rail Project - Jabalpur (0317),Madhya Pradesh,Jabalpur,Urban Metro Rail,State Metro Rail Corp,Linear,"RFCTLARR Act, 2013",72.37,5,10106.18,Agricultural,False,2015-09-24,2018-07-06,1016
SIH26017-PRJ-000318,National Highway Project - Rajkot (0318),Gujarat,Rajkot,National Highway,NHAI,Linear,"National Highways Act, 1956",131.2,2,3557.11,Government-Wasteland,False,2023-06-24,2026-12-23,1278
SIH26017-PRJ-000319,Renewable Energy Park Project - Udaipur (0319),Rajasthan,Udaipur,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",2785.51,60,2591.94,Agricultural,False,2019-02-24,2029-01-01,3599
SIH26017-PRJ-000320,Railway Line/Doubling Project - Ahmedabad (0320),Gujarat,Ahmedabad,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",349.28,15,5579.83,Homestead-Residential,False,2019-06-16,2029-04-03,3579
SIH26017-PRJ-000321,Airport Expansion Project - Dibrugarh (0321),Assam,Dibrugarh,Airport Expansion,Airports Authority of India,Point,"RFCTLARR Act, 2013",982.1,23,8471.68,Agricultural,False,2022-05-04,2031-08-03,3378
SIH26017-PRJ-000322,National Highway Project - Ballari (0322),Karnataka,Ballari,National Highway,NHAI,Linear,"National Highways Act, 1956",168.49,10,1765.17,Agricultural,False,2021-03-26,2023-08-05,862
SIH26017-PRJ-000323,Power Transmission Line Project - Udaipur (0323),Rajasthan,Udaipur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",127.65,2,1349.13,Homestead-Residential,False,2019-02-28,2022-01-28,1065
SIH26017-PRJ-000324,Railway Line/Doubling Project - Purba Bardhaman (0324),West Bengal,Purba Bardhaman,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",452.41,24,4060.79,Forest,False,2021-10-14,2025-07-10,1365
SIH26017-PRJ-000325,Renewable Energy Park Project - Gaya (0325),Bihar,Gaya,Renewable Energy Park,State Renewable Energy Agency,Area,"RFCTLARR Act, 2013",1605.49,39,2567.67,Agricultural,False,2024-09-11,2028-08-25,1444
SIH26017-PRJ-000326,Industrial Corridor Project - Vadodara (0326),Gujarat,Vadodara,Industrial Corridor,State Industrial Dev. Corp,Area,"RFCTLARR Act, 2013",603.42,21,18085.06,Government-Wasteland,False,2017-11-17,2023-01-19,1889
SIH26017-PRJ-000327,National Highway Project - Agra (0327),Uttar Pradesh,Agra,National Highway,NHAI,Linear,"National Highways Act, 1956",288.05,9,1731.23,Agricultural,True,2023-10-05,2025-12-21,808
SIH26017-PRJ-000328,Urban Water Supply/Sewerage Project - Coimbatore (0328),Tamil Nadu,Coimbatore,Urban Water Supply/Sewerage,State Water/Municipal Board,Point,"RFCTLARR Act, 2013",59.68,3,1692.1,Agricultural,False,2019-04-19,2026-08-06,2666
SIH26017-PRJ-000329,Special Economic Zone Project - Kolkata (0329),West Bengal,Kolkata,Special Economic Zone,State SEZ Authority,Area,"RFCTLARR Act, 2013",2372.76,69,1222.47,Forest,False,2020-05-30,2029-07-31,3349
SIH26017-PRJ-000330,National Highway Project - Bastar (0330),Chhattisgarh,Bastar,National Highway,NHAI,Linear,"National Highways Act, 1956",31.9,4,5183.86,Agricultural,False,2020-03-26,2025-10-30,2044
SIH26017-PRJ-000331,National Highway Project - Sundargarh (0331),Odisha,Sundargarh,National Highway,NHAI,Linear,"National Highways Act, 1956",340.64,10,3014.82,Agricultural,True,2015-07-05,2022-06-05,2527
SIH26017-PRJ-000332,Power Transmission Line Project - Purba Bardhaman (0332),West Bengal,Purba Bardhaman,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",74.92,7,277.2,Agricultural,False,2022-10-09,2025-04-30,934
SIH26017-PRJ-000333,National Highway Project - Kalahandi (0333),Odisha,Kalahandi,National Highway,NHAI,Linear,"National Highways Act, 1956",361.84,13,3210.37,Forest,False,2018-05-01,2019-03-19,322
SIH26017-PRJ-000334,National Highway Project - Patna (0334),Bihar,Patna,National Highway,NHAI,Linear,"National Highways Act, 1956",354.15,8,3960.18,Forest,False,2022-06-25,2023-04-10,289
SIH26017-PRJ-000335,Mining Project Project - Vadodara (0335),Gujarat,Vadodara,Mining Project,State Mining Corp,Area,"Coal Bearing Areas Acquisition Act, 1957",1989.01,43,3980.32,Mixed,False,2022-07-31,2030-05-29,2859
SIH26017-PRJ-000336,State Highway Project - Indore (0336),Madhya Pradesh,Indore,State Highway,State PWD,Linear,"RFCTLARR Act, 2013",194.48,5,1981.84,Government-Wasteland,True,2019-08-17,2021-04-25,617
SIH26017-PRJ-000337,Power Transmission Line Project - Raipur (0337),Chhattisgarh,Raipur,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",7.28,3,778.61,Agricultural,False,2022-12-06,2027-07-19,1686
SIH26017-PRJ-000338,Power Transmission Line Project - Durg (0338),Chhattisgarh,Durg,Power Transmission Line,POWERGRID/State Transco,Linear,"RFCTLARR Act, 2013",147.27,8,787.99,Agricultural,False,2015-12-28,2018-06-15,900
SIH26017-PRJ-000339,Irrigation Canal/Dam Project - Purulia (0339),West Bengal,Purulia,Irrigation Canal/Dam,State Irrigation Dept,Linear,"RFCTLARR Act, 2013",1283.91,42,1437.6,Forest,True,2016-05-29,2023-04-12,2509
SIH26017-PRJ-000340,Railway Line/Doubling Project - Sundargarh (0340),Odisha,Sundargarh,Railway Line/Doubling,Indian Railways,Linear,"Railways Act, 1989",277.96,8,5916.26,Mixed,False,2015-12-16,2023-02-06,2609
