project_id,total_compensation_assessed_inr,compensation_disbursed_inr,percent_disbursed,number_of_beneficiaries,number_paid,disbursement_start_date,last_disbursement_date,solatium_percent,market_value_multiplier,compensation_dispute_flag,mode_of_payment,pending_compensation_inr
SIH26017-PRJ-000384,74911136.44,68169134.16,91.0,52,48,2021-12-02,2026-08-15,100.0,1.23,False,Direct Bank Transfer,6742002.28
SIH26017-PRJ-000385,33231911060.19,20337929568.84,61.2,2797,1666,2018-06-23,2026-08-15,100.0,1.25,True,Direct Bank Transfer,12893981491.35
SIH26017-PRJ-000386,1927661088.07,1227920113.1,63.7,144,96,2024-01-17,2025-07-11,100.0,1.0,False,Direct Bank Transfer,699740974.97
SIH26017-PRJ-000387,537372762.13,342306449.48,63.7,68,42,2024-03-30,2026-08-15,100.0,1.62,False,Direct Bank Transfer,195066312.65
SIH26017-PRJ-000388,2122746255.94,1696074258.5,79.9,2808,2195,2020-05-03,2026-08-15,100.0,1.0,False,Direct Bank Transfer,426671997.44
SIH26017-PRJ-000389,77581973947.53,0.0,0.0,4500,0,,,100.0,1.37,False,Direct Bank Transfer,77581973947.53
SIH26017-PRJ-000390,3430082086.74,1409763737.65,41.1,256,107,2024-07-10,2025-09-18,100.0,2.0,False,Mixed,2020318349.09
SIH26017-PRJ-000391,13433186297.74,0.0,0.0,919,0,,,100.0,1.81,False,Land-for-Land,13433186297.74
SIH26017-PRJ-000392,19728868194.49,0.0,0.0,1879,0,,,100.0,1.15,False,Mixed,19728868194.49
SIH26017-PRJ-000393,1112983727.17,701179748.12,63.0,201,133,2019-09-17,2026-08-15,100.0,1.04,False,Mixed,411803979.05
SIH26017-PRJ-000394,7200125710.55,0.0,0.0,437,0,,,100.0,2.0,False,Cheque,7200125710.55
SIH26017-PRJ-000395,883255594.88,550268235.61,62.3,63,38,2019-05-09,2026-08-15,100.0,1.98,False,Land-for-Land,332987359.27
SIH26017-PRJ-000396,1077393239.0,808044929.25,75.0,159,120,2019-01-02,2026-08-15,100.0,1.78,False,Direct Bank Transfer,269348309.75
SIH26017-PRJ-000397,2420632828.6,0.0,0.0,222,0,,,100.0,1.06,False,Mixed,2420632828.6
SIH26017-PRJ-000398,834347113.16,679992897.23,81.5,172,139,2017-12-20,2026-08-15,100.0,1.3,False,Direct Bank Transfer,154354215.93
SIH26017-PRJ-000399,370560350.29,241605348.39,65.2,41,28,2023-06-24,2026-08-15,100.0,1.4,False,Direct Bank Transfer,128955001.9
SIH26017-PRJ-000400,15947692315.63,10732796928.42,67.3,2406,1598,2019-01-10,2025-06-01,100.0,1.55,False,Mixed,5214895387.21
SIH26017-PRJ-000401,391220398.98,138883241.64,35.5,50,18,2026-03-02,2026-01-01,100.0,1.25,False,Direct Bank Transfer,252337157.34
SIH26017-PRJ-000402,192360069.47,115800761.82,60.2,137,82,2021-02-04,2026-08-15,100.0,1.59,True,Direct Bank Transfer,76559307.65
SIH26017-PRJ-000403,12911836595.77,0.0,0.0,1015,0,,,100.0,1.64,False,Direct Bank Transfer,12911836595.77
SIH26017-PRJ-000404,1664156510.02,986844810.44,59.3,138,81,2020-11-30,2026-08-15,100.0,1.74,False,Mixed,677311699.58
SIH26017-PRJ-000405,559862460.4,377347298.31,67.4,110,76,2021-02-27,2026-08-15,100.0,1.52,False,Cheque,182515162.09
SIH26017-PRJ-000406,41256193842.2,34943996184.34,84.7,2863,2510,2020-12-17,2026-08-15,100.0,1.83,False,Mixed,6312197657.86
SIH26017-PRJ-000407,27612167648.42,0.0,0.0,1867,0,,,100.0,1.62,False,Land-for-Land,27612167648.42
SIH26017-PRJ-000408,72096230.54,53134921.91,73.7,26,20,2023-02-26,2026-08-15,100.0,1.55,True,Direct Bank Transfer,18961308.63
SIH26017-PRJ-000409,4698984217.56,3411462541.95,72.6,1778,1303,2023-06-16,2026-08-15,100.0,1.29,False,Direct Bank Transfer,1287521675.61
SIH26017-PRJ-000410,1107685134.72,665718765.97,60.1,125,70,2022-05-07,2026-08-15,100.0,1.38,False,Mixed,441966368.75
SIH26017-PRJ-000411,226520638.82,137498027.76,60.7,228,145,2023-02-04,2026-08-15,100.0,1.66,True,Direct Bank Transfer,89022611.06
SIH26017-PRJ-000412,110540643.74,0.0,0.0,24,0,,,100.0,1.48,False,Mixed,110540643.74
SIH26017-PRJ-000413,2339195479.35,1735683045.68,74.2,193,139,2024-10-28,2026-08-15,100.0,1.95,False,Mixed,603512433.67
SIH26017-PRJ-000414,10378680217.26,0.0,0.0,1612,0,,,100.0,1.19,False,Land-for-Land,10378680217.26
SIH26017-PRJ-000415,40841283489.98,16213989545.52,39.7,4500,1700,2022-12-06,2025-03-06,100.0,1.47,False,Direct Bank Transfer,24627293944.46
SIH26017-PRJ-000416,668524971.32,596992799.39,89.3,66,61,2024-02-07,2026-08-15,100.0,1.58,False,Direct Bank Transfer,71532171.93
SIH26017-PRJ-000417,261163585.11,18281450.96,7.0,11,1,,2022-01-17,100.0,1.19,False,Land-for-Land,242882134.15
SIH26017-PRJ-000418,4764238755.26,0.0,0.0,377,0,,,100.0,1.11,False,Cheque,4764238755.26
SIH26017-PRJ-000419,289556406.04,229328673.58,79.2,48,38,2022-10-10,2026-08-15,100.0,1.12,False,Land-for-Land,60227732.46
SIH26017-PRJ-000420,119032695.86,57849890.19,48.6,44,22,2024-01-05,2025-10-16,100.0,1.11,False,Direct Bank Transfer,61182805.67
SIH26017-PRJ-000421,1088275320.12,982712614.07,90.3,118,103,2016-09-27,2026-08-15,100.0,1.3,False,Land-for-Land,105562706.05
SIH26017-PRJ-000422,12535168198.84,0.0,0.0,1090,0,,,100.0,1.33,False,Cheque,12535168198.84
SIH26017-PRJ-000423,2954993463.71,1994620588.0,67.5,176,118,2020-11-10,2026-08-15,100.0,1.6,False,Direct Bank Transfer,960372875.71
SIH26017-PRJ-000424,3689274418.19,3394132464.73,92.0,297,269,2016-11-04,2026-08-15,100.0,1.09,True,Land-for-Land,295141953.46
SIH26017-PRJ-000425,238189231.31,145533620.33,61.1,93,57,2018-04-11,2026-08-15,100.0,1.26,False,Mixed,92655610.98
SIH26017-PRJ-000426,312489406.11,199680730.5,63.9,53,32,2025-08-09,2025-12-15,100.0,2.0,False,Direct Bank Transfer,112808675.61
SIH26017-PRJ-000427,12487266875.68,0.0,0.0,985,0,,,100.0,1.77,False,Mixed,12487266875.68
SIH26017-PRJ-000428,16162291249.81,11362090748.62,70.3,2073,1454,2018-02-22,2026-08-15,100.0,1.22,False,Mixed,4800200501.19
SIH26017-PRJ-000429,17215180839.88,12618727555.63,73.3,2283,1729,2021-09-21,2026-08-15,100.0,1.69,True,Direct Bank Transfer,4596453284.25
SIH26017-PRJ-000430,720300349.26,438662912.7,60.9,92,57,2021-09-07,2026-08-15,100.0,1.2,False,Direct Bank Transfer,281637436.56
SIH26017-PRJ-000431,21977092889.36,14922446071.88,67.9,2268,1523,2021-10-24,2026-08-15,100.0,1.1,False,Direct Bank Transfer,7054646817.48
SIH26017-PRJ-000432,1650010052.47,311851899.92,18.9,1528,290,2021-11-25,2024-07-05,100.0,1.02,False,Direct Bank Transfer,1338158152.55
SIH26017-PRJ-000433,8206914605.65,5244218433.01,63.9,737,492,2023-10-31,2026-08-15,100.0,1.38,False,Direct Bank Transfer,2962696172.64
SIH26017-PRJ-000434,34964564408.9,0.0,0.0,2730,0,,,100.0,1.39,False,Cheque,34964564408.9
SIH26017-PRJ-000435,5867748456.0,4541637304.94,77.4,394,308,2021-01-28,2026-08-15,100.0,1.75,False,Direct Bank Transfer,1326111151.06
SIH26017-PRJ-000436,720233321.51,556740357.53,77.3,32,25,2019-06-18,2026-08-15,100.0,1.61,False,Direct Bank Transfer,163492963.98
SIH26017-PRJ-000437,861285006.72,698502140.45,81.1,282,234,2018-10-19,2026-08-15,100.0,1.07,False,Mixed,162782866.27
SIH26017-PRJ-000438,28604183705.54,18106448285.61,63.3,1844,1209,2023-12-16,2026-08-15,100.0,1.84,False,Land-for-Land,10497735419.93
SIH26017-PRJ-000439,2933612254.14,827278655.67,28.2,641,179,2024-04-26,2025-02-09,100.0,1.05,False,Land-for-Land,2106333598.47
SIH26017-PRJ-000440,27070499849.65,18543292397.01,68.5,2678,1918,2024-09-13,2026-08-01,100.0,1.09,False,Land-for-Land,8527207452.64
SIH26017-PRJ-000441,9203622171.2,4841105262.05,52.6,923,467,2021-11-18,2026-08-15,100.0,1.12,False,Land-for-Land,4362516909.15
SIH26017-PRJ-000442,1695272634.55,1695272634.55,100.0,137,137,2020-01-26,2026-08-15,100.0,1.33,False,Direct Bank Transfer,0.0
SIH26017-PRJ-000443,2185654854.43,1440346549.07,65.9,202,124,2019-06-22,2026-08-15,100.0,1.35,False,Direct Bank Transfer,745308305.36
SIH26017-PRJ-000444,575909625.66,0.0,0.0,44,0,,,100.0,1.12,False,Direct Bank Transfer,575909625.66
SIH26017-PRJ-000445,4456168377.96,3114861696.19,69.9,308,221,2022-11-21,2026-08-15,100.0,1.01,False,Direct Bank Transfer,1341306681.77
SIH26017-PRJ-000446,168056731.98,149570491.46,89.0,64,59,2022-05-08,2026-08-15,100.0,1.77,False,Cheque,18486240.52
SIH26017-PRJ-000447,9265847394.18,0.0,0.0,2526,0,,,100.0,1.61,False,Direct Bank Transfer,9265847394.18
SIH26017-PRJ-000448,14136433250.76,5965574831.82,42.2,1514,635,2024-02-15,2025-05-07,100.0,1.64,False,Direct Bank Transfer,8170858418.94
SIH26017-PRJ-000449,1655696184.75,1539797451.82,93.0,174,162,2019-09-29,2026-08-15,100.0,1.43,False,Direct Bank Transfer,115898732.93
SIH26017-PRJ-000450,1245216261.75,0.0,0.0,67,0,,,100.0,1.83,False,Mixed,1245216261.75
SIH26017-PRJ-000451,57951391886.36,0.0,0.0,3556,0,,,100.0,1.36,False,Land-for-Land,57951391886.36
SIH26017-PRJ-000452,1329647853.4,929423849.53,69.9,115,79,2025-11-30,2026-04-21,100.0,1.52,False,Direct Bank Transfer,400224003.87
SIH26017-PRJ-000453,639249284.0,405923295.34,63.5,42,26,2017-09-17,2026-08-15,100.0,1.52,False,Cheque,233325988.66
SIH26017-PRJ-000454,793855151.07,0.0,0.0,739,0,,,100.0,1.15,False,Mixed,793855151.07
SIH26017-PRJ-000455,8642879415.09,6464873802.49,74.8,589,460,2022-06-25,2026-08-15,100.0,1.3,False,Direct Bank Transfer,2178005612.6
SIH26017-PRJ-000456,48859772.17,31954291.0,65.4,6,4,2018-08-03,2026-08-15,100.0,1.32,False,Direct Bank Transfer,16905481.17
SIH26017-PRJ-000457,13026992660.87,3608476967.06,27.7,869,241,2025-01-04,2024-10-06,100.0,1.44,False,Direct Bank Transfer,9418515693.81
SIH26017-PRJ-000458,950649452.01,816607879.28,85.9,123,102,2019-05-16,2026-08-15,100.0,1.0,False,Direct Bank Transfer,134041572.73
SIH26017-PRJ-000459,4806053301.33,3027813579.84,63.0,449,290,2025-11-02,2026-02-15,100.0,1.69,False,Direct Bank Transfer,1778239721.49
SIH26017-PRJ-000460,27166519.92,23200208.01,85.4,3,3,2018-01-02,2026-08-15,100.0,1.84,False,Cheque,3966311.91
SIH26017-PRJ-000461,1010625616.05,0.0,0.0,185,0,,,100.0,1.84,False,Direct Bank Transfer,1010625616.05
SIH26017-PRJ-000462,1266725899.46,76003553.97,6.0,687,42,,2025-01-11,100.0,1.4,False,Direct Bank Transfer,1190722345.49
SIH26017-PRJ-000463,359288098.22,294975528.64,82.1,101,85,2024-01-23,2026-08-15,100.0,1.43,True,Land-for-Land,64312569.58
SIH26017-PRJ-000464,1533901914.93,1435732192.37,93.6,154,141,2019-08-17,2026-08-15,100.0,1.71,False,Cheque,98169722.56
SIH26017-PRJ-000465,20687337423.72,0.0,0.0,2484,0,,,100.0,1.54,False,Land-for-Land,20687337423.72
SIH26017-PRJ-000466,3163071781.99,2173030314.23,68.7,217,157,2023-04-24,2026-08-15,100.0,1.55,True,Direct Bank Transfer,990041467.76
SIH26017-PRJ-000467,7129478785.3,0.0,0.0,627,0,,,100.0,1.63,False,Mixed,7129478785.3
SIH26017-PRJ-000468,1210717004.15,757908844.6,62.6,72,44,2022-10-16,2026-08-15,100.0,1.42,True,Cheque,452808159.55
SIH26017-PRJ-000469,864620685.69,568920411.18,65.8,52,35,2024-10-23,2026-04-16,100.0,1.82,True,Cheque,295700274.51
SIH26017-PRJ-000470,10180262862.24,906043394.74,8.9,1540,137,,2023-03-15,100.0,1.62,False,Land-for-Land,9274219467.5
SIH26017-PRJ-000471,633688574.18,0.0,0.0,131,0,,,100.0,1.58,False,Mixed,633688574.18
SIH26017-PRJ-000472,2191229514.98,2040034678.45,93.1,154,147,2024-12-09,2026-08-15,100.0,1.31,False,Direct Bank Transfer,151194836.53
SIH26017-PRJ-000473,719825127.28,601773806.41,83.6,96,80,2021-01-31,2026-08-15,100.0,1.37,False,Direct Bank Transfer,118051320.87
SIH26017-PRJ-000474,11714344.63,10132908.1,86.5,6,5,2017-01-05,2026-08-15,100.0,1.53,False,Direct Bank Transfer,1581436.53
SIH26017-PRJ-000475,34209006367.59,25212037692.91,73.7,3457,2535,2020-03-24,2026-08-15,100.0,1.54,True,Direct Bank Transfer,8996968674.68
SIH26017-PRJ-000476,5848747957.52,5240478169.94,89.6,711,652,2021-12-14,2026-08-15,100.0,1.5,False,Land-for-Land,608269787.58
SIH26017-PRJ-000477,1005673321.68,830686163.71,82.6,96,79,2018-09-15,2026-08-15,100.0,1.49,False,Mixed,174987157.97
SIH26017-PRJ-000478,15023971415.34,0.0,0.0,1346,0,,,100.0,1.1,False,Cheque,15023971415.34
SIH26017-PRJ-000479,409226476.15,251674282.83,61.5,68,41,2025-06-22,2026-02-16,100.0,1.64,False,Mixed,157552193.32
SIH26017-PRJ-000480,165108409.51,142158340.59,86.1,47,42,2018-01-30,2026-08-15,100.0,1.86,False,Direct Bank Transfer,22950068.92
SIH26017-PRJ-000481,22372422166.18,12797025479.05,57.2,1496,871,2021-01-25,2026-08-15,100.0,1.54,False,Direct Bank Transfer,9575396687.13
SIH26017-PRJ-000482,17058037817.1,15676336753.91,91.9,1690,1569,2021-02-25,2026-08-15,100.0,1.82,False,Direct Bank Transfer,1381701063.19
SIH26017-PRJ-000483,1840376845.06,0.0,0.0,104,0,,,100.0,1.37,False,Land-for-Land,1840376845.06
SIH26017-PRJ-000484,563832993.74,272895168.97,48.4,247,117,2020-10-24,2026-08-15,100.0,1.41,False,Direct Bank Transfer,290937824.77
SIH26017-PRJ-000485,5267385848.25,3550218061.72,67.4,311,203,2022-04-10,2026-08-15,100.0,2.0,False,Direct Bank Transfer,1717167786.53
SIH26017-PRJ-000486,1935140034.94,317362965.73,16.4,227,36,2026-07-02,2025-05-03,100.0,1.49,False,Direct Bank Transfer,1617777069.21
SIH26017-PRJ-000487,5351432433.94,3317888109.04,62.0,1468,904,2019-11-13,2026-08-15,100.0,1.75,False,Direct Bank Transfer,2033544324.9
SIH26017-PRJ-000488,1518937794.56,1098192025.47,72.3,169,128,2020-11-08,2026-08-15,100.0,1.43,True,Direct Bank Transfer,420745769.09
SIH26017-PRJ-000489,9092737442.18,6592234645.58,72.5,654,453,2023-09-29,2026-08-15,100.0,1.95,True,Land-for-Land,2500502796.6
SIH26017-PRJ-000490,1572427383.38,0.0,0.0,135,0,,,100.0,1.37,False,Direct Bank Transfer,1572427383.38
SIH26017-PRJ-000491,6074271195.16,1949841053.65,32.1,382,121,2025-08-25,2025-08-24,100.0,1.24,False,Mixed,4124430141.51
SIH26017-PRJ-000492,2721591056.68,0.0,0.0,241,0,,,100.0,1.38,False,Mixed,2721591056.68
SIH26017-PRJ-000493,3851865180.41,3035269762.16,78.8,380,303,2020-05-31,2026-08-15,100.0,1.77,False,Direct Bank Transfer,816595418.25
SIH26017-PRJ-000494,2993953918.3,1320333677.97,44.1,435,186,2025-09-09,2025-12-30,100.0,1.73,False,Direct Bank Transfer,1673620240.33
SIH26017-PRJ-000495,577210113.24,294954367.87,51.1,28,14,2018-07-03,2026-08-15,100.0,1.41,False,Direct Bank Transfer,282255745.37
SIH26017-PRJ-000496,28252301843.19,17007885709.6,60.2,1911,1116,2020-12-23,2025-09-28,100.0,1.31,False,Direct Bank Transfer,11244416133.59
SIH26017-PRJ-000497,22731163128.18,5500941477.02,24.2,1306,311,2026-01-04,2025-04-13,100.0,1.8,False,Cheque,17230221651.16
SIH26017-PRJ-000498,2320036410.39,1730747162.15,74.6,176,130,2020-03-21,2026-08-15,100.0,1.57,False,Direct Bank Transfer,589289248.24
SIH26017-PRJ-000499,788950856.08,689543048.21,87.4,59,54,2019-01-03,2026-08-15,100.0,1.42,False,Direct Bank Transfer,99407807.87
SIH26017-PRJ-000500,1183077832.5,392781840.39,33.2,1333,447,2025-07-29,2025-08-16,100.0,1.47,False,Mixed,790295992.11
SIH26017-PRJ-000501,14708894813.49,9560781628.77,65.0,1111,736,2025-05-23,2026-07-15,100.0,1.03,False,Land-for-Land,5148113184.72
SIH26017-PRJ-000502,302248294.15,262956015.91,87.0,35,31,2024-02-16,2026-08-15,100.0,1.3,False,Mixed,39292278.24
SIH26017-PRJ-000503,256800298.57,210576244.83,82.0,148,123,2020-03-17,2026-08-15,100.0,1.39,False,Direct Bank Transfer,46224053.74
SIH26017-PRJ-000504,299633359.49,194462050.31,64.9,16,11,2017-08-19,2026-08-15,100.0,1.36,False,Direct Bank Transfer,105171309.18
SIH26017-PRJ-000505,2338275096.31,633672551.1,27.1,1973,538,2020-03-11,2023-02-11,100.0,1.11,False,Direct Bank Transfer,1704602545.21
SIH26017-PRJ-000506,15382589174.56,13090583387.55,85.1,924,742,2018-11-01,2026-08-15,100.0,1.38,False,Mixed,2292005787.01
SIH26017-PRJ-000507,5337037395.61,4605863272.41,86.3,545,487,2019-07-01,2026-08-15,100.0,1.58,False,Direct Bank Transfer,731174123.2
SIH26017-PRJ-000508,2520125515.78,839201796.75,33.3,189,64,2026-01-07,2025-11-10,100.0,1.05,False,Direct Bank Transfer,1680923719.03
SIH26017-PRJ-000509,11032746183.12,0.0,0.0,1024,0,,,100.0,1.4,False,Direct Bank Transfer,11032746183.12
SIH26017-PRJ-000510,870838141.65,547757191.1,62.9,57,36,2024-05-06,2026-08-15,100.0,1.57,False,Land-for-Land,323080950.55
SIH26017-PRJ-000511,2115109988.22,0.0,0.0,148,0,,,100.0,1.85,False,Land-for-Land,2115109988.22
SIH26017-PRJ-000512,4515691431.09,266425794.43,5.9,309,19,,2025-03-04,100.0,2.0,False,Land-for-Land,4249265636.66
SIH26017-PRJ-000513,17578724927.37,11092175429.17,63.1,1066,667,2021-10-11,2026-08-15,100.0,1.12,True,Direct Bank Transfer,6486549498.2
SIH26017-PRJ-000514,19034414570.1,14808774535.54,77.8,1126,834,2021-12-02,2026-08-15,100.0,1.5,False,Mixed,4225640034.56
SIH26017-PRJ-000515,19828021446.59,3945776267.87,19.9,1562,303,2026-01-04,2025-01-18,100.0,1.73,False,Direct Bank Transfer,15882245178.72
SIH26017-PRJ-000516,41091125576.89,13765527068.26,33.5,3102,1026,2024-04-29,2024-09-09,100.0,1.86,False,Direct Bank Transfer,27325598508.63
SIH26017-PRJ-000517,1923860655.91,1854601672.3,96.4,177,172,2022-02-11,2026-08-15,100.0,1.0,False,Direct Bank Transfer,69258983.61
SIH26017-PRJ-000518,12571649247.04,0.0,0.0,1085,0,,,100.0,1.7,False,Direct Bank Transfer,12571649247.04
SIH26017-PRJ-000519,6012853122.5,469002543.56,7.8,372,29,,2023-03-23,100.0,1.28,False,Direct Bank Transfer,5543850578.94
SIH26017-PRJ-000520,2592218688.46,756927857.03,29.2,161,47,2016-09-06,2022-09-30,100.0,1.36,False,Direct Bank Transfer,1835290831.43
SIH26017-PRJ-000521,1016608169.39,0.0,0.0,110,0,,,100.0,1.0,False,Direct Bank Transfer,1016608169.39
SIH26017-PRJ-000522,1178344762.25,908503811.69,77.1,169,129,2019-01-17,2026-08-15,100.0,1.0,False,Direct Bank Transfer,269840950.56
SIH26017-PRJ-000523,2372641237.76,1508999827.22,63.6,185,116,2024-04-17,2026-08-15,100.0,1.38,False,Direct Bank Transfer,863641410.54
SIH26017-PRJ-000524,21332266578.95,0.0,0.0,1384,0,,,100.0,1.57,False,Mixed,21332266578.95
SIH26017-PRJ-000525,247429376.9,140292456.7,56.7,27,15,2023-05-17,2026-08-15,100.0,1.55,False,Direct Bank Transfer,107136920.2
SIH26017-PRJ-000526,405675000.19,0.0,0.0,71,0,,,100.0,1.56,False,Cheque,405675000.19
SIH26017-PRJ-000527,6022708299.93,4878393722.94,81.0,461,353,2021-07-19,2026-08-15,100.0,1.2,True,Direct Bank Transfer,1144314576.99
SIH26017-PRJ-000528,101890387360.13,73055407737.21,71.7,4500,3281,2019-07-09,2026-08-15,100.0,1.64,False,Mixed,28834979622.92
SIH26017-PRJ-000529,178821216.69,30220785.62,16.9,89,15,2026-06-19,2025-10-24,100.0,1.22,False,Direct Bank Transfer,148600431.07
SIH26017-PRJ-000530,721734700.33,482840514.52,66.9,134,87,2019-12-22,2026-08-15,100.0,1.34,False,Direct Bank Transfer,238894185.81
SIH26017-PRJ-000531,4751101445.75,3054958229.62,64.3,1705,1028,2022-07-12,2026-08-15,100.0,1.81,False,Cheque,1696143216.13
SIH26017-PRJ-000532,19566004445.21,14576673311.68,74.5,1363,1008,2019-01-04,2026-08-15,100.0,1.49,False,Mixed,4989331133.53
SIH26017-PRJ-000533,1191390243.01,692197731.19,58.1,543,302,2021-02-10,2026-08-15,100.0,1.39,True,Land-for-Land,499192511.82
SIH26017-PRJ-000534,139994118.75,0.0,0.0,54,0,,,100.0,2.0,False,Direct Bank Transfer,139994118.75
SIH26017-PRJ-000535,230731853.57,0.0,0.0,27,0,,,100.0,1.7,False,Direct Bank Transfer,230731853.57
SIH26017-PRJ-000536,27253538005.61,22347901164.6,82.0,1621,1311,2024-04-25,2026-05-11,100.0,1.5,True,Mixed,4905636841.01
SIH26017-PRJ-000537,8133497346.03,4668627476.62,57.4,625,372,2022-02-13,2026-08-15,100.0,1.16,False,Land-for-Land,3464869869.41
SIH26017-PRJ-000538,4640498770.53,232024938.53,5.0,3150,163,,2024-12-31,100.0,1.21,False,Mixed,4408473832.0
SIH26017-PRJ-000539,1861148144.99,1291636812.62,69.4,696,465,2020-11-22,2026-08-15,100.0,1.57,False,Cheque,569511332.37
SIH26017-PRJ-000540,310534060.48,264885553.59,85.3,14,12,2019-03-24,2026-08-15,100.0,1.5,False,Direct Bank Transfer,45648506.89
SIH26017-PRJ-000541,729740677.53,340788896.41,46.7,195,93,2020-12-19,2026-08-15,100.0,1.06,False,Direct Bank Transfer,388951781.12
SIH26017-PRJ-000542,3559210083.44,270499966.34,7.6,1439,108,,2022-10-11,100.0,1.74,False,Mixed,3288710117.1
SIH26017-PRJ-000543,179325687.83,84283073.28,47.0,103,47,2023-12-06,2025-05-04,100.0,1.07,False,Direct Bank Transfer,95042614.55
SIH26017-PRJ-000544,3628368097.64,3457834797.05,95.3,319,304,2023-01-28,2026-08-15,100.0,1.59,False,Direct Bank Transfer,170533300.59
SIH26017-PRJ-000545,18921230502.53,6092636221.81,32.2,2683,865,2018-04-05,2024-02-24,100.0,1.35,False,Cheque,12828594280.72
SIH26017-PRJ-000546,42884333.1,29933264.5,69.8,11,8,2024-01-11,2026-02-19,100.0,1.42,False,Direct Bank Transfer,12951068.6
SIH26017-PRJ-000547,1633897810.14,0.0,0.0,131,0,,,100.0,1.3,False,Direct Bank Transfer,1633897810.14
SIH26017-PRJ-000548,73239664.46,66355136.0,90.6,8,7,2018-09-10,2026-08-15,100.0,2.0,False,Direct Bank Transfer,6884528.46
SIH26017-PRJ-000549,18537664848.64,6506720361.87,35.1,3264,1142,2022-02-13,2025-01-12,100.0,2.0,False,Direct Bank Transfer,12030944486.77
SIH26017-PRJ-000550,697776982.78,0.0,0.0,231,0,,,100.0,1.21,False,Direct Bank Transfer,697776982.78
SIH26017-PRJ-000551,4526756776.11,1281072167.64,28.3,318,89,2025-10-26,2025-07-02,100.0,1.0,False,Direct Bank Transfer,3245684608.47
SIH26017-PRJ-000552,166009886.93,159701511.23,96.2,144,130,2018-06-07,2026-08-15,100.0,1.22,False,Land-for-Land,6308375.7
SIH26017-PRJ-000553,3655508997.84,3165670792.13,86.6,328,298,2022-12-19,2026-08-15,100.0,1.71,False,Mixed,489838205.71
SIH26017-PRJ-000554,1584512004.43,732044546.05,46.2,141,67,2018-10-07,2024-03-08,100.0,1.58,False,Mixed,852467458.38
SIH26017-PRJ-000555,769507871.79,76181279.31,9.9,86,9,2026-08-03,2025-08-15,100.0,1.71,False,Direct Bank Transfer,693326592.48
SIH26017-PRJ-000556,24760450649.36,15376239853.25,62.1,4500,2871,2023-10-17,2026-02-08,100.0,1.55,False,Direct Bank Transfer,9384210796.11
SIH26017-PRJ-000557,10296238553.57,0.0,0.0,2547,0,,,100.0,1.02,False,Direct Bank Transfer,10296238553.57
SIH26017-PRJ-000558,3402242289.08,2623128804.88,77.1,877,673,2021-09-17,2026-08-15,100.0,1.43,False,Direct Bank Transfer,779113484.2
SIH26017-PRJ-000559,62984335316.22,0.0,0.0,3743,0,,,100.0,1.8,False,Direct Bank Transfer,62984335316.22
SIH26017-PRJ-000560,1493931313.37,851540848.62,57.0,360,202,2018-09-24,2026-08-15,100.0,1.27,False,Direct Bank Transfer,642390464.75
SIH26017-PRJ-000561,2877743852.3,0.0,0.0,1534,0,,,100.0,1.55,False,Direct Bank Transfer,2877743852.3
SIH26017-PRJ-000562,55459812920.49,0.0,0.0,3627,0,,,100.0,1.67,False,Direct Bank Transfer,55459812920.49
SIH26017-PRJ-000563,75740533486.94,0.0,0.0,3963,0,,,100.0,1.93,False,Land-for-Land,75740533486.94
SIH26017-PRJ-000564,11786658631.61,0.0,0.0,704,0,,,100.0,1.0,False,Direct Bank Transfer,11786658631.61
SIH26017-PRJ-000565,1996898843.74,1954963968.02,97.9,669,634,2018-06-11,2026-08-15,100.0,1.77,False,Cheque,41934875.72
SIH26017-PRJ-000566,35880924013.65,22569101204.59,62.9,2041,1269,2019-01-12,2026-08-15,100.0,1.77,False,Direct Bank Transfer,13311822809.06
SIH26017-PRJ-000567,285317249.6,169193129.01,59.3,26,15,2021-09-30,2026-08-15,100.0,1.74,False,Mixed,116124120.59
SIH26017-PRJ-000568,23710670638.93,1683457615.36,7.1,1730,129,,2022-07-23,100.0,2.0,True,Mixed,22027213023.57
SIH26017-PRJ-000569,6375065021.54,2664777179.0,41.8,1349,563,2024-09-22,2025-08-14,100.0,1.31,False,Cheque,3710287842.54
SIH26017-PRJ-000570,14112379974.96,0.0,0.0,3387,0,,,100.0,1.19,False,Direct Bank Transfer,14112379974.96
SIH26017-PRJ-000571,31901457136.27,25361658423.33,79.5,2438,1976,2020-08-13,2026-08-15,100.0,1.74,True,Direct Bank Transfer,6539798712.94
SIH26017-PRJ-000572,996045651.56,0.0,0.0,149,0,,,100.0,1.22,False,Cheque,996045651.56
SIH26017-PRJ-000573,425380989.54,387096700.48,91.0,18,17,2018-01-24,2026-08-15,100.0,1.0,False,Mixed,38284289.06
SIH26017-PRJ-000574,267292200.63,212497299.5,79.5,51,40,2019-01-24,2026-08-15,100.0,1.32,False,Direct Bank Transfer,54794901.13
SIH26017-PRJ-000575,495184630.15,0.0,0.0,31,0,,,100.0,1.78,True,Direct Bank Transfer,495184630.15
SIH26017-PRJ-000576,431304952.04,245843822.66,57.0,199,114,2019-08-07,2026-08-15,100.0,1.68,False,Direct Bank Transfer,185461129.38
SIH26017-PRJ-000577,769026587.41,530628345.31,69.0,309,212,2020-05-04,2026-08-15,100.0,1.4,False,Direct Bank Transfer,238398242.1
