project_id,case_id,case_type,court_level,filing_date,status,stay_order_active_flag,expected_resolution_date,actual_resolution_date,impact_on_project,number_of_petitioners
SIH26017-PRJ-000428,SIH26017-PRJ-000428-CASE-01,Land Acquisition Validity,District Court,2016-01-18,Withdrawn,False,2016-11-13,2016-07-21,High,4
SIH26017-PRJ-000429,SIH26017-PRJ-000429-CASE-01,Public Interest Litigation,LA Authority/Tribunal,2020-11-10,Disposed-in-favor,False,2021-06-18,2021-06-30,Medium,16
SIH26017-PRJ-000429,SIH26017-PRJ-000429-CASE-02,Compensation Quantum Dispute,LA Authority/Tribunal,2019-09-04,Pending,False,2020-04-11,,Low,2
SIH26017-PRJ-000429,SIH26017-PRJ-000429-CASE-03,Compensation Quantum Dispute,High Court,2019-05-16,Disposed-in-favor,False,2021-01-05,2020-07-02,High,1
SIH26017-PRJ-000430,SIH26017-PRJ-000430-CASE-01,Compensation Quantum Dispute,District Court,2021-09-02,Withdrawn,False,2022-06-29,2022-10-05,Low,5
SIH26017-PRJ-000431,SIH26017-PRJ-000431-CASE-01,Public Interest Litigation,District Court,2020-10-29,Pending,False,2021-08-25,,Low,17
SIH26017-PRJ-000432,SIH26017-PRJ-000432-CASE-01,Public Interest Litigation,High Court,2021-09-23,Disposed-against,False,2023-05-16,2023-11-07,High,19
SIH26017-PRJ-000433,SIH26017-PRJ-000433-CASE-01,Land Acquisition Validity,LA Authority/Tribunal,2024-04-18,Pending,True,2024-11-24,,High,2
SIH26017-PRJ-000433,SIH26017-PRJ-000433-CASE-02,Title Dispute,Supreme Court,2022-12-03,Withdrawn,False,2025-07-10,2026-06-07,High,7
SIH26017-PRJ-000434,SIH26017-PRJ-000434-CASE-01,Title Dispute,District Court,2021-09-20,Disposed-against,False,2022-07-17,2022-09-28,Medium,3
SIH26017-PRJ-000438,SIH26017-PRJ-000438-CASE-01,Others,High Court,2025-04-06,Pending,False,2026-11-27,,High,5
SIH26017-PRJ-000439,SIH26017-PRJ-000439-CASE-01,Public Interest Litigation,Supreme Court,2026-05-06,Pending,False,2028-12-11,,High,14
SIH26017-PRJ-000439,SIH26017-PRJ-000439-CASE-02,Title Dispute,High Court,2029-05-18,Pending,False,2031-01-08,,High,4
SIH26017-PRJ-000439,SIH26017-PRJ-000439-CASE-03,Public Interest Litigation,LA Authority/Tribunal,2025-02-05,Pending,False,2025-09-13,,Medium,19
SIH26017-PRJ-000439,SIH26017-PRJ-000439-CASE-04,Environmental Challenge,LA Authority/Tribunal,2026-10-03,Pending,False,2027-05-11,,High,5
SIH26017-PRJ-000440,SIH26017-PRJ-000440-CASE-01,Title Dispute,LA Authority/Tribunal,2022-05-16,Disposed-in-favor,False,2022-12-22,2023-01-06,Medium,4
SIH26017-PRJ-000440,SIH26017-PRJ-000440-CASE-02,Compensation Quantum Dispute,District Court,2023-01-06,Disposed-in-favor,False,2023-11-02,2023-11-17,Low,3
SIH26017-PRJ-000441,SIH26017-PRJ-000441-CASE-01,Title Dispute,District Court,2019-04-16,Disposed-in-favor,False,2020-02-10,2020-04-01,Medium,4
SIH26017-PRJ-000442,SIH26017-PRJ-000442-CASE-01,Title Dispute,High Court,2020-06-23,Disposed-against,False,2022-02-13,2022-08-06,High,1
SIH26017-PRJ-000445,SIH26017-PRJ-000445-CASE-01,Title Dispute,High Court,2020-12-03,Disposed-against,False,2022-07-26,2021-07-14,High,4
SIH26017-PRJ-000445,SIH26017-PRJ-000445-CASE-02,Environmental Challenge,LA Authority/Tribunal,2022-07-15,Pending,False,2023-02-20,,High,4
SIH26017-PRJ-000446,SIH26017-PRJ-000446-CASE-01,Public Interest Litigation,LA Authority/Tribunal,2021-10-04,Pending,False,2022-05-12,,Medium,16
SIH26017-PRJ-000448,SIH26017-PRJ-000448-CASE-01,Public Interest Litigation,LA Authority/Tribunal,2023-10-26,Disposed-against,False,2024-06-02,2024-06-19,Low,19
SIH26017-PRJ-000451,SIH26017-PRJ-000451-CASE-01,Others,LA Authority/Tribunal,2023-02-27,Pending,False,2023-10-05,,Low,1
SIH26017-PRJ-000453,SIH26017-PRJ-000453-CASE-01,Compensation Quantum Dispute,District Court,2017-08-16,Disposed-against,False,2018-06-12,2018-03-16,Medium,5
SIH26017-PRJ-000455,SIH26017-PRJ-000455-CASE-01,Compensation Quantum Dispute,High Court,2021-04-07,Disposed-in-favor,False,2022-11-28,2022-10-17,High,6
SIH26017-PRJ-000456,SIH26017-PRJ-000456-CASE-01,Environmental Challenge,High Court,2019-03-30,Disposed-against,False,2020-11-19,2021-12-01,High,1
SIH26017-PRJ-000456,SIH26017-PRJ-000456-CASE-02,Public Interest Litigation,LA Authority/Tribunal,2018-08-23,Disposed-in-favor,False,2019-03-31,2019-04-27,Low,17
SIH26017-PRJ-000457,SIH26017-PRJ-000457-CASE-01,Compensation Quantum Dispute,LA Authority/Tribunal,2022-12-05,Disposed-against,False,2023-07-13,2023-07-28,Medium,1
SIH26017-PRJ-000458,SIH26017-PRJ-000458-CASE-01,Title Dispute,LA Authority/Tribunal,2021-09-26,Disposed-in-favor,False,2022-05-04,2022-02-23,Medium,1
SIH26017-PRJ-000458,SIH26017-PRJ-000458-CASE-02,Environmental Challenge,LA Authority/Tribunal,2018-12-16,Pending,False,2019-07-24,,High,4
SIH26017-PRJ-000463,SIH26017-PRJ-000463-CASE-01,Title Dispute,High Court,2024-07-23,Pending,False,2026-03-15,,High,3
SIH26017-PRJ-000463,SIH26017-PRJ-000463-CASE-02,Compensation Quantum Dispute,District Court,2023-05-24,Pending,False,2024-03-19,,Low,2
SIH26017-PRJ-000466,SIH26017-PRJ-000466-CASE-01,Compensation Quantum Dispute,High Court,2023-04-04,Pending,False,2024-11-24,,High,1
SIH26017-PRJ-000467,SIH26017-PRJ-000467-CASE-01,Public Interest Litigation,LA Authority/Tribunal,2024-07-14,Disposed-in-favor,False,2025-02-19,2025-01-07,Medium,14
SIH26017-PRJ-000467,SIH26017-PRJ-000467-CASE-02,Public Interest Litigation,District Court,2024-12-04,Pending,False,2025-09-30,,Medium,23
SIH26017-PRJ-000467,SIH26017-PRJ-000467-CASE-03,Environmental Challenge,District Court,2022-04-29,Disposed-against,False,2023-02-23,2024-01-10,High,2
SIH26017-PRJ-000467,SIH26017-PRJ-000467-CASE-04,Title Dispute,District Court,2023-09-13,Disposed-against,False,2024-07-09,2025-02-12,Medium,3
SIH26017-PRJ-000468,SIH26017-PRJ-000468-CASE-01,Compensation Quantum Dispute,District Court,2023-09-17,Disposed-against,False,2024-07-13,2024-06-22,Low,2
SIH26017-PRJ-000468,SIH26017-PRJ-000468-CASE-02,Compensation Quantum Dispute,High Court,2021-07-02,Pending,True,2023-02-22,,High,3
SIH26017-PRJ-000469,SIH26017-PRJ-000469-CASE-01,Compensation Quantum Dispute,High Court,2025-11-16,Pending,False,2027-07-09,,High,2
SIH26017-PRJ-000470,SIH26017-PRJ-000470-CASE-01,Title Dispute,LA Authority/Tribunal,2024-05-18,Disposed-in-favor,False,2024-12-24,2025-07-04,Low,2
SIH26017-PRJ-000470,SIH26017-PRJ-000470-CASE-02,Public Interest Litigation,LA Authority/Tribunal,2023-06-20,Disposed-in-favor,False,2024-01-26,2024-09-27,Low,20
SIH26017-PRJ-000470,SIH26017-PRJ-000470-CASE-03,Land Acquisition Validity,District Court,2022-02-10,Pending,False,2022-12-07,,High,7
SIH26017-PRJ-000472,SIH26017-PRJ-000472-CASE-01,Title Dispute,High Court,2025-03-06,Pending,False,2026-10-27,,High,2
SIH26017-PRJ-000475,SIH26017-PRJ-000475-CASE-01,Compensation Quantum Dispute,District Court,2019-11-22,Pending,False,2020-09-17,,Medium,2
SIH26017-PRJ-000475,SIH26017-PRJ-000475-CASE-02,Environmental Challenge,District Court,2020-03-24,Disposed-in-favor,False,2021-01-18,2021-04-12,High,5
SIH26017-PRJ-000476,SIH26017-PRJ-000476-CASE-01,Public Interest Litigation,District Court,2022-06-11,Withdrawn,False,2023-04-07,2023-05-05,Medium,17
SIH26017-PRJ-000481,SIH26017-PRJ-000481-CASE-01,Compensation Quantum Dispute,LA Authority/Tribunal,2020-08-04,Disposed-against,False,2021-03-12,2021-10-17,Low,1
SIH26017-PRJ-000484,SIH26017-PRJ-000484-CASE-01,Compensation Quantum Dispute,District Court,2020-10-21,Disposed-against,False,2021-08-17,2022-01-11,Medium,4
SIH26017-PRJ-000486,SIH26017-PRJ-000486-CASE-01,Others,District Court,2026-09-22,Pending,True,2027-07-19,,Medium,1
SIH26017-PRJ-000486,SIH26017-PRJ-000486-CASE-02,Public Interest Litigation,LA Authority/Tribunal,2026-06-10,Pending,True,2027-01-16,,Medium,22
SIH26017-PRJ-000487,SIH26017-PRJ-000487-CASE-01,Compensation Quantum Dispute,LA Authority/Tribunal,2020-06-04,Disposed-in-favor,False,2021-01-10,2020-11-03,Low,3
SIH26017-PRJ-000487,SIH26017-PRJ-000487-CASE-02,Land Acquisition Validity,District Court,2020-10-17,Withdrawn,False,2021-08-13,2022-01-17,High,4
SIH26017-PRJ-000488,SIH26017-PRJ-000488-CASE-01,Compensation Quantum Dispute,High Court,2020-09-04,Pending,False,2022-04-27,,High,3
SIH26017-PRJ-000489,SIH26017-PRJ-000489-CASE-01,Title Dispute,High Court,2023-09-23,Disposed-against,False,2025-05-15,2025-07-30,High,6
SIH26017-PRJ-000489,SIH26017-PRJ-000489-CASE-02,Compensation Quantum Dispute,District Court,2023-03-30,Pending,False,2024-01-24,,Low,1
SIH26017-PRJ-000490,SIH26017-PRJ-000490-CASE-01,Title Dispute,District Court,2018-01-13,Disposed-against,False,2018-11-09,2018-08-29,Medium,2
SIH26017-PRJ-000492,SIH26017-PRJ-000492-CASE-01,Title Dispute,LA Authority/Tribunal,2023-03-08,Disposed-in-favor,False,2023-10-14,2023-11-21,Medium,4
SIH26017-PRJ-000493,SIH26017-PRJ-000493-CASE-01,Title Dispute,District Court,2021-01-26,Pending,True,2021-11-22,,Low,1
SIH26017-PRJ-000498,SIH26017-PRJ-000498-CASE-01,Title Dispute,District Court,2019-01-10,Disposed-against,False,2019-11-06,2019-08-11,Low,6
SIH26017-PRJ-000500,SIH26017-PRJ-000500-CASE-01,Compensation Quantum Dispute,District Court,2028-02-04,Pending,False,2028-11-30,,Medium,1
SIH26017-PRJ-000504,SIH26017-PRJ-000504-CASE-01,Title Dispute,LA Authority/Tribunal,2017-10-25,Disposed-in-favor,False,2018-06-02,2018-06-21,Medium,5
SIH26017-PRJ-000506,SIH26017-PRJ-000506-CASE-01,Compensation Quantum Dispute,High Court,2018-11-17,Withdrawn,False,2020-07-09,2020-10-18,High,4
SIH26017-PRJ-000506,SIH26017-PRJ-000506-CASE-02,Land Acquisition Validity,LA Authority/Tribunal,2018-05-06,Disposed-against,False,2018-12-12,2018-12-04,High,2
SIH26017-PRJ-000507,SIH26017-PRJ-000507-CASE-01,Environmental Challenge,High Court,2019-10-19,Disposed-in-favor,False,2021-06-10,2021-03-07,High,2
SIH26017-PRJ-000507,SIH26017-PRJ-000507-CASE-02,Public Interest Litigation,District Court,2019-10-13,Disposed-against,False,2020-08-08,2020-09-11,Medium,18
SIH26017-PRJ-000508,SIH26017-PRJ-000508-CASE-01,Title Dispute,LA Authority/Tribunal,2026-05-04,Pending,False,2026-12-10,,Medium,2
SIH26017-PRJ-000509,SIH26017-PRJ-000509-CASE-01,Compensation Quantum Dispute,District Court,2022-09-29,Disposed-against,False,2023-07-26,2023-07-13,Medium,1
SIH26017-PRJ-000509,SIH26017-PRJ-000509-CASE-02,Title Dispute,High Court,2022-06-08,Pending,False,2024-01-29,,High,1
SIH26017-PRJ-000510,SIH26017-PRJ-000510-CASE-01,Title Dispute,High Court,2024-03-06,Withdrawn,False,2025-10-27,2024-11-18,High,2
SIH26017-PRJ-000511,SIH26017-PRJ-000511-CASE-01,Compensation Quantum Dispute,LA Authority/Tribunal,2022-10-27,Disposed-against,False,2023-06-04,2023-07-06,Medium,6
SIH26017-PRJ-000513,SIH26017-PRJ-000513-CASE-01,Compensation Quantum Dispute,LA Authority/Tribunal,2022-04-06,Pending,False,2022-11-12,,Medium,1
SIH26017-PRJ-000513,SIH26017-PRJ-000513-CASE-02,Public Interest Litigation,High Court,2021-01-18,Pending,False,2022-09-10,,High,20
SIH26017-PRJ-000515,SIH26017-PRJ-000515-CASE-01,Environmental Challenge,Supreme Court,2025-09-28,Pending,True,2028-05-05,,High,4
SIH26017-PRJ-000516,SIH26017-PRJ-000516-CASE-01,Environmental Challenge,LA Authority/Tribunal,2027-08-02,Pending,True,2028-03-09,,High,5
SIH26017-PRJ-000517,SIH26017-PRJ-000517-CASE-01,Public Interest Litigation,District Court,2022-02-02,Disposed-in-favor,False,2022-11-29,2022-10-29,Low,16
SIH26017-PRJ-000518,SIH26017-PRJ-000518-CASE-01,Public Interest Litigation,Supreme Court,2029-03-10,Pending,False,2031-10-16,,High,17
SIH26017-PRJ-000518,SIH26017-PRJ-000518-CASE-02,Compensation Quantum Dispute,High Court,2030-07-19,Pending,False,2032-03-10,,High,3
SIH26017-PRJ-000518,SIH26017-PRJ-000518-CASE-03,Environmental Challenge,District Court,2031-01-14,Pending,True,2031-11-10,,High,3
SIH26017-PRJ-000522,SIH26017-PRJ-000522-CASE-01,Compensation Quantum Dispute,Supreme Court,2018-12-15,Withdrawn,False,2021-07-22,2020-05-21,High,2
SIH26017-PRJ-000522,SIH26017-PRJ-000522-CASE-02,Title Dispute,LA Authority/Tribunal,2019-03-13,Disposed-in-favor,False,2019-10-19,2019-08-22,Medium,2
SIH26017-PRJ-000523,SIH26017-PRJ-000523-CASE-01,Land Acquisition Validity,District Court,2023-05-07,Pending,False,2024-03-02,,High,3
SIH26017-PRJ-000525,SIH26017-PRJ-000525-CASE-01,Public Interest Litigation,LA Authority/Tribunal,2022-12-31,Disposed-in-favor,False,2023-08-08,2023-06-02,Low,13
SIH26017-PRJ-000527,SIH26017-PRJ-000527-CASE-01,Compensation Quantum Dispute,Supreme Court,2021-10-14,Pending,False,2024-05-21,,High,4
SIH26017-PRJ-000530,SIH26017-PRJ-000530-CASE-01,Title Dispute,District Court,2020-09-22,Disposed-in-favor,False,2021-07-19,2021-05-21,Medium,2
SIH26017-PRJ-000530,SIH26017-PRJ-000530-CASE-02,Environmental Challenge,District Court,2020-06-15,Disposed-in-favor,False,2021-04-11,2022-04-02,High,4
SIH26017-PRJ-000533,SIH26017-PRJ-000533-CASE-01,Compensation Quantum Dispute,LA Authority/Tribunal,2023-10-18,Pending,False,2024-05-25,,Low,3
SIH26017-PRJ-000533,SIH26017-PRJ-000533-CASE-02,Compensation Quantum Dispute,District Court,2022-01-14,Disposed-against,False,2022-11-10,2022-09-20,Medium,6
SIH26017-PRJ-000534,SIH26017-PRJ-000534-CASE-01,Land Acquisition Validity,District Court,2026-01-26,Pending,True,2026-11-22,,High,2
SIH26017-PRJ-000535,SIH26017-PRJ-000535-CASE-01,Public Interest Litigation,LA Authority/Tribunal,2026-05-24,Pending,True,2026-12-30,,Medium,19
SIH26017-PRJ-000536,SIH26017-PRJ-000536-CASE-01,Compensation Quantum Dispute,LA Authority/Tribunal,2023-09-06,Disposed-against,False,2024-04-13,2024-06-14,Low,5
SIH26017-PRJ-000536,SIH26017-PRJ-000536-CASE-02,Land Acquisition Validity,High Court,2023-12-27,Withdrawn,False,2025-08-18,2025-03-14,High,4
SIH26017-PRJ-000536,SIH26017-PRJ-000536-CASE-03,Compensation Quantum Dispute,District Court,2025-08-28,Pending,False,2026-06-24,,Medium,1
SIH26017-PRJ-000536,SIH26017-PRJ-000536-CASE-04,Environmental Challenge,District Court,2025-09-09,Disposed-in-favor,False,2026-07-06,2026-06-13,High,2
SIH26017-PRJ-000537,SIH26017-PRJ-000537-CASE-01,Compensation Quantum Dispute,District Court,2021-06-27,Withdrawn,False,2022-04-23,2021-11-08,Medium,1
SIH26017-PRJ-000539,SIH26017-PRJ-000539-CASE-01,Others,LA Authority/Tribunal,2019-09-07,Pending,False,2020-04-14,,Low,1
SIH26017-PRJ-000539,SIH26017-PRJ-000539-CASE-02,Public Interest Litigation,LA Authority/Tribunal,2023-04-22,Disposed-in-favor,False,2023-11-28,2023-09-08,Medium,13
SIH26017-PRJ-000542,SIH26017-PRJ-000542-CASE-01,Title Dispute,LA Authority/Tribunal,2022-03-03,Withdrawn,False,2022-10-09,2022-07-05,Medium,3
SIH26017-PRJ-000542,SIH26017-PRJ-000542-CASE-02,Environmental Challenge,LA Authority/Tribunal,2021-04-26,Disposed-in-favor,False,2021-12-02,2021-11-01,High,4
SIH26017-PRJ-000542,SIH26017-PRJ-000542-CASE-03,Compensation Quantum Dispute,Supreme Court,2022-02-27,Disposed-against,False,2024-10-04,2024-10-05,High,4
SIH26017-PRJ-000543,SIH26017-PRJ-000543-CASE-01,Environmental Challenge,High Court,2023-06-18,Disposed-in-favor,False,2025-02-07,2025-02-08,High,1
SIH26017-PRJ-000544,SIH26017-PRJ-000544-CASE-01,Environmental Challenge,High Court,2023-01-24,Pending,False,2024-09-15,,High,4
SIH26017-PRJ-000546,SIH26017-PRJ-000546-CASE-01,Land Acquisition Validity,LA Authority/Tribunal,2023-12-30,Disposed-in-favor,False,2024-08-06,2025-09-03,High,1
SIH26017-PRJ-000546,SIH26017-PRJ-000546-CASE-02,Environmental Challenge,District Court,2023-02-22,Pending,True,2023-12-19,,High,5
SIH26017-PRJ-000547,SIH26017-PRJ-000547-CASE-01,Land Acquisition Validity,District Court,2024-10-21,Pending,True,2025-08-17,,High,8
SIH26017-PRJ-000548,SIH26017-PRJ-000548-CASE-01,Title Dispute,Supreme Court,2019-01-26,Disposed-in-favor,False,2021-09-02,2020-07-04,High,6
SIH26017-PRJ-000549,SIH26017-PRJ-000549-CASE-01,Title Dispute,High Court,2023-05-30,Pending,False,2025-01-19,,High,3
SIH26017-PRJ-000550,SIH26017-PRJ-000550-CASE-01,Environmental Challenge,District Court,2024-01-16,Pending,False,2024-11-11,,High,2
SIH26017-PRJ-000550,SIH26017-PRJ-000550-CASE-02,Others,LA Authority/Tribunal,2024-09-11,Disposed-in-favor,False,2025-04-19,2025-04-15,Low,3
SIH26017-PRJ-000551,SIH26017-PRJ-000551-CASE-01,Public Interest Litigation,LA Authority/Tribunal,2026-05-25,Pending,False,2026-12-31,,Low,16
SIH26017-PRJ-000556,SIH26017-PRJ-000556-CASE-01,Title Dispute,High Court,2025-06-26,Pending,False,2027-02-16,,High,3
SIH26017-PRJ-000556,SIH26017-PRJ-000556-CASE-02,Title Dispute,High Court,2023-03-31,Disposed-in-favor,False,2024-11-20,2024-08-17,High,5
SIH26017-PRJ-000558,SIH26017-PRJ-000558-CASE-01,Compensation Quantum Dispute,High Court,2022-09-04,Disposed-against,False,2024-04-26,2025-01-17,High,8
SIH26017-PRJ-000562,SIH26017-PRJ-000562-CASE-01,Environmental Challenge,District Court,2023-01-21,Pending,True,2023-11-17,,High,3
SIH26017-PRJ-000562,SIH26017-PRJ-000562-CASE-02,Public Interest Litigation,District Court,2024-03-18,Withdrawn,False,2025-01-12,2024-11-20,Medium,21
SIH26017-PRJ-000563,SIH26017-PRJ-000563-CASE-01,Environmental Challenge,LA Authority/Tribunal,2024-05-23,Withdrawn,False,2024-12-29,2024-10-29,High,5
SIH26017-PRJ-000564,SIH26017-PRJ-000564-CASE-01,Land Acquisition Validity,High Court,2025-09-10,Pending,False,2027-05-03,,High,3
SIH26017-PRJ-000564,SIH26017-PRJ-000564-CASE-02,Compensation Quantum Dispute,District Court,2024-01-07,Disposed-in-favor,False,2024-11-02,2024-11-08,Medium,7
SIH26017-PRJ-000565,SIH26017-PRJ-000565-CASE-01,Public Interest Litigation,High Court,2018-10-30,Pending,False,2020-06-21,,High,23
SIH26017-PRJ-000565,SIH26017-PRJ-000565-CASE-02,Public Interest Litigation,District Court,2019-08-01,Disposed-against,False,2020-05-27,2020-11-11,Medium,24
SIH26017-PRJ-000565,SIH26017-PRJ-000565-CASE-03,Title Dispute,High Court,2019-03-12,Disposed-in-favor,False,2020-11-01,2021-03-06,High,2
SIH26017-PRJ-000565,SIH26017-PRJ-000565-CASE-04,Public Interest Litigation,High Court,2017-06-11,Pending,True,2019-02-01,,High,21
SIH26017-PRJ-000565,SIH26017-PRJ-000565-CASE-05,Environmental Challenge,LA Authority/Tribunal,2019-10-09,Disposed-in-favor,False,2020-05-16,2020-02-23,High,3
SIH26017-PRJ-000566,SIH26017-PRJ-000566-CASE-01,Title Dispute,District Court,2024-07-06,Pending,False,2025-05-02,,Medium,2
SIH26017-PRJ-000566,SIH26017-PRJ-000566-CASE-02,Compensation Quantum Dispute,LA Authority/Tribunal,2020-06-17,Withdrawn,False,2021-01-23,2020-09-20,Low,1
SIH26017-PRJ-000567,SIH26017-PRJ-000567-CASE-01,Title Dispute,High Court,2023-09-12,Disposed-in-favor,False,2025-05-04,2024-10-20,High,2
SIH26017-PRJ-000568,SIH26017-PRJ-000568-CASE-01,Compensation Quantum Dispute,High Court,2023-12-26,Pending,False,2025-08-17,,High,3
SIH26017-PRJ-000569,SIH26017-PRJ-000569-CASE-01,Compensation Quantum Dispute,District Court,2026-12-02,Pending,False,2027-09-28,,Low,2
SIH26017-PRJ-000570,SIH26017-PRJ-000570-CASE-01,Land Acquisition Validity,High Court,2023-12-21,Pending,True,2025-08-12,,High,2
SIH26017-PRJ-000570,SIH26017-PRJ-000570-CASE-02,Land Acquisition Validity,District Court,2022-10-23,Disposed-in-favor,False,2023-08-19,2024-01-21,High,3
SIH26017-PRJ-000571,SIH26017-PRJ-000571-CASE-01,Title Dispute,Supreme Court,2024-02-18,Withdrawn,False,2026-09-25,2026-03-12,High,1
SIH26017-PRJ-000571,SIH26017-PRJ-000571-CASE-02,Title Dispute,High Court,2023-07-04,Pending,True,2025-02-23,,High,4
SIH26017-PRJ-000571,SIH26017-PRJ-000571-CASE-03,Compensation Quantum Dispute,High Court,2021-07-19,Pending,False,2023-03-11,,High,4
SIH26017-PRJ-000575,SIH26017-PRJ-000575-CASE-01,Compensation Quantum Dispute,High Court,2026-02-05,Pending,False,2027-09-28,,High,3
SIH26017-PRJ-000577,SIH26017-PRJ-000577-CASE-01,Compensation Quantum Dispute,High Court,2019-08-11,Disposed-in-favor,False,2021-04-02,2021-10-18,High,4
SIH26017-PRJ-000577,SIH26017-PRJ-000577-CASE-02,Title Dispute,District Court,2018-12-20,Disposed-in-favor,False,2019-10-16,2019-11-16,Medium,4
SIH26017-PRJ-000578,SIH26017-PRJ-000578-CASE-01,Compensation Quantum Dispute,District Court,2018-01-03,Pending,False,2018-10-30,,Low,7
SIH26017-PRJ-000579,SIH26017-PRJ-000579-CASE-01,Title Dispute,High Court,2020-05-12,Disposed-against,False,2022-01-02,2021-11-25,High,3
SIH26017-PRJ-000581,SIH26017-PRJ-000581-CASE-01,Land Acquisition Validity,District Court,2024-02-29,Disposed-in-favor,False,2024-12-25,2024-12-07,High,4
SIH26017-PRJ-000581,SIH26017-PRJ-000581-CASE-02,Others,District Court,2024-06-14,Pending,False,2025-04-10,,Low,2
SIH26017-PRJ-000584,SIH26017-PRJ-000584-CASE-01,Compensation Quantum Dispute,LA Authority/Tribunal,2020-11-18,Disposed-in-favor,False,2021-06-26,2021-07-01,Low,1
SIH26017-PRJ-000585,SIH26017-PRJ-000585-CASE-01,Compensation Quantum Dispute,LA Authority/Tribunal,2024-04-16,Pending,False,2024-11-22,,Medium,4
SIH26017-PRJ-000586,SIH26017-PRJ-000586-CASE-01,Public Interest Litigation,District Court,2024-05-17,Withdrawn,False,2025-03-13,2025-04-19,Medium,14
SIH26017-PRJ-000586,SIH26017-PRJ-000586-CASE-02,Title Dispute,District Court,2023-07-20,Disposed-in-favor,False,2024-05-15,2024-03-12,Medium,1
SIH26017-PRJ-000589,SIH26017-PRJ-000589-CASE-01,Others,LA Authority/Tribunal,2025-05-15,Disposed-in-favor,False,2025-12-21,2025-11-12,Medium,2
SIH26017-PRJ-000589,SIH26017-PRJ-000589-CASE-02,Compensation Quantum Dispute,High Court,2024-12-28,Disposed-in-favor,False,2026-08-20,2025-11-24,High,3
SIH26017-PRJ-000589,SIH26017-PRJ-000589-CASE-03,Title Dispute,District Court,2025-11-17,Pending,False,2026-09-13,,Low,1
SIH26017-PRJ-000592,SIH26017-PRJ-000592-CASE-01,Environmental Challenge,Supreme Court,2027-07-21,Pending,True,2030-02-25,,High,1
SIH26017-PRJ-000592,SIH26017-PRJ-000592-CASE-02,Title Dispute,High Court,2027-10-22,Pending,False,2029-06-13,,High,1
SIH26017-PRJ-000592,SIH26017-PRJ-000592-CASE-03,Title Dispute,Supreme Court,2027-07-23,Pending,False,2030-02-27,,High,3
SIH26017-PRJ-000594,SIH26017-PRJ-000594-CASE-01,Public Interest Litigation,District Court,2021-08-09,Pending,False,2022-06-05,,Low,22
SIH26017-PRJ-000594,SIH26017-PRJ-000594-CASE-02,Environmental Challenge,LA Authority/Tribunal,2020-12-20,Pending,True,2021-07-28,,High,3
SIH26017-PRJ-000595,SIH26017-PRJ-000595-CASE-01,Public Interest Litigation,High Court,2017-07-14,Disposed-in-favor,False,2019-03-06,2019-04-12,High,13
SIH26017-PRJ-000596,SIH26017-PRJ-000596-CASE-01,Environmental Challenge,High Court,2023-09-18,Pending,True,2025-05-10,,High,3
SIH26017-PRJ-000596,SIH26017-PRJ-000596-CASE-02,Compensation Quantum Dispute,District Court,2023-10-23,Disposed-in-favor,False,2024-08-18,2024-07-30,Medium,2
SIH26017-PRJ-000599,SIH26017-PRJ-000599-CASE-01,Compensation Quantum Dispute,LA Authority/Tribunal,2021-03-27,Disposed-in-favor,False,2021-11-02,2021-08-01,Low,5
